workerid,utteranceType,animalType,alterantive,animal,categoryID,QUD,setNum,featureSet,response
0,fig,alt,dog,panda,5,gen,4,ugly; small,0.62
1,fig,alt,dog,panda,5,f1,4,ugly; small,0.11
1,lit,alt,monkey,ant,1,gen,3,big; industrious,0
1,lit,alt,monkey,ant,1,gen,4,big; lazy,0
1,lit,alt,monkey,ant,1,gen,1,small; industrious,0.64
1,lit,alt,monkey,ant,1,gen,2,small; lazy,0.65
1,lit,orig,turtle,turtle,10,f2,1,slow; strong,0.37
1,lit,orig,turtle,turtle,10,f2,2,slow; weak,0
1,lit,orig,turtle,turtle,10,f2,4,fast; weak,0
1,lit,orig,turtle,turtle,10,f2,3,fast; strong,0.87
1,fig,orig,penguin,penguin,7,f2,3,serious; cute,0
1,fig,orig,penguin,penguin,7,f2,4,serious; ugly,0
1,fig,orig,penguin,penguin,7,f2,2,funny; ugly,0
1,fig,orig,penguin,penguin,7,f2,1,funny; cute,1
1,lit,alt,hippo,whale,2,f1,1,big; majestic,0.83
1,lit,alt,hippo,whale,2,f1,3,small; majestic,0
1,lit,alt,hippo,whale,2,f1,2,big; shabby,0.54
1,lit,alt,hippo,whale,2,f1,4,small; shabby,0
1,lit,orig,panda,panda,5,f1,4,ugly; small,0
1,lit,orig,panda,panda,5,f1,2,cute; small,0.93
1,lit,orig,panda,panda,5,f1,1,cute; big,0.66
1,lit,orig,panda,panda,5,f1,3,ugly; big,0
1,fig,orig,bird,bird,3,f1,4,slow; big,0
1,fig,orig,bird,bird,3,f1,2,fast; big,0.19
1,fig,orig,bird,bird,3,f1,1,fast; small,0.91
1,fig,orig,bird,bird,3,f1,3,slow; small,0.09
1,fig,orig,giraffe,giraffe,8,f2,2,tall; short,0.23
1,fig,orig,giraffe,giraffe,8,f2,4,petite; short,0
1,fig,orig,giraffe,giraffe,8,f2,3,petite; long,0.06
1,fig,orig,giraffe,giraffe,8,f2,1,tall; long,0.95
1,fig,alt,turtle,elephant,4,f1,1,big; hard,0.6
1,fig,alt,turtle,elephant,4,f1,4,small; soft,0
1,fig,alt,turtle,elephant,4,f1,2,big; soft,0
1,fig,alt,turtle,elephant,4,f1,3,small; hard,0.31
1,lit,alt,horse,lion,11,f2,1,fierce; strong,0.92
1,lit,alt,horse,lion,11,f2,4,gentle; weak,0
1,lit,alt,horse,lion,11,f2,2,fierce; weak,0
1,lit,alt,horse,lion,11,f2,3,gentle; strong,0.35
2,fig,orig,cheetah,cheetah,9,f1,2,fast; clumsy,0.03
2,fig,orig,cheetah,cheetah,9,f1,1,fast; agile,0.97
2,fig,orig,cheetah,cheetah,9,f1,4,slow; clumsy,0.01
2,fig,orig,cheetah,cheetah,9,f1,3,slow; agile,0.1
2,fig,alt,turtle,elephant,4,f2,3,small; hard,0.19
2,fig,alt,turtle,elephant,4,f2,2,big; soft,0.02
2,fig,alt,turtle,elephant,4,f2,1,big; hard,0.02
2,fig,alt,turtle,elephant,4,f2,4,small; soft,0.63
2,lit,alt,hippo,whale,2,f1,2,big; shabby,0.3
2,lit,alt,hippo,whale,2,f1,3,small; majestic,0.01
2,lit,alt,hippo,whale,2,f1,4,small; shabby,0.01
2,lit,alt,hippo,whale,2,f1,1,big; majestic,0.98
2,fig,orig,monkey,monkey,6,gen,2,funny; stupid,0.97
2,fig,orig,monkey,monkey,6,gen,3,serious; smart,0.01
2,fig,orig,monkey,monkey,6,gen,1,funny; smart,0.45
2,fig,orig,monkey,monkey,6,gen,4,serious; stupid,0.23
2,lit,alt,jaguar,bird,3,gen,2,fast; big,0.62
2,lit,alt,jaguar,bird,3,gen,3,slow; small,0.01
2,lit,alt,jaguar,bird,3,gen,1,fast; small,0.73
2,lit,alt,jaguar,bird,3,gen,4,slow; big,0.01
2,fig,alt,jaguar,rabbit,12,f1,1,fast; cute,0.82
2,fig,alt,jaguar,rabbit,12,f1,2,fast; ugly,0.43
2,fig,alt,jaguar,rabbit,12,f1,3,slow; cute,0.01
2,fig,alt,jaguar,rabbit,12,f1,4,slow; ugly,0.02
2,lit,orig,bird,bird,3,f1,4,slow; big,0.02
2,lit,orig,bird,bird,3,f1,2,fast; big,0.63
2,lit,orig,bird,bird,3,f1,3,slow; small,0.03
2,lit,orig,bird,bird,3,f1,1,fast; small,0.67
2,fig,orig,turtle,turtle,10,gen,4,fast; weak,0.01
2,fig,orig,turtle,turtle,10,gen,3,fast; strong,0.02
2,fig,orig,turtle,turtle,10,gen,1,slow; strong,0.33
2,fig,orig,turtle,turtle,10,gen,2,slow; weak,0.91
2,lit,orig,panda,panda,5,f2,1,cute; big,0.57
2,lit,orig,panda,panda,5,f2,4,ugly; small,0
2,lit,orig,panda,panda,5,f2,3,ugly; big,0.65
2,lit,orig,panda,panda,5,f2,2,cute; small,0.02
2,fig,alt,monkey,penguin,7,f2,1,funny; cute,0.01
2,fig,alt,monkey,penguin,7,f2,3,serious; cute,0.01
2,fig,alt,monkey,penguin,7,f2,4,serious; ugly,0.45
2,fig,alt,monkey,penguin,7,f2,2,funny; ugly,0.93
2,lit,alt,turtle,turtle,10,f2,3,fast; strong,0.81
2,lit,alt,turtle,turtle,10,f2,2,slow; weak,0.03
2,lit,alt,turtle,turtle,10,f2,1,slow; strong,0.47
2,lit,alt,turtle,turtle,10,f2,4,fast; weak,0.02
2,fig,alt,horse,giraffe,8,f2,2,tall; short,0.01
2,fig,alt,horse,giraffe,8,f2,4,petite; short,0.41
2,fig,alt,horse,giraffe,8,f2,3,petite; long,0.54
2,fig,alt,horse,giraffe,8,f2,1,tall; long,0.33
2,fig,alt,monkey,monkey,6,gen,4,serious; stupid,0.02
2,fig,alt,monkey,monkey,6,gen,1,funny; smart,0.74
2,fig,alt,monkey,monkey,6,gen,3,serious; smart,0.33
2,fig,alt,monkey,monkey,6,gen,2,funny; stupid,0.46
2,fig,alt,horse,lion,11,f2,3,gentle; strong,0.98
2,fig,alt,horse,lion,11,f2,4,gentle; weak,0
2,fig,alt,horse,lion,11,f2,2,fierce; weak,0.01
2,fig,alt,horse,lion,11,f2,1,fierce; strong,0.93
2,lit,orig,rabbit,rabbit,12,gen,3,slow; cute,0.01
2,lit,orig,rabbit,rabbit,12,gen,1,fast; cute,0.82
2,lit,orig,rabbit,rabbit,12,gen,4,slow; ugly,0.01
2,lit,orig,rabbit,rabbit,12,gen,2,fast; ugly,0.62
2,fig,alt,monkey,ant,1,f1,4,big; lazy,0.01
2,fig,alt,monkey,ant,1,f1,3,big; industrious,0.01
2,fig,alt,monkey,ant,1,f1,1,small; industrious,0.99
2,fig,alt,monkey,ant,1,f1,2,small; lazy,0.2
2,lit,alt,jaguar,cheetah,9,gen,4,slow; clumsy,0.02
2,lit,alt,jaguar,cheetah,9,gen,3,slow; agile,0.02
2,lit,alt,jaguar,cheetah,9,gen,1,fast; agile,0.98
2,lit,alt,jaguar,cheetah,9,gen,2,fast; clumsy,0.23
2,lit,alt,dog,panda,5,f1,2,cute; small,0.45
2,lit,alt,dog,panda,5,f1,3,ugly; big,0.03
2,lit,alt,dog,panda,5,f1,4,ugly; small,0.02
2,lit,alt,dog,panda,5,f1,1,cute; big,0.48
2,lit,orig,ant,ant,1,gen,3,big; industrious,0.02
2,lit,orig,ant,ant,1,gen,1,small; industrious,0.85
2,lit,orig,ant,ant,1,gen,4,big; lazy,0.02
2,lit,orig,ant,ant,1,gen,2,small; lazy,0.32
2,lit,orig,lion,lion,11,f2,2,fierce; weak,0.02
2,lit,orig,lion,lion,11,f2,3,gentle; strong,1
2,lit,orig,lion,lion,11,f2,1,fierce; strong,1
2,lit,orig,lion,lion,11,f2,4,gentle; weak,0
2,fig,orig,penguin,penguin,7,f2,4,serious; ugly,0.01
2,fig,orig,penguin,penguin,7,f2,2,funny; ugly,0.03
2,fig,orig,penguin,penguin,7,f2,3,serious; cute,0.78
2,fig,orig,penguin,penguin,7,f2,1,funny; cute,0.94
2,lit,orig,elephant,elephant,4,gen,2,big; soft,0.85
2,lit,orig,elephant,elephant,4,gen,4,small; soft,0.02
2,lit,orig,elephant,elephant,4,gen,1,big; hard,0.9
2,lit,orig,elephant,elephant,4,gen,3,small; hard,0.02
2,fig,orig,giraffe,giraffe,8,f1,2,tall; short,0.04
2,fig,orig,giraffe,giraffe,8,f1,4,petite; short,0.02
2,fig,orig,giraffe,giraffe,8,f1,3,petite; long,0.03
2,fig,orig,giraffe,giraffe,8,f1,1,tall; long,0.99
2,lit,orig,whale,whale,2,f1,1,big; majestic,0.82
2,lit,orig,whale,whale,2,f1,3,small; majestic,0.01
2,lit,orig,whale,whale,2,f1,4,small; shabby,0.01
2,lit,orig,whale,whale,2,f1,2,big; shabby,0.56
3,fig,alt,jaguar,cheetah,9,f1,1,fast; agile,0.76
3,fig,alt,jaguar,cheetah,9,f1,2,fast; clumsy,0.52
3,fig,alt,jaguar,cheetah,9,f1,4,slow; clumsy,0.43
3,fig,alt,jaguar,cheetah,9,f1,3,slow; agile,0.55
3,lit,orig,ant,ant,1,gen,3,big; industrious,0.26
3,lit,orig,ant,ant,1,gen,4,big; lazy,0.37
3,lit,orig,ant,ant,1,gen,2,small; lazy,0.32
3,lit,orig,ant,ant,1,gen,1,small; industrious,0.23
3,fig,orig,giraffe,giraffe,8,f1,3,petite; long,0.78
3,fig,orig,giraffe,giraffe,8,f1,1,tall; long,0.38
3,fig,orig,giraffe,giraffe,8,f1,2,tall; short,0.65
3,fig,orig,giraffe,giraffe,8,f1,4,petite; short,0.61
3,lit,alt,monkey,penguin,7,f1,1,funny; cute,0.56
3,lit,alt,monkey,penguin,7,f1,4,serious; ugly,0.65
3,lit,alt,monkey,penguin,7,f1,2,funny; ugly,0.23
3,lit,alt,monkey,penguin,7,f1,3,serious; cute,0.58
3,fig,orig,penguin,penguin,7,f1,2,funny; ugly,0.43
3,fig,orig,penguin,penguin,7,f1,1,funny; cute,0.73
3,fig,orig,penguin,penguin,7,f1,4,serious; ugly,0.72
3,fig,orig,penguin,penguin,7,f1,3,serious; cute,0.48
3,lit,orig,panda,panda,5,f1,2,cute; small,0.39
3,lit,orig,panda,panda,5,f1,1,cute; big,0.43
3,lit,orig,panda,panda,5,f1,3,ugly; big,0.68
3,lit,orig,panda,panda,5,f1,4,ugly; small,0.63
3,lit,alt,horse,lion,11,f2,4,gentle; weak,0.83
3,lit,alt,horse,lion,11,f2,2,fierce; weak,0.35
3,lit,alt,horse,lion,11,f2,3,gentle; strong,0.45
3,lit,alt,horse,lion,11,f2,1,fierce; strong,0.64
3,lit,orig,turtle,turtle,10,f2,4,fast; weak,0.88
3,lit,orig,turtle,turtle,10,f2,2,slow; weak,0.25
3,lit,orig,turtle,turtle,10,f2,1,slow; strong,0.66
3,lit,orig,turtle,turtle,10,f2,3,fast; strong,0.55
3,fig,orig,cheetah,cheetah,9,gen,3,slow; agile,0.37
3,fig,orig,cheetah,cheetah,9,gen,1,fast; agile,0.72
3,fig,orig,cheetah,cheetah,9,gen,2,fast; clumsy,0.34
3,fig,orig,cheetah,cheetah,9,gen,4,slow; clumsy,0.5
3,fig,alt,horse,giraffe,8,f1,3,petite; long,0.63
3,fig,alt,horse,giraffe,8,f1,1,tall; long,0.65
3,fig,alt,horse,giraffe,8,f1,2,tall; short,0.31
3,fig,alt,horse,giraffe,8,f1,4,petite; short,0.71
3,fig,alt,hippo,whale,2,f2,1,big; majestic,0.2
3,fig,alt,hippo,whale,2,f2,2,big; shabby,0.64
3,fig,alt,hippo,whale,2,f2,3,small; majestic,0.31
3,fig,alt,hippo,whale,2,f2,4,small; shabby,0.4
3,lit,alt,jaguar,bird,3,f2,2,fast; big,0.67
3,lit,alt,jaguar,bird,3,f2,4,slow; big,0.61
3,lit,alt,jaguar,bird,3,f2,3,slow; small,0.7
3,lit,alt,jaguar,bird,3,f2,1,fast; small,0.8
3,lit,orig,monkey,monkey,6,gen,4,serious; stupid,0.35
3,lit,orig,monkey,monkey,6,gen,2,funny; stupid,0.56
3,lit,orig,monkey,monkey,6,gen,1,funny; smart,0.27
3,lit,orig,monkey,monkey,6,gen,3,serious; smart,0.45
3,fig,alt,monkey,monkey,6,gen,4,serious; stupid,0.19
3,fig,alt,monkey,monkey,6,gen,1,funny; smart,0.52
3,fig,alt,monkey,monkey,6,gen,3,serious; smart,0.61
3,fig,alt,monkey,monkey,6,gen,2,funny; stupid,0.26
3,fig,orig,whale,whale,2,f1,4,small; shabby,0.4
3,fig,orig,whale,whale,2,f1,1,big; majestic,0.73
3,fig,orig,whale,whale,2,f1,2,big; shabby,0.56
3,fig,orig,whale,whale,2,f1,3,small; majestic,0.53
3,lit,orig,elephant,elephant,4,f2,1,big; hard,0.4
3,lit,orig,elephant,elephant,4,f2,4,small; soft,0.69
3,lit,orig,elephant,elephant,4,f2,2,big; soft,0.64
3,lit,orig,elephant,elephant,4,f2,3,small; hard,0.3
3,fig,alt,turtle,turtle,10,gen,4,fast; weak,0.78
3,fig,alt,turtle,turtle,10,gen,2,slow; weak,0.28
3,fig,alt,turtle,turtle,10,gen,3,fast; strong,0.07
3,fig,alt,turtle,turtle,10,gen,1,slow; strong,0.63
3,fig,alt,monkey,ant,1,gen,4,big; lazy,0.78
3,fig,alt,monkey,ant,1,gen,1,small; industrious,0.3
3,fig,alt,monkey,ant,1,gen,2,small; lazy,0.53
3,fig,alt,monkey,ant,1,gen,3,big; industrious,0.58
3,lit,orig,bird,bird,3,f2,2,fast; big,0.81
3,lit,orig,bird,bird,3,f2,4,slow; big,0.26
3,lit,orig,bird,bird,3,f2,3,slow; small,0.58
3,lit,orig,bird,bird,3,f2,1,fast; small,0.58
3,lit,alt,turtle,elephant,4,f1,1,big; hard,0.39
3,lit,alt,turtle,elephant,4,f1,2,big; soft,0.56
3,lit,alt,turtle,elephant,4,f1,4,small; soft,0.81
3,lit,alt,turtle,elephant,4,f1,3,small; hard,0.54
3,lit,alt,dog,panda,5,gen,4,ugly; small,0.74
3,lit,alt,dog,panda,5,gen,1,cute; big,0.39
3,lit,alt,dog,panda,5,gen,3,ugly; big,0.64
3,lit,alt,dog,panda,5,gen,2,cute; small,0.61
3,lit,orig,lion,lion,11,gen,3,gentle; strong,0.87
3,lit,orig,lion,lion,11,gen,1,fierce; strong,0.61
3,lit,orig,lion,lion,11,gen,2,fierce; weak,0.22
3,lit,orig,lion,lion,11,gen,4,gentle; weak,0.42
3,fig,orig,rabbit,rabbit,12,f2,1,fast; cute,0.18
3,fig,orig,rabbit,rabbit,12,f2,2,fast; ugly,0.65
3,fig,orig,rabbit,rabbit,12,f2,3,slow; cute,0.46
3,fig,orig,rabbit,rabbit,12,f2,4,slow; ugly,0.27
3,fig,alt,jaguar,rabbit,12,f2,2,fast; ugly,0.24
3,fig,alt,jaguar,rabbit,12,f2,1,fast; cute,0.69
3,fig,alt,jaguar,rabbit,12,f2,3,slow; cute,0.39
3,fig,alt,jaguar,rabbit,12,f2,4,slow; ugly,0.54
4,fig,alt,monkey,ant,1,f2,4,big; lazy,0.18
4,fig,alt,monkey,ant,1,f2,2,small; lazy,0.63
4,fig,alt,monkey,ant,1,f2,1,small; industrious,0.06
4,fig,alt,monkey,ant,1,f2,3,big; industrious,0.07
4,lit,alt,turtle,elephant,4,gen,1,big; hard,0.7
4,lit,alt,turtle,elephant,4,gen,4,small; soft,0.06
4,lit,alt,turtle,elephant,4,gen,3,small; hard,0.13
4,lit,alt,turtle,elephant,4,gen,2,big; soft,0.58
4,fig,orig,elephant,elephant,4,f2,2,big; soft,0.5
4,fig,orig,elephant,elephant,4,f2,3,small; hard,0.03
4,fig,orig,elephant,elephant,4,f2,4,small; soft,0.03
4,fig,orig,elephant,elephant,4,f2,1,big; hard,0.21
4,fig,orig,rabbit,rabbit,12,gen,2,fast; ugly,0.03
4,fig,orig,rabbit,rabbit,12,gen,1,fast; cute,0.89
4,fig,orig,rabbit,rabbit,12,gen,3,slow; cute,0.04
4,fig,orig,rabbit,rabbit,12,gen,4,slow; ugly,0.04
4,fig,alt,monkey,penguin,7,f2,3,serious; cute,0.03
4,fig,alt,monkey,penguin,7,f2,4,serious; ugly,0.04
4,fig,alt,monkey,penguin,7,f2,2,funny; ugly,0.5
4,fig,alt,monkey,penguin,7,f2,1,funny; cute,0.52
4,lit,alt,jaguar,bird,3,gen,2,fast; big,0.2
4,lit,alt,jaguar,bird,3,gen,4,slow; big,0.02
4,lit,alt,jaguar,bird,3,gen,3,slow; small,0.02
4,lit,alt,jaguar,bird,3,gen,1,fast; small,0.64
4,lit,orig,panda,panda,5,f1,3,ugly; big,0.01
4,lit,orig,panda,panda,5,f1,2,cute; small,0.61
4,lit,orig,panda,panda,5,f1,4,ugly; small,0.04
4,lit,orig,panda,panda,5,f1,1,cute; big,0.41
4,lit,alt,jaguar,rabbit,12,f2,2,fast; ugly,0.03
4,lit,alt,jaguar,rabbit,12,f2,4,slow; ugly,0.02
4,lit,alt,jaguar,rabbit,12,f2,3,slow; cute,0.47
4,lit,alt,jaguar,rabbit,12,f2,1,fast; cute,0.46
4,lit,alt,turtle,turtle,10,f1,4,fast; weak,0.02
4,lit,alt,turtle,turtle,10,f1,1,slow; strong,0.52
4,lit,alt,turtle,turtle,10,f1,3,fast; strong,0.03
4,lit,alt,turtle,turtle,10,f1,2,slow; weak,0.51
4,fig,alt,monkey,monkey,6,gen,3,serious; smart,0.03
4,fig,alt,monkey,monkey,6,gen,2,funny; stupid,0.53
4,fig,alt,monkey,monkey,6,gen,1,funny; smart,0.12
4,fig,alt,monkey,monkey,6,gen,4,serious; stupid,0.16
4,fig,alt,hippo,whale,2,f1,2,big; shabby,0.49
4,fig,alt,hippo,whale,2,f1,1,big; majestic,0.14
