HitId	HitTitle	Annotation	AssignmentId	workerid	Status	AcceptTime	SubmitTime	Answer.features	Answer.altAnimals	Answer.orders	Answer.gender	Answer.age	Answer.income	Answer.language	Answer.comments
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3X08E93BHVJRJY5QNSXT5TNXM7466N	A3A6AK4E156TVE	Approved	Sun Apr 20 23:10:47 PDT 2014	Sun Apr 20 23:17:09 PDT 2014	"[""large"",""wild"",""huge"",""funny"",""small"",""dangerous"",""smelly"",""fluffy"",""scary"",""hungry"",""happy"",""slow"",""blind"",""independent"",""pretty"",""bouncy"",""fierce"",""loud"",""loyal"",""soft"",""dirty"",""smart"",""busy"",""fast"",""fat"",""wooly"",""nocturnal"",""furry""]"	"[""elephant"",""lion"",""whale"",""monkey"",""mouse"",""leopard"",""baboon"",""rabbit"",""snake"",""hippopotamus"",""lark"",""slow loris"",""bat"",""tiger"",""zebra"",""antelope"",""wolverine"",""hyena"",""dog"",""rabbit"",""crocodile"",""cat"",""bee"",""cheetah"",""orangutang"",""sheep"",""owl"",""rabbit""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""F"""	"""55"""	"""4"""	"""English"""	"""Fun!"""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3OLQQLKKNSQ7K8DCDTAGQLKFPBCEJM	AVV4KDLSDAS9E	Approved	Sun Apr 20 23:13:32 PDT 2014	Sun Apr 20 23:17:51 PDT 2014	"[""dirty"",""quacking"",""pretty"",""scary"",""beautiful"",""cute"",""dumb"",""playful"",""furry"",""busy"",""independent"",""hungry"",""heavy"",""nocturnal"",""exotic"",""wooly"",""fierce"",""large"",""fluffy"",""wet"",""friendly"",""slimy"",""happy"",""majestic"",""lazy"",""slow"",""cold"",""big""]"	"[""pig"",""duck"",""bird"",""spider"",""bird"",""puppy"",""ox"",""dog"",""rabbit"",""bee"",""cat"",""dog"",""elephant"",""bat"",""peacock"",""mammoth"",""lion"",""whale"",""lamb"",""fish"",""dog"",""eel"",""dog"",""lion"",""dog"",""snail"",""fish"",""whale""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""55"""	"""4"""	"""english"""	""""""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3L2IS5HSFAJKSU1JIRHDNANZKJAUNM	A29596IRI5QGNS	Approved	Sun Apr 20 23:15:46 PDT 2014	Sun Apr 20 23:18:31 PDT 2014	"[""fierce"",""exotic"",""wet"",""huge"",""dangerous"",""quiet"",""graceful"",""jumpy"",""scary"",""funny"",""smelly"",""independent"",""hungry"",""quacking"",""slimy"",""slow"",""nocturnal"",""large"",""bouncy"",""mean"",""heavy"",""striped"",""soft"",""big"",""playful"",""furry"",""happy"",""cold""]"	"[""tiger"",""leopard"",""dolphin"",""elephant"",""bear"",""moose"",""llama"",""kangaroo"",""hyena"",""deer"",""squid"",""cat"",""lion"",""duck"",""eel"",""panda"",""owl"",""elephant"",""kangaroo"",""rhino"",""elephant"",""zebra"",""whale"",""rhinocorous"",""dog"",""cat"",""leemer"",""polar bear""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""25"""	"""6"""	"""english"""	"""very cool"""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3F1567XTNW67BZQ808E3V8VQC9O9QY	A3RL5GS7D158HX	Approved	Sun Apr 20 23:14:31 PDT 2014	Sun Apr 20 23:19:04 PDT 2014	"[""dumb"",""bouncy"",""friendly"",""strong"",""playful"",""lazy"",""graceful"",""beautiful"",""wild"",""dangerous"",""striped"",""fat"",""sly"",""annoying"",""furry"",""wise"",""smelly"",""fast"",""wooly"",""smart"",""wet"",""blind"",""quacking"",""big"",""funny"",""happy"",""soft"",""scaly""]"	"[""dog"",""kangaroo"",""ferret"",""gorilla"",""otter"",""mule"",""cheetah"",""lion"",""hyena"",""rhino"",""zebra"",""hippo"",""fox"",""chimpanzee"",""bear"",""elephant"",""pig"",""greyhound"",""mammoth"",""orangutan"",""beaver"",""bat"",""duck"",""buffalo"",""squirrel"",""chipmunk"",""cat"",""snake""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""45"""	"""4"""	"""english"""	""""""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3F6KKYWMNB2YBSQXWWRODAJBYJGND6	A16HSMUJ7C7QA7	Approved	Sun Apr 20 23:16:26 PDT 2014	Sun Apr 20 23:20:21 PDT 2014	"[""smart"",""happy"",""independent"",""slow"",""scaly"",""nocturnal"",""exotic"",""fat"",""beautiful"",""wise"",""cold"",""quacking"",""dumb"",""smelly"",""heavy"",""scary"",""wooly"",""ferocious"",""fast"",""dangerous"",""soft"",""quiet"",""wild"",""large"",""loud"",""graceful"",""noisy"",""lazy""]"	"[""fox"",""seal"",""cat"",""turtle"",""fish"",""owl"",""snake"",""pig"",""horse"",""dolphin"",""bat"",""duck"",""chicken"",""skunk"",""elephant"",""tiger"",""lamb"",""lion"",""cheetah"",""bear"",""rabbit"",""mouse"",""boar"",""whale"",""rooster"",""swan"",""bird"",""dog""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""F"""	"""65"""	"""4"""	"""English"""	"""no comments, thank you"""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3Y5140Z9DXHFMOIW4P5R8W4JQ3OIPY	A3097HLQB9BMWS	Approved	Sun Apr 20 23:10:41 PDT 2014	Sun Apr 20 23:20:37 PDT 2014	"[""scary"",""hungry"",""majestic"",""jumpy"",""wooly"",""quacking"",""playful"",""large"",""strong"",""wet"",""dirty"",""heavy"",""slow"",""big"",""funny"",""smelly"",""happy"",""huge"",""cute"",""small"",""independent"",""pretty"",""wise"",""smart"",""dumb"",""sly"",""beautiful"",""fat""]"	"[""lion"",""hippo"",""panther"",""kangaroo"",""mammoth"",""duck"",""kitty"",""elephant"",""bear"",""dolphin"",""pig"",""gorilla"",""sloth"",""elephant"",""monkey"",""baboon"",""dog"",""giraffe"",""koala"",""salamander"",""cheetah"",""flamingo"",""owl"",""tiger"",""rhino"",""fox"",""gazelle"",""aligator""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3IAEQB9FMELOYMZBOXIB9TW2RVJWD5	A2ALDZVPEAQW62	Approved	Sun Apr 20 23:12:50 PDT 2014	Sun Apr 20 23:21:39 PDT 2014	"[""dangerous"",""noisy"",""independent"",""wise"",""striped"",""exotic"",""wet"",""big"",""pretty"",""cute"",""dirty"",""smelly"",""loud"",""busy"",""large"",""heavy"",""blind"",""dumb"",""mean"",""nocturnal"",""funny"",""slow"",""small"",""furry"",""fast"",""annoying"",""smart"",""quacking""]"	"[""tiger"",""monkey"",""cat"",""owl"",""zebra"",""tapir"",""seal"",""elephant"",""peacock"",""panda"",""pig"",""skunk"",""lion"",""beaver"",""camel"",""bear"",""opossum"",""worm"",""moose"",""bat"",""hamster"",""sloth"",""mouse"",""dog"",""cheetah"",""woodpecker"",""dolphin"",""duck""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""65"""	"""4"""	"""English"""	""""""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3GFK2QRXX9ITU9KI9R0SBH8AEEMW5Y	ARG392N6HWZCJ	Approved	Sun Apr 20 23:19:07 PDT 2014	Sun Apr 20 23:23:04 PDT 2014	"[""funny"",""cute"",""free"",""graceful"",""happy"",""smelly"",""huge"",""striped"",""big"",""heavy"",""dumb"",""loud"",""mean"",""pretty"",""fluffy"",""playful"",""independent"",""bouncy"",""wooly"",""exotic"",""jumpy"",""strong"",""large"",""slimy"",""nocturnal"",""hungry"",""dangerous"",""friendly""]"	"[""rabbit"",""rabbit"",""bird"",""swan"",""duck"",""baboon"",""elephant"",""zebra"",""giraffe"",""hippopatamous"",""chicken"",""geese"",""hyena"",""deer"",""puppy"",""dog"",""cat"",""rabbit"",""sheep"",""leopard"",""frog"",""cougar"",""tiger"",""slug"",""bat"",""pig"",""shark"",""giraffe""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""25"""	"""4"""	"""English"""	"""Thank you!"""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3LYA37P8IQO4OP7ALN82QSE713ZBKI	AWDV0WSLSO9EX	Approved	Sun Apr 20 23:11:39 PDT 2014	Sun Apr 20 23:23:18 PDT 2014	"[""smart"",""striped"",""slimy"",""lazy"",""fast"",""fierce"",""soft"",""sly"",""noisy"",""slow"",""fat"",""exotic"",""big"",""hungry"",""beautiful"",""wooly"",""scaly"",""heavy"",""small"",""cute"",""loud"",""graceful"",""dumb"",""blind"",""dangerous"",""large"",""annoying"",""cold""]"	"[""owl"",""zebra"",""snake"",""cat"",""horse"",""tiger"",""kitten"",""fox"",""parrot"",""mule"",""pig"",""bird"",""elephant"",""alligator"",""dove"",""sheep"",""fish"",""hippo"",""mouse"",""deer"",""bear"",""eagle"",""fish"",""bat"",""bear"",""giraffe"",""ground hog"",""polar bear""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""F"""	"""65"""	"""0"""	"""english"""	""""""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3QIYRE09Y3I4JXALG37TC8I29MEN1H	AZ4AFEZS407LU	Approved	Sun Apr 20 23:22:38 PDT 2014	Sun Apr 20 23:26:44 PDT 2014	"[""hungry"",""independent"",""annoying"",""wooly"",""free"",""jumpy"",""pretty"",""dangerous"",""wild"",""large"",""loud"",""heavy"",""wet"",""busy"",""soft"",""friendly"",""noisy"",""fast"",""beautiful"",""quiet"",""blind"",""dumb"",""fat"",""smart"",""slow"",""loyal"",""smelly"",""scary""]"	"[""lion"",""cat"",""dog"",""mammoth"",""bird"",""rabbit"",""bird"",""lion"",""boar"",""elephant"",""cycada"",""hippo"",""fish"",""beaver"",""rabbit"",""dog"",""birds"",""cheetah"",""peacock"",""mouse"",""bat"",""ape"",""cat"",""ass"",""turtle"",""dog"",""fish"",""tiger""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""55"""	"""4"""	"""English"""	"""none. thanks!"""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3X66WABAJWJUJ87EG38HAHO26U5G3T	A122MZOQT9A8XL	Approved	Sun Apr 20 23:19:56 PDT 2014	Sun Apr 20 23:28:14 PDT 2014	"[""friendly"",""large"",""quiet"",""noisy"",""slow"",""huge"",""sly"",""wooly"",""bouncy"",""fast"",""hungry"",""blind"",""fluffy"",""strong"",""big"",""independent"",""cold"",""mean"",""wet"",""lazy"",""annoying"",""pretty"",""jumpy"",""dirty"",""graceful"",""ferocious"",""slimy"",""funny""]"	"[""dog"",""elephant"",""snake"",""birds"",""turtle"",""hippo"",""fox"",""lamb"",""kangaroo"",""jaguar"",""lion"",""bat"",""kitten"",""ox"",""bear"",""eagle"",""polar bear"",""bagger"",""seal"",""slug"",""skunk"",""peacock"",""frog"",""rat"",""steed"",""tiger"",""eel"",""hyena""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""55"""	"""4"""	"""English"""	"""Interesting  and fun survey"""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	336KAV9KYQT5KHWV69GIY7QE5CW2Y3	A3DA81ZFKYYGFC	Approved	Sun Apr 20 23:24:36 PDT 2014	Sun Apr 20 23:28:41 PDT 2014	"[""friendly"",""bouncy"",""slimy"",""furry"",""quiet"",""fierce"",""independent"",""wild"",""big"",""busy"",""fast"",""slow"",""majestic"",""cold"",""ferocious"",""quacking"",""playful"",""graceful"",""soft"",""cute"",""huge"",""exotic"",""wooly"",""hungry"",""scaly"",""fat"",""scary"",""funny""]"	"[""dog"",""kangaroo"",""frog"",""squirrel"",""dormouse"",""lion"",""fox"",""lion"",""lion"",""squirrel"",""cheetah"",""sloth"",""lion"",""polar bear"",""tiger"",""duck"",""puppy"",""swan"",""kitten"",""dog"",""elephant"",""leopard"",""sheep"",""bear"",""snake"",""bear"",""alligator"",""dog""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""F"""	"""45"""	"""0"""	"""english"""	""""""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3SPJ03342145QDU3DUMAXOCV7NIYJM	A2SLNPPFJ66RVD	Approved	Sun Apr 20 23:25:32 PDT 2014	Sun Apr 20 23:34:40 PDT 2014	"[""big"",""fluffy"",""mean"",""annoying"",""blind"",""majestic"",""furry"",""quiet"",""scaly"",""wild"",""independent"",""wooly"",""slimy"",""sly"",""loud"",""lazy"",""smelly"",""cold"",""noisy"",""loyal"",""exotic"",""striped"",""small"",""smart"",""dangerous"",""soft"",""slow"",""heavy""]"	"[""Elephant"",""Cat"",""Hyena"",""Rooster"",""Bat"",""Dolphin"",""Dog"",""Fish"",""Fish"",""Pig"",""Horse"",""Lamb"",""Worm"",""Snake"",""Dog"",""Cat"",""Skunk"",""Penguin"",""Chicken"",""Dog"",""Bird"",""Zebra"",""Snail"",""Chimpanzee"",""Bear"",""Cat"",""Sloth"",""Hippo""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""35"""	"""8"""	"""English"""	""""""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	3HMIGG0U4L7G6WYKMQPJ8Y3HRCP8YD	A7D1FSJZSM3MJ	Approved	Sun Apr 20 23:25:13 PDT 2014	Sun Apr 20 23:35:07 PDT 2014	"[""striped"",""hungry"",""exotic"",""jumpy"",""ferocious"",""beautiful"",""wet"",""lazy"",""loud"",""dumb"",""cute"",""dirty"",""strong"",""majestic"",""big"",""huge"",""noisy"",""playful"",""pretty"",""smelly"",""scaly"",""happy"",""quiet"",""fast"",""free"",""funny"",""smart"",""cold""]"	"[""zebra"",""hippo"",""cheeta"",""kangaroo"",""lion"",""cat"",""dog"",""pig"",""dog"",""dog"",""rabbit"",""hog"",""ox"",""lion"",""elephant"",""giraffe"",""chimpanzee"",""ferret"",""squirrel"",""skunk"",""elephant"",""dog"",""opossum"",""deer"",""horse"",""hyena"",""dolphin"",""bear""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""F"""	"""35"""	"""4"""	"""English"""	""""""
31S7M7DAGGRCHXLGF76NG22MJU9LT6	Fun HIT about animals	1 1	308XBLVESI5QBTK5B7HZR40LWVURBS	A2P6II0FEAHUZI	Approved	Sun Apr 20 23:34:12 PDT 2014	Sun Apr 20 23:38:00 PDT 2014	"[""cold"",""dangerous"",""pretty"",""soft"",""huge"",""beautiful"",""lazy"",""funny"",""blind"",""cute"",""graceful"",""furry"",""playful"",""quiet"",""fierce"",""mean"",""heavy"",""loyal"",""free"",""nocturnal"",""striped"",""smart"",""small"",""slimy"",""fat"",""fast"",""majestic"",""big""]"	"[""pengiun"",""tiger"",""peacock"",""bear"",""elephant"",""lion"",""sloth"",""monkey"",""bird"",""wolf"",""dolphin"",""dog"",""gorilla"",""mouse"",""panther"",""cat"",""whale"",""eagle"",""falcon"",""owl"",""zebra"",""parrot"",""rat"",""hippo"",""rhino"",""cheetah"",""giraffe"",""whake""]"	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
