"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.categoryIDs"	"Answer.origAnimals"	"Answer.featureNums"	"Answer.features"	"Answer.altAnimals"	"Answer.orders"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2V12HECWA6X3S12HB53PBKXV98RLK1"	"A2E3TO92MCQ9XU"	"Submitted"	"Thu Mar 06 02:48:13 PST 2014"	"Wed Mar 05 10:04:04 PST 2014"	"Wed Mar 05 10:08:13 PST 2014"	""	""	""	""	""	"[29,1,21,1,21,29,21,1,29]"	"[""whale"",""ant"",""monkey"",""ant"",""monkey"",""whale"",""monkey"",""ant"",""whale""]"	"[3,3,2,1,1,2,3,2,1]"	"[""majestic"",""busy"",""smart"",""small"",""funny"",""graceful"",""playful"",""strong"",""large""]"	"[""brontosaurus"",""zebra"",""cat"",""mouse"",""platypus"",""cat"",""velociraptor"",""elephant"",""blue whale""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""6"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"250ER9Y8TNKIGCIR1P6HY2OSGFLU7Z"	"A1IW4F5LP5152V"	"Submitted"	"Thu Mar 06 02:48:35 PST 2014"	"Wed Mar 05 10:07:10 PST 2014"	"Wed Mar 05 10:08:35 PST 2014"	""	""	""	""	""	"[1,21,21,29,29,1,29,21,1]"	"[""ant"",""monkey"",""monkey"",""whale"",""whale"",""ant"",""whale"",""monkey"",""ant""]"	"[2,1,2,1,3,3,2,3,1]"	"[""strong"",""funny"",""smart"",""large"",""majestic"",""busy"",""graceful"",""playful"",""small""]"	"[""bear"",""puppy"",""coyote"",""elephant"",""lion"",""bee"",""lion"",""dog"",""rabbit""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""english"""	"""none"""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2MOYB49F9SSSBAR6FTESZ5HBVYORVK"	"A3GQZQ1GYUG3PC"	"Submitted"	"Thu Mar 06 02:48:43 PST 2014"	"Wed Mar 05 10:07:27 PST 2014"	"Wed Mar 05 10:08:43 PST 2014"	""	""	""	""	""	"[1,29,21,29,21,1,1,21,29]"	"[""ant"",""whale"",""monkey"",""whale"",""monkey"",""ant"",""ant"",""monkey"",""whale""]"	"[3,2,2,3,3,2,1,1,1]"	"[""busy"",""graceful"",""smart"",""majestic"",""playful"",""strong"",""small"",""funny"",""large""]"	"[""bear"",""eagle"",""dog"",""horse"",""cat"",""lion"",""mouse"",""monkey"",""elephant""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2TMNU8LZ6R70AIHE4IZJ9VEDCIY5L2"	"A9HFZID537EXA"	"Submitted"	"Thu Mar 06 02:48:54 PST 2014"	"Wed Mar 05 10:07:57 PST 2014"	"Wed Mar 05 10:08:54 PST 2014"	""	""	""	""	""	"[21,29,29,1,1,1,29,21,21]"	"[""monkey"",""whale"",""whale"",""ant"",""ant"",""ant"",""whale"",""monkey"",""monkey""]"	"[3,1,3,3,1,2,2,1,2]"	"[""playful"",""large"",""majestic"",""busy"",""small"",""strong"",""graceful"",""funny"",""smart""]"	"[""dog"",""elephant"",""lion"",""bee"",""ant"",""bear"",""eagle"",""cat"",""dolphin""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"22LLB3L0FBJ9C11OAOIE1E5X5H7XL3"	"A6WIMDZ0F4NF5"	"Submitted"	"Thu Mar 06 02:49:02 PST 2014"	"Wed Mar 05 10:07:59 PST 2014"	"Wed Mar 05 10:09:02 PST 2014"	""	""	""	""	""	"[21,29,21,1,1,29,1,21,29]"	"[""monkey"",""whale"",""monkey"",""ant"",""ant"",""whale"",""ant"",""monkey"",""whale""]"	"[2,3,1,2,3,1,1,3,2]"	"[""smart"",""majestic"",""funny"",""strong"",""busy"",""large"",""small"",""playful"",""graceful""]"	"[""cat"",""horse"",""dog"",""bear"",""beaver"",""ox"",""mouse"",""panda"",""swan""]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""25"""	"""4"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2CWE6AUBXHWSBK5Q5EMB5WDX1NB2YQ"	"A16TESTJICU76L"	"Submitted"	"Thu Mar 06 02:49:02 PST 2014"	"Wed Mar 05 10:08:09 PST 2014"	"Wed Mar 05 10:09:02 PST 2014"	""	""	""	""	""	"[29,21,21,1,29,29,21,1,1]"	"[""whale"",""monkey"",""monkey"",""ant"",""whale"",""whale"",""monkey"",""ant"",""ant""]"	"[2,3,2,2,1,3,1,3,1]"	"[""graceful"",""playful"",""smart"",""strong"",""large"",""majestic"",""funny"",""busy"",""small""]"	"[""Swan"",""Dog"",""Dolphin"",""Lion"",""Elephant"",""Tiger"",""Chimpanzee"",""Bee"",""Ant""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	"""None"""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2IBHSTLB3L0F5WZNKGAEPRE1UVXIUJ"	"A2ASJ41RBJA0E5"	"Submitted"	"Thu Mar 06 02:49:04 PST 2014"	"Wed Mar 05 10:08:07 PST 2014"	"Wed Mar 05 10:09:04 PST 2014"	""	""	""	""	""	"[29,21,21,29,29,1,21,1,1]"	"[""whale"",""monkey"",""monkey"",""whale"",""whale"",""ant"",""monkey"",""ant"",""ant""]"	"[3,3,2,2,1,1,1,2,3]"	"[""majestic"",""playful"",""smart"",""graceful"",""large"",""small"",""funny"",""strong"",""busy""]"	"[""eagle"",""cat"",""dolphin"",""lion"",""elephant"",""mouse"",""walrus"",""ox"",""ant""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""35"""	"""6"""	"""English"""	"""That was a lot of fun!"""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2TVNAB6BFMFFIBONP6KJLDGK825VIK"	"A22XK2FSFIAAFG"	"Submitted"	"Thu Mar 06 02:49:08 PST 2014"	"Wed Mar 05 10:08:09 PST 2014"	"Wed Mar 05 10:09:08 PST 2014"	""	""	""	""	""	"[21,29,29,1,1,1,21,29,21]"	"[""monkey"",""whale"",""whale"",""ant"",""ant"",""ant"",""monkey"",""whale"",""monkey""]"	"[3,2,1,1,3,2,1,3,2]"	"[""playful"",""graceful"",""large"",""small"",""busy"",""strong"",""funny"",""majestic"",""smart""]"	"[""cat"",""deer"",""elephant"",""mouse"",""bird"",""lion"",""monkey"",""rabbit"",""dog""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	"""No comments, thanks!"""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25CCJ011K274DKZPM1X1EN4CANLACX"	"A3NSX46VYD9J49"	"Submitted"	"Thu Mar 06 02:49:12 PST 2014"	"Wed Mar 05 10:07:29 PST 2014"	"Wed Mar 05 10:09:12 PST 2014"	""	""	""	""	""	"[21,29,1,1,29,29,21,21,1]"	"[""monkey"",""whale"",""ant"",""ant"",""whale"",""whale"",""monkey"",""monkey"",""ant""]"	"[2,1,1,3,2,3,1,3,2]"	"[""smart"",""large"",""small"",""busy"",""graceful"",""majestic"",""funny"",""playful"",""strong""]"	"[""cat"",""eleqhant"",""hamster"",""monkey"",""gazelle"",""lion"",""chimpanzee"",""dog"",""tiger""]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""45"""	"""8"""	"""english"""	"""Fun hit, thanks"""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2B0N46UXFCD4ZA2JPS4STTKO3TYUSM"	"A36NTNEXBNBIOD"	"Submitted"	"Thu Mar 06 02:49:14 PST 2014"	"Wed Mar 05 10:07:41 PST 2014"	"Wed Mar 05 10:09:14 PST 2014"	""	""	""	""	""	"[1,21,21,29,29,21,1,1,29]"	"[""ant"",""monkey"",""monkey"",""whale"",""whale"",""monkey"",""ant"",""ant"",""whale""]"	"[3,1,3,2,3,2,2,1,1]"	"[""busy"",""funny"",""playful"",""graceful"",""majestic"",""smart"",""strong"",""small"",""large""]"	"[""dog"",""cat"",""dog"",""swan"",""peacock"",""dolphin"",""polar bear"",""mouse"",""elephant""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""0"""	"""Vietnamese"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"26TINMHGYQ4JX00G2G6MLFO4E8ZL8K"	"A3G3LOU9P9P60N"	"Submitted"	"Thu Mar 06 02:49:15 PST 2014"	"Wed Mar 05 10:08:19 PST 2014"	"Wed Mar 05 10:09:15 PST 2014"	""	""	""	""	""	"[1,29,21,29,29,1,21,1,21]"	"[""ant"",""whale"",""monkey"",""whale"",""whale"",""ant"",""monkey"",""ant"",""monkey""]"	"[3,3,1,1,2,1,2,2,3]"	"[""busy"",""majestic"",""funny"",""large"",""graceful"",""small"",""smart"",""strong"",""playful""]"	"[""bee"",""lion"",""hyena"",""elephant"",""cheetah"",""ant"",""elephant"",""ox"",""dog""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"24DRGNTBJ3MM7AVKLCE68KHHPCIV91"	"A3BX7MIZ81VOD0"	"Submitted"	"Thu Mar 06 02:49:23 PST 2014"	"Wed Mar 05 10:08:00 PST 2014"	"Wed Mar 05 10:09:23 PST 2014"	""	""	""	""	""	"[1,29,1,29,21,29,21,21,1]"	"[""ant"",""whale"",""ant"",""whale"",""monkey"",""whale"",""monkey"",""monkey"",""ant""]"	"[2,2,1,3,3,1,1,2,3]"	"[""strong"",""graceful"",""small"",""majestic"",""playful"",""large"",""funny"",""smart"",""busy""]"	"[""lion"",""gazelle"",""snail"",""monkey"",""panda"",""giraffe"",""orangutang"",""owl"",""bee""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	"""N/A. Thanks!"""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2NXNQYN5F3Q0DTVYUREC2YBAP5E9DG"	"A2GNS8YQ7S233F"	"Submitted"	"Thu Mar 06 02:49:29 PST 2014"	"Wed Mar 05 10:07:35 PST 2014"	"Wed Mar 05 10:09:29 PST 2014"	""	""	""	""	""	"[1,1,21,29,1,21,29,29,21]"	"[""ant"",""ant"",""monkey"",""whale"",""ant"",""monkey"",""whale"",""whale"",""monkey""]"	"[3,1,3,2,2,1,3,1,2]"	"[""busy"",""small"",""playful"",""graceful"",""strong"",""funny"",""majestic"",""large"",""smart""]"	"[""bee"",""snail"",""dolphin"",""butterfly"",""ox"",""beaver"",""whale"",""whale"",""dog""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""0"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2QGOGQSCM6IA4FIJEZLU60OW0AEHHM"	"A27LGC4MU1R7PQ"	"Submitted"	"Thu Mar 06 02:49:29 PST 2014"	"Wed Mar 05 10:05:39 PST 2014"	"Wed Mar 05 10:09:29 PST 2014"	""	""	""	""	""	"[29,21,21,29,21,1,1,1,29]"	"[""whale"",""monkey"",""monkey"",""whale"",""monkey"",""ant"",""ant"",""ant"",""whale""]"	"[1,1,2,3,3,2,3,1,2]"	"[""large"",""funny"",""smart"",""majestic"",""playful"",""strong"",""busy"",""small"",""graceful""]"	"[""elephant"",""giraffe"",""owl"",""eagle"",""kitten"",""bear"",""bee"",""mouse"",""gazelle""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""0"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2O5D2AC9KSSZPAN7M9WU0KQUE6T0IY"	"A27HVVLSZZ13XK"	"Submitted"	"Thu Mar 06 02:49:35 PST 2014"	"Wed Mar 05 10:07:56 PST 2014"	"Wed Mar 05 10:09:35 PST 2014"	""	""	""	""	""	"[1,21,29,29,29,21,1,21,1]"	"[""ant"",""monkey"",""whale"",""whale"",""whale"",""monkey"",""ant"",""monkey"",""ant""]"	"[3,3,2,3,1,1,2,2,1]"	"[""busy"",""playful"",""graceful"",""majestic"",""large"",""funny"",""strong"",""smart"",""small""]"	"[""beaver"",""otter"",""cat"",""lion"",""elephant"",""dog"",""ox"",""owl"",""mouse""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""45"""	"""4"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2N5P8PJWKUDD2ACGZVU950BCAJTJ8F"	"A1DH9XSPAHZHVB"	"Submitted"	"Thu Mar 06 02:49:37 PST 2014"	"Wed Mar 05 10:06:53 PST 2014"	"Wed Mar 05 10:09:37 PST 2014"	""	""	""	""	""	"[21,21,21,29,1,29,29,1,1]"	"[""monkey"",""monkey"",""monkey"",""whale"",""ant"",""whale"",""whale"",""ant"",""ant""]"	"[3,1,2,1,2,3,2,1,3]"	"[""playful"",""funny"",""smart"",""large"",""strong"",""majestic"",""graceful"",""small"",""busy""]"	"[""dog"",""squirrel"",""cat"",""elephant"",""lion"",""eagle"",""swan"",""mouse"",""ant""]"	"[1,2,3,4,5,6,7,8,9]"	"""F"""	"""45"""	"""4"""	"""English"""	"""Fun, easy, clear instructions, above average pay compared to similar hits. Thanks!"""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2DQOCCF0CP5KR2JNJN9X4G4V2XSUVR"	"A2QH6KC3S3KCMX"	"Submitted"	"Thu Mar 06 02:49:56 PST 2014"	"Wed Mar 05 10:07:55 PST 2014"	"Wed Mar 05 10:09:56 PST 2014"	""	""	""	""	""	"[1,21,21,29,1,29,1,29,21]"	"[""ant"",""monkey"",""monkey"",""whale"",""ant"",""whale"",""ant"",""whale"",""monkey""]"	"[2,3,2,1,1,2,3,3,1]"	"[""strong"",""playful"",""smart"",""large"",""small"",""graceful"",""busy"",""majestic"",""funny""]"	"[""elephant"",""cat"",""horse"",""rhino"",""hamster"",""giraffe"",""dog"",""lion"",""sloth""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"211Y8TNKIMZSGIAKDXTOS0PMB59AXZ"	"A1DX8T0U3UTD0R"	"Submitted"	"Thu Mar 06 02:50:46 PST 2014"	"Wed Mar 05 10:08:17 PST 2014"	"Wed Mar 05 10:10:46 PST 2014"	""	""	""	""	""	"[29,1,21,29,1,21,29,21,1]"	"[""whale"",""ant"",""monkey"",""whale"",""ant"",""monkey"",""whale"",""monkey"",""ant""]"	"[2,3,2,1,1,1,3,3,2]"	"[""graceful"",""busy"",""smart"",""large"",""small"",""funny"",""majestic"",""playful"",""strong""]"	"[""cat"",""hamster"",""monkey"",""whale"",""mouse"",""cat"",""dog"",""squirrel"",""bull""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""45"""	"""6"""	"""English"""	"""Interesting !"""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2O3DPGFL6VCPQCZWJINIUV1YNIS5KY"	"A1FDAQBV8RBA5K"	"Submitted"	"Thu Mar 06 04:05:46 PST 2014"	"Wed Mar 05 10:05:40 PST 2014"	"Wed Mar 05 11:25:46 PST 2014"	""	""	""	""	""	"[1,1,21,1,29,29,21,29,21]"	"[""ant"",""ant"",""monkey"",""ant"",""whale"",""whale"",""monkey"",""whale"",""monkey""]"	"[3,1,3,2,3,2,2,1,1]"	"[""busy"",""small"",""playful"",""strong"",""majestic"",""graceful"",""smart"",""large"",""funny""]"	"[""bee"",""snail"",""bird"",""ape"",""peacock"",""swan"",""otter"",""whale"",""monkey""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""0"""	"""English"""	""""""
"2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"25VGMMEGOOGQMPCBEF12YEIUUAKBB3"	"Fun HIT about animals"	"Write the first animal that comes to mind when you think about different characteristics. This should take less than 2 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.25"	"Wed Mar 05 09:59:44 PST 2014"	"30"	"0"	"0"	"0"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Thu Mar 06 02:39:44 PST 2014"	"http://requester.mturk.com/mturk/manageHIT?HITId=2HJ1K274J79KK9W64SV60XFFJ9YEGB"	"2EYUXFCD45XC86DIOSKKON3ZWF7XVK"	"A61GHYNS1DFT7"	"Submitted"	"Thu Mar 06 04:10:25 PST 2014"	"Wed Mar 05 10:04:06 PST 2014"	"Wed Mar 05 11:30:25 PST 2014"	""	""	""	""	""	"[29,29,1,1,21,21,29,21,1]"	"[""whale"",""whale"",""ant"",""ant"",""monkey"",""monkey"",""whale"",""monkey"",""ant""]"	"[1,3,2,3,1,2,2,3,1]"	"[""large"",""majestic"",""strong"",""busy"",""funny"",""smart"",""graceful"",""playful"",""small""]"	"[""elephant"",""lion"",""bear"",""bee"",""baboon"",""dolphin"",""giraffe"",""monkey"",""sugarglider""]"	"[1,2,3,4,5,6,7,8,9]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
