workerid,gender,language,income,age,order,feature,altAnimal
A2TDGWWPX6IMIZ,M,English,4,65,17,playful,penquin
A2TDGWWPX6IMIZ,M,English,4,65,18,wild,elk
A2TDGWWPX6IMIZ,M,English,4,65,19,smelly,moose
A2TDGWWPX6IMIZ,M,English,4,65,20,majestic,lion
A2TDGWWPX6IMIZ,M,English,4,65,21,huge,whale
A2TDGWWPX6IMIZ,M,English,4,65,22,small,mouse
A2TDGWWPX6IMIZ,M,English,4,65,23,soft,cat
A2TDGWWPX6IMIZ,M,English,4,65,24,exotic,flamingo
A2TDGWWPX6IMIZ,M,English,4,65,25,scaly,snake
A2TDGWWPX6IMIZ,M,English,4,65,26,beautiful,swan
A2TDGWWPX6IMIZ,M,English,4,65,27,pretty,parakeet
A2TDGWWPX6IMIZ,M,English,4,65,28,jumpy,monkey
A24B3SUCSASXTV,M,English,0,25,1,noisy,crow
A24B3SUCSASXTV,M,English,0,25,2,graceful,swan
A24B3SUCSASXTV,M,English,0,25,3,beautiful,peacock
A24B3SUCSASXTV,M,English,0,25,4,wooly,sheep
A24B3SUCSASXTV,M,English,0,25,5,bouncy,kangaroo
A24B3SUCSASXTV,M,English,0,25,6,slimy,slug
A24B3SUCSASXTV,M,English,0,25,7,slow,turtle
A24B3SUCSASXTV,M,English,0,25,8,wet,fish
A24B3SUCSASXTV,M,English,0,25,9,dirty,pig
A24B3SUCSASXTV,M,English,0,25,10,scary,bear
A24B3SUCSASXTV,M,English,0,25,11,busy,beaver
A24B3SUCSASXTV,M,English,0,25,12,nocturnal,owl
A24B3SUCSASXTV,M,English,0,25,13,hungry,hippo
A24B3SUCSASXTV,M,English,0,25,14,loyal,dog
A24B3SUCSASXTV,M,English,0,25,15,small,mouse
A24B3SUCSASXTV,M,English,0,25,16,free,bluebird
A24B3SUCSASXTV,M,English,0,25,17,ferocious,tiger
A24B3SUCSASXTV,M,English,0,25,18,dangerous,bear
A24B3SUCSASXTV,M,English,0,25,19,jumpy,rabbit
A24B3SUCSASXTV,M,English,0,25,20,playful,dog
A24B3SUCSASXTV,M,English,0,25,21,soft,cat
A24B3SUCSASXTV,M,English,0,25,22,fluffy,cat
A24B3SUCSASXTV,M,English,0,25,23,friendly,dog
A24B3SUCSASXTV,M,English,0,25,24,fast,cheetah
A24B3SUCSASXTV,M,English,0,25,25,exotic,giraffe
A24B3SUCSASXTV,M,English,0,25,26,happy,cat
A24B3SUCSASXTV,M,English,0,25,27,smart,dolphin
A24B3SUCSASXTV,M,English,0,25,28,blind,bat
AZ9A137H25EDX,F,english,4,35,1,soft,bunny
AZ9A137H25EDX,F,english,4,35,2,pretty,cat
AZ9A137H25EDX,F,english,4,35,3,ferocious,lion
AZ9A137H25EDX,F,english,4,35,4,scary,snake
AZ9A137H25EDX,F,english,4,35,5,blind,bat
AZ9A137H25EDX,F,english,4,35,6,independent,cat
AZ9A137H25EDX,F,english,4,35,7,slow,turtle
AZ9A137H25EDX,F,english,4,35,8,busy,ant
AZ9A137H25EDX,F,english,4,35,9,annoying,dog
AZ9A137H25EDX,F,english,4,35,10,free,bird
AZ9A137H25EDX,F,english,4,35,11,big,bear
AZ9A137H25EDX,F,english,4,35,12,nocturnal,bat
AZ9A137H25EDX,F,english,4,35,13,small,snail
AZ9A137H25EDX,F,english,4,35,14,scaly,lizard 
AZ9A137H25EDX,F,english,4,35,15,quiet,mouse
AZ9A137H25EDX,F,english,4,35,16,dumb,dog
AZ9A137H25EDX,F,english,4,35,17,large,elephant 
AZ9A137H25EDX,F,english,4,35,18,friendly,cat
AZ9A137H25EDX,F,english,4,35,19,loyal,dog
AZ9A137H25EDX,F,english,4,35,20,fierce,tiger
AZ9A137H25EDX,F,english,4,35,21,beautiful,cheetah 
AZ9A137H25EDX,F,english,4,35,22,strong,hippopotamus 
AZ9A137H25EDX,F,english,4,35,23,exotic,panda 
AZ9A137H25EDX,F,english,4,35,24,majestic,lion
AZ9A137H25EDX,F,english,4,35,25,dangerous,shark
AZ9A137H25EDX,F,english,4,35,26,playful,puppy
AZ9A137H25EDX,F,english,4,35,27,wise,owl
AZ9A137H25EDX,F,english,4,35,28,huge,rino
A3542PB4Z0NE80,M,english,4,35,1,jumpy,rabbit
A3542PB4Z0NE80,M,english,4,35,2,ferocious,lion
A3542PB4Z0NE80,M,english,4,35,3,graceful,swan
A3542PB4Z0NE80,M,english,4,35,4,lazy,sloth
A3542PB4Z0NE80,M,english,4,35,5,cute,cat
A3542PB4Z0NE80,M,english,4,35,6,cold,penguin
A3542PB4Z0NE80,M,english,4,35,7,loyal,dog
A3542PB4Z0NE80,M,english,4,35,8,quacking,duck
A3542PB4Z0NE80,M,english,4,35,9,fluffy,rabbit
A3542PB4Z0NE80,M,english,4,35,10,fierce,tiger
A3542PB4Z0NE80,M,english,4,35,11,exotic,bird
A3542PB4Z0NE80,M,english,4,35,12,dangerous,crocodile
A3542PB4Z0NE80,M,english,4,35,13,wet,seal
A3542PB4Z0NE80,M,english,4,35,14,dumb,ox
A3542PB4Z0NE80,M,english,4,35,15,strong,bull
A3542PB4Z0NE80,M,english,4,35,16,wooly,sheep
A3542PB4Z0NE80,M,english,4,35,17,mean,gorilla
A3542PB4Z0NE80,M,english,4,35,18,dirty,pig
A3542PB4Z0NE80,M,english,4,35,19,scaly,lizard
A3542PB4Z0NE80,M,english,4,35,20,majestic,horse
A3542PB4Z0NE80,M,english,4,35,21,wild,monkey
A3542PB4Z0NE80,M,english,4,35,22,scary,snake
A3542PB4Z0NE80,M,english,4,35,23,slimy,slug
A3542PB4Z0NE80,M,english,4,35,24,smelly,pig
A3542PB4Z0NE80,M,english,4,35,25,furry,rabbit
A3542PB4Z0NE80,M,english,4,35,26,blind,bat
A3542PB4Z0NE80,M,english,4,35,27,independent,crab
A3542PB4Z0NE80,M,english,4,35,28,bouncy,kangaroo
AE8SD57RYB4DY,F,English,8,35,1,hungry,wolf
AE8SD57RYB4DY,F,English,8,35,2,slimy,slug
AE8SD57RYB4DY,F,English,8,35,3,small,mouse
AE8SD57RYB4DY,F,English,8,35,4,nocturnal,owl
AE8SD57RYB4DY,F,English,8,35,5,furry,mouse
AE8SD57RYB4DY,F,English,8,35,6,mean,badger
AE8SD57RYB4DY,F,English,8,35,7,wet,squid
AE8SD57RYB4DY,F,English,8,35,8,majestic,eagle
AE8SD57RYB4DY,F,English,8,35,9,smart,fox
AE8SD57RYB4DY,F,English,8,35,10,playful,bunny
AE8SD57RYB4DY,F,English,8,35,11,exotic,lemur
AE8SD57RYB4DY,F,English,8,35,12,soft,bunny
AE8SD57RYB4DY,F,English,8,35,13,free,bird
AE8SD57RYB4DY,F,English,8,35,14,wild,tiger
AE8SD57RYB4DY,F,English,8,35,15,fluffy,chick
AE8SD57RYB4DY,F,English,8,35,16,noisy,woodpecker
AE8SD57RYB4DY,F,English,8,35,17,fast,cheetah
AE8SD57RYB4DY,F,English,8,35,18,happy,dolphin
AE8SD57RYB4DY,F,English,8,35,19,scaly,lizard
AE8SD57RYB4DY,F,English,8,35,20,quiet,mouse
AE8SD57RYB4DY,F,English,8,35,21,large,elephant
AE8SD57RYB4DY,F,English,8,35,22,loud,hyena
AE8SD57RYB4DY,F,English,8,35,23,jumpy,spider
AE8SD57RYB4DY,F,English,8,35,24,quacking,duck
AE8SD57RYB4DY,F,English,8,35,25,wise,owl
AE8SD57RYB4DY,F,English,8,35,26,fierce,tiger
AE8SD57RYB4DY,F,English,8,35,27,big,bear
AE8SD57RYB4DY,F,English,8,35,28,dumb,ox
A16M46MK3XDRCL,F,English,10,45,1,wise,owl
A16M46MK3XDRCL,F,English,10,45,2,nocturnal,owl
A16M46MK3XDRCL,F,English,10,45,3,beautiful,tiger
A16M46MK3XDRCL,F,English,10,45,4,furry,rat
A16M46MK3XDRCL,F,English,10,45,5,large,elephw
A16M46MK3XDRCL,F,English,10,45,6,small,snail
A16M46MK3XDRCL,F,English,10,45,7,funny,monkey
A16M46MK3XDRCL,F,English,10,45,8,quiet,fish
A16M46MK3XDRCL,F,English,10,45,9,smart,dolphin
A16M46MK3XDRCL,F,English,10,45,10,majestic,lion
A16M46MK3XDRCL,F,English,10,45,11,noisy,crow
A16M46MK3XDRCL,F,English,10,45,12,scary,hyena
A16M46MK3XDRCL,F,English,10,45,13,jumpy,rabbit
A16M46MK3XDRCL,F,English,10,45,14,playful,kitten
A16M46MK3XDRCL,F,English,10,45,15,ferocious,lion
A16M46MK3XDRCL,F,English,10,45,16,scaly,lizard
A16M46MK3XDRCL,F,English,10,45,17,dirty,rhino
A16M46MK3XDRCL,F,English,10,45,18,annoying,crackles
A16M46MK3XDRCL,F,English,10,45,19,fluffy,bunny
A16M46MK3XDRCL,F,English,10,45,20,heavy,elephant
A16M46MK3XDRCL,F,English,10,45,21,bouncy,rabbit
A16M46MK3XDRCL,F,English,10,45,22,striped,zebra
A16M46MK3XDRCL,F,English,10,45,23,cold,penguin
A16M46MK3XDRCL,F,English,10,45,24,loud,dog
A16M46MK3XDRCL,F,English,10,45,25,mean,wolf
A16M46MK3XDRCL,F,English,10,45,26,fat,pig
A16M46MK3XDRCL,F,English,10,45,27,happy,puppy
A16M46MK3XDRCL,F,English,10,45,28,quacking,duck
AZ4YYQ2ERPS65,F,English,4,35,1,big,elephant
AZ4YYQ2ERPS65,F,English,4,35,2,loyal,dog
AZ4YYQ2ERPS65,F,English,4,35,3,wooly,sheep
AZ4YYQ2ERPS65,F,English,4,35,4,blind,mole
AZ4YYQ2ERPS65,F,English,4,35,5,playful,dolphin
AZ4YYQ2ERPS65,F,English,4,35,6,cute,chicken
AZ4YYQ2ERPS65,F,English,4,35,7,pretty,horse
AZ4YYQ2ERPS65,F,English,4,35,8,wild,lion
AZ4YYQ2ERPS65,F,English,4,35,9,beautiful,whale
AZ4YYQ2ERPS65,F,English,4,35,10,mean,human
AZ4YYQ2ERPS65,F,English,4,35,11,soft,bunny
AZ4YYQ2ERPS65,F,English,4,35,12,small,mouse
AZ4YYQ2ERPS65,F,English,4,35,13,scary,rat
AZ4YYQ2ERPS65,F,English,4,35,14,fat,walrus
AZ4YYQ2ERPS65,F,English,4,35,15,lazy,cat
AZ4YYQ2ERPS65,F,English,4,35,16,ferocious,lion
AZ4YYQ2ERPS65,F,English,4,35,17,wise,owl
AZ4YYQ2ERPS65,F,English,4,35,18,heavy,rhino
AZ4YYQ2ERPS65,F,English,4,35,19,bouncy,hampster
AZ4YYQ2ERPS65,F,English,4,35,20,strong,gorilla
AZ4YYQ2ERPS65,F,English,4,35,21,huge,whale
AZ4YYQ2ERPS65,F,English,4,35,22,slow,donkey
AZ4YYQ2ERPS65,F,English,4,35,23,funny,dog
AZ4YYQ2ERPS65,F,English,4,35,24,striped,tiger
AZ4YYQ2ERPS65,F,English,4,35,25,dumb,zebra
AZ4YYQ2ERPS65,F,English,4,35,26,nocturnal,owl
AZ4YYQ2ERPS65,F,English,4,35,27,friendly,dog
AZ4YYQ2ERPS65,F,English,4,35,28,smelly,hippo
A2O4M3CJS7563O,M,English,4,17,1,dirty,dog
A2O4M3CJS7563O,M,English,4,17,2,loyal,dog
A2O4M3CJS7563O,M,English,4,17,3,small,cat
A2O4M3CJS7563O,M,English,4,17,4,wild,tiger
A2O4M3CJS7563O,M,English,4,17,5,free,bird
A2O4M3CJS7563O,M,English,4,17,6,graceful,dove
A2O4M3CJS7563O,M,English,4,17,7,scaly,lizard
A2O4M3CJS7563O,M,English,4,17,8,fast,cheetah
A2O4M3CJS7563O,M,English,4,17,9,fat,cat
A2O4M3CJS7563O,M,English,4,17,10,bouncy,bunny
A2O4M3CJS7563O,M,English,4,17,11,exotic,lion
A2O4M3CJS7563O,M,English,4,17,12,sly,fox
A2O4M3CJS7563O,M,English,4,17,13,lazy,dog
A2O4M3CJS7563O,M,English,4,17,14,mean,bull
A2O4M3CJS7563O,M,English,4,17,15,striped,cat
A2O4M3CJS7563O,M,English,4,17,16,heavy,hippo
A2O4M3CJS7563O,M,English,4,17,17,strong,rhino
A2O4M3CJS7563O,M,English,4,17,18,pretty,gazelle
A2O4M3CJS7563O,M,English,4,17,19,wooly,mammoth
A2O4M3CJS7563O,M,English,4,17,20,independent,eagle
A2O4M3CJS7563O,M,English,4,17,21,fluffy,bunny
A2O4M3CJS7563O,M,English,4,17,22,dumb,dog
A2O4M3CJS7563O,M,English,4,17,23,quacking,duck
A2O4M3CJS7563O,M,English,4,17,24,wet,dog
A2O4M3CJS7563O,M,English,4,17,25,nocturnal,owl
A2O4M3CJS7563O,M,English,4,17,26,hungry,hippo
A2O4M3CJS7563O,M,English,4,17,27,beautiful,crane
A2O4M3CJS7563O,M,English,4,17,28,smelly,cat
A3BR45GNCLC6ZT,F,English,4,17,1,big,elephant
A3BR45GNCLC6ZT,F,English,4,17,2,furry,cat
A3BR45GNCLC6ZT,F,English,4,17,3,fast,cheetah
A3BR45GNCLC6ZT,F,English,4,17,4,small,mouse
A3BR45GNCLC6ZT,F,English,4,17,5,dumb,sloth
A3BR45GNCLC6ZT,F,English,4,17,6,ferocious,lion
A3BR45GNCLC6ZT,F,English,4,17,7,bouncy,kangaroo
A3BR45GNCLC6ZT,F,English,4,17,8,scary,shark
A3BR45GNCLC6ZT,F,English,4,17,9,fierce,tiger
A3BR45GNCLC6ZT,F,English,4,17,10,slow,snail
A3BR45GNCLC6ZT,F,English,4,17,11,playful,dog
A3BR45GNCLC6ZT,F,English,4,17,12,loud,lion
A3BR45GNCLC6ZT,F,English,4,17,13,independent,cat
A3BR45GNCLC6ZT,F,English,4,17,14,graceful,dolphin
A3BR45GNCLC6ZT,F,English,4,17,15,hungry,hippo
A3BR45GNCLC6ZT,F,English,4,17,16,heavy,whale
A3BR45GNCLC6ZT,F,English,4,17,17,friendly,ferret
A3BR45GNCLC6ZT,F,English,4,17,18,huge,giraffe
A3BR45GNCLC6ZT,F,English,4,17,19,annoying,fly
A3BR45GNCLC6ZT,F,English,4,17,20,large,orca
A3BR45GNCLC6ZT,F,English,4,17,21,strong,ox
A3BR45GNCLC6ZT,F,English,4,17,22,beautiful,horse
A3BR45GNCLC6ZT,F,English,4,17,23,lazy,sloth
A3BR45GNCLC6ZT,F,English,4,17,24,pretty,gazelle
A3BR45GNCLC6ZT,F,English,4,17,25,exotic,parrot
A3BR45GNCLC6ZT,F,English,4,17,26,smart,rat
A3BR45GNCLC6ZT,F,English,4,17,27,wise,elephant
A3BR45GNCLC6ZT,F,English,4,17,28,busy,bee
A3A6AK4E156TVE,F,English,4,55,1,large,elephant
A3A6AK4E156TVE,F,English,4,55,2,wild,lion
A3A6AK4E156TVE,F,English,4,55,3,huge,whale
A3A6AK4E156TVE,F,English,4,55,4,funny,monkey
A3A6AK4E156TVE,F,English,4,55,5,small,mouse
A3A6AK4E156TVE,F,English,4,55,6,dangerous,leopard
A3A6AK4E156TVE,F,English,4,55,7,smelly,baboon
A3A6AK4E156TVE,F,English,4,55,8,fluffy,rabbit
A3A6AK4E156TVE,F,English,4,55,9,scary,snake
A3A6AK4E156TVE,F,English,4,55,10,hungry,hippopotamus
A3A6AK4E156TVE,F,English,4,55,11,happy,lark
A3A6AK4E156TVE,F,English,4,55,12,slow,slow loris
A3A6AK4E156TVE,F,English,4,55,13,blind,bat
A3A6AK4E156TVE,F,English,4,55,14,independent,tiger
A3A6AK4E156TVE,F,English,4,55,15,pretty,zebra
A3A6AK4E156TVE,F,English,4,55,16,bouncy,antelope
A3A6AK4E156TVE,F,English,4,55,17,fierce,wolverine
A3A6AK4E156TVE,F,English,4,55,18,loud,hyena
A3A6AK4E156TVE,F,English,4,55,19,loyal,dog
A3A6AK4E156TVE,F,English,4,55,20,soft,rabbit
A3A6AK4E156TVE,F,English,4,55,21,dirty,crocodile
A3A6AK4E156TVE,F,English,4,55,22,smart,cat
A3A6AK4E156TVE,F,English,4,55,23,busy,bee
A3A6AK4E156TVE,F,English,4,55,24,fast,cheetah
A3A6AK4E156TVE,F,English,4,55,25,fat,orangutang
A3A6AK4E156TVE,F,English,4,55,26,wooly,sheep
A3A6AK4E156TVE,F,English,4,55,27,nocturnal,owl
A3A6AK4E156TVE,F,English,4,55,28,furry,rabbit
AVV4KDLSDAS9E,M,english,4,55,1,dirty,pig
AVV4KDLSDAS9E,M,english,4,55,2,quacking,duck
AVV4KDLSDAS9E,M,english,4,55,3,pretty,bird
AVV4KDLSDAS9E,M,english,4,55,4,scary,spider
AVV4KDLSDAS9E,M,english,4,55,5,beautiful,bird
AVV4KDLSDAS9E,M,english,4,55,6,cute,puppy
AVV4KDLSDAS9E,M,english,4,55,7,dumb,ox
AVV4KDLSDAS9E,M,english,4,55,8,playful,dog
AVV4KDLSDAS9E,M,english,4,55,9,furry,rabbit
AVV4KDLSDAS9E,M,english,4,55,10,busy,bee
AVV4KDLSDAS9E,M,english,4,55,11,independent,cat
AVV4KDLSDAS9E,M,english,4,55,12,hungry,dog
AVV4KDLSDAS9E,M,english,4,55,13,heavy,elephant
AVV4KDLSDAS9E,M,english,4,55,14,nocturnal,bat
AVV4KDLSDAS9E,M,english,4,55,15,exotic,peacock
AVV4KDLSDAS9E,M,english,4,55,16,wooly,mammoth
AVV4KDLSDAS9E,M,english,4,55,17,fierce,lion
AVV4KDLSDAS9E,M,english,4,55,18,large,whale
AVV4KDLSDAS9E,M,english,4,55,19,fluffy,lamb
AVV4KDLSDAS9E,M,english,4,55,20,wet,fish
AVV4KDLSDAS9E,M,english,4,55,21,friendly,dog
AVV4KDLSDAS9E,M,english,4,55,22,slimy,eel
AVV4KDLSDAS9E,M,english,4,55,23,happy,dog
AVV4KDLSDAS9E,M,english,4,55,24,majestic,lion
AVV4KDLSDAS9E,M,english,4,55,25,lazy,dog
AVV4KDLSDAS9E,M,english,4,55,26,slow,snail
AVV4KDLSDAS9E,M,english,4,55,27,cold,fish
AVV4KDLSDAS9E,M,english,4,55,28,big,whale
A29596IRI5QGNS,M,english,6,25,1,fierce,tiger
A29596IRI5QGNS,M,english,6,25,2,exotic,leopard
A29596IRI5QGNS,M,english,6,25,3,wet,dolphin
A29596IRI5QGNS,M,english,6,25,4,huge,elephant
A29596IRI5QGNS,M,english,6,25,5,dangerous,bear
A29596IRI5QGNS,M,english,6,25,6,quiet,moose
A29596IRI5QGNS,M,english,6,25,7,graceful,llama
A29596IRI5QGNS,M,english,6,25,8,jumpy,kangaroo
A29596IRI5QGNS,M,english,6,25,9,scary,hyena
A29596IRI5QGNS,M,english,6,25,10,funny,deer
A29596IRI5QGNS,M,english,6,25,11,smelly,squid
A29596IRI5QGNS,M,english,6,25,12,independent,cat
A29596IRI5QGNS,M,english,6,25,13,hungry,lion
A29596IRI5QGNS,M,english,6,25,14,quacking,duck
A29596IRI5QGNS,M,english,6,25,15,slimy,eel
A29596IRI5QGNS,M,english,6,25,16,slow,panda
A29596IRI5QGNS,M,english,6,25,17,nocturnal,owl
A29596IRI5QGNS,M,english,6,25,18,large,elephant
A29596IRI5QGNS,M,english,6,25,19,bouncy,kangaroo
A29596IRI5QGNS,M,english,6,25,20,mean,rhino
A29596IRI5QGNS,M,english,6,25,21,heavy,elephant
A29596IRI5QGNS,M,english,6,25,22,striped,zebra
A29596IRI5QGNS,M,english,6,25,23,soft,whale
A29596IRI5QGNS,M,english,6,25,24,big,rhinocorous
A29596IRI5QGNS,M,english,6,25,25,playful,dog
A29596IRI5QGNS,M,english,6,25,26,furry,cat
A29596IRI5QGNS,M,english,6,25,27,happy,leemer
A29596IRI5QGNS,M,english,6,25,28,cold,polar bear
A3RL5GS7D158HX,M,english,4,45,1,dumb,dog
A3RL5GS7D158HX,M,english,4,45,2,bouncy,kangaroo
A3RL5GS7D158HX,M,english,4,45,3,friendly,ferret
A3RL5GS7D158HX,M,english,4,45,4,strong,gorilla
A3RL5GS7D158HX,M,english,4,45,5,playful,otter
A3RL5GS7D158HX,M,english,4,45,6,lazy,mule
A3RL5GS7D158HX,M,english,4,45,7,graceful,cheetah
A3RL5GS7D158HX,M,english,4,45,8,beautiful,lion
A3RL5GS7D158HX,M,english,4,45,9,wild,hyena
A3RL5GS7D158HX,M,english,4,45,10,dangerous,rhino
A3RL5GS7D158HX,M,english,4,45,11,striped,zebra
A3RL5GS7D158HX,M,english,4,45,12,fat,hippo
A3RL5GS7D158HX,M,english,4,45,13,sly,fox
A3RL5GS7D158HX,M,english,4,45,14,annoying,chimpanzee
A3RL5GS7D158HX,M,english,4,45,15,furry,bear
A3RL5GS7D158HX,M,english,4,45,16,wise,elephant
A3RL5GS7D158HX,M,english,4,45,17,smelly,pig
A3RL5GS7D158HX,M,english,4,45,18,fast,greyhound
A3RL5GS7D158HX,M,english,4,45,19,wooly,mammoth
A3RL5GS7D158HX,M,english,4,45,20,smart,orangutan
A3RL5GS7D158HX,M,english,4,45,21,wet,beaver
A3RL5GS7D158HX,M,english,4,45,22,blind,bat
A3RL5GS7D158HX,M,english,4,45,23,quacking,duck
A3RL5GS7D158HX,M,english,4,45,24,big,buffalo
A3RL5GS7D158HX,M,english,4,45,25,funny,squirrel
A3RL5GS7D158HX,M,english,4,45,26,happy,chipmunk
A3RL5GS7D158HX,M,english,4,45,27,soft,cat
A3RL5GS7D158HX,M,english,4,45,28,scaly,snake
A16HSMUJ7C7QA7,F,English,4,65,1,smart,fox
A16HSMUJ7C7QA7,F,English,4,65,2,happy,seal
A16HSMUJ7C7QA7,F,English,4,65,3,independent,cat
A16HSMUJ7C7QA7,F,English,4,65,4,slow,turtle
A16HSMUJ7C7QA7,F,English,4,65,5,scaly,fish
A16HSMUJ7C7QA7,F,English,4,65,6,nocturnal,owl
A16HSMUJ7C7QA7,F,English,4,65,7,exotic,snake
A16HSMUJ7C7QA7,F,English,4,65,8,fat,pig
A16HSMUJ7C7QA7,F,English,4,65,9,beautiful,horse
A16HSMUJ7C7QA7,F,English,4,65,10,wise,dolphin
A16HSMUJ7C7QA7,F,English,4,65,11,cold,bat
A16HSMUJ7C7QA7,F,English,4,65,12,quacking,duck
A16HSMUJ7C7QA7,F,English,4,65,13,dumb,chicken
A16HSMUJ7C7QA7,F,English,4,65,14,smelly,skunk
A16HSMUJ7C7QA7,F,English,4,65,15,heavy,elephant
A16HSMUJ7C7QA7,F,English,4,65,16,scary,tiger
A16HSMUJ7C7QA7,F,English,4,65,17,wooly,lamb
A16HSMUJ7C7QA7,F,English,4,65,18,ferocious,lion
A16HSMUJ7C7QA7,F,English,4,65,19,fast,cheetah
A16HSMUJ7C7QA7,F,English,4,65,20,dangerous,bear
A16HSMUJ7C7QA7,F,English,4,65,21,soft,rabbit
A16HSMUJ7C7QA7,F,English,4,65,22,quiet,mouse
A16HSMUJ7C7QA7,F,English,4,65,23,wild,boar
A16HSMUJ7C7QA7,F,English,4,65,24,large,whale
A16HSMUJ7C7QA7,F,English,4,65,25,loud,rooster
A16HSMUJ7C7QA7,F,English,4,65,26,graceful,swan
A16HSMUJ7C7QA7,F,English,4,65,27,noisy,bird
A16HSMUJ7C7QA7,F,English,4,65,28,lazy,dog
A3097HLQB9BMWS,M,English,4,35,1,scary,lion
A3097HLQB9BMWS,M,English,4,35,2,hungry,hippo
A3097HLQB9BMWS,M,English,4,35,3,majestic,panther
A3097HLQB9BMWS,M,English,4,35,4,jumpy,kangaroo
A3097HLQB9BMWS,M,English,4,35,5,wooly,mammoth
A3097HLQB9BMWS,M,English,4,35,6,quacking,duck
A3097HLQB9BMWS,M,English,4,35,7,playful,kitty
A3097HLQB9BMWS,M,English,4,35,8,large,elephant
A3097HLQB9BMWS,M,English,4,35,9,strong,bear
A3097HLQB9BMWS,M,English,4,35,10,wet,dolphin
A3097HLQB9BMWS,M,English,4,35,11,dirty,pig
A3097HLQB9BMWS,M,English,4,35,12,heavy,gorilla
A3097HLQB9BMWS,M,English,4,35,13,slow,sloth
A3097HLQB9BMWS,M,English,4,35,14,big,elephant
A3097HLQB9BMWS,M,English,4,35,15,funny,monkey
A3097HLQB9BMWS,M,English,4,35,16,smelly,baboon
A3097HLQB9BMWS,M,English,4,35,17,happy,dog
A3097HLQB9BMWS,M,English,4,35,18,huge,giraffe
A3097HLQB9BMWS,M,English,4,35,19,cute,koala
A3097HLQB9BMWS,M,English,4,35,20,small,salamander
A3097HLQB9BMWS,M,English,4,35,21,independent,cheetah
A3097HLQB9BMWS,M,English,4,35,22,pretty,flamingo
A3097HLQB9BMWS,M,English,4,35,23,wise,owl
A3097HLQB9BMWS,M,English,4,35,24,smart,tiger
A3097HLQB9BMWS,M,English,4,35,25,dumb,rhino
A3097HLQB9BMWS,M,English,4,35,26,sly,fox
A3097HLQB9BMWS,M,English,4,35,27,beautiful,gazelle
A3097HLQB9BMWS,M,English,4,35,28,fat,aligator
A2ALDZVPEAQW62,M,English,4,65,1,dangerous,tiger
A2ALDZVPEAQW62,M,English,4,65,2,noisy,monkey
A2ALDZVPEAQW62,M,English,4,65,3,independent,cat
