"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.categoryIDs"	"Answer.adjectives"	"Answer.orders"	"Answer.animals"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3XC1O3LBOSNF4HJ969BO5MX9TOHLTP"	11	"Approved"	"Fri Apr 10 03:02:12 PDT 2015"	"Thu Apr 09 10:18:59 PDT 2015"	"Thu Apr 09 10:22:12 PDT 2015"	"Thu Apr 09 11:54:39 PDT 2015"	""	""	""	""	"[12,4,9,1,8,7,2,11,6,10,3,5]"	"[""cute"",""big"",""fast"",""tiny"",""colorful"",""small"",""huge"",""dangerous"",""quick"",""slow"",""tiny"",""spotty""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""rabbit"",""elephant"",""cheetah"",""ant"",""giraffe"",""penguin"",""whale"",""lion"",""monkey"",""turtle"",""bird"",""panda""]"	"""M"""	"""45"""	"""4"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"338JKRMM26083P1A9O59IPEAOIOHAU"	12	"Approved"	"Fri Apr 10 03:02:17 PDT 2015"	"Thu Apr 09 10:20:11 PDT 2015"	"Thu Apr 09 10:22:17 PDT 2015"	"Thu Apr 09 11:54:39 PDT 2015"	""	""	""	""	"[6,8,2,12,4,9,3,5,11,7,10,1]"	"[""silly"",""long"",""huge"",""fast"",""huge"",""fastest"",""fast"",""large"",""king"",""funny"",""slow"",""busy""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""monkey"",""giraffe"",""whale"",""rabbit"",""elephant"",""cheetah"",""bird"",""panda"",""lion"",""penguin"",""turtle"",""ant""]"	"""F"""	"""55"""	"""4"""	"""english"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"358010RM5EUPH34NPNERHYGHXI7VX1"	13	"Approved"	"Fri Apr 10 03:02:45 PDT 2015"	"Thu Apr 09 10:19:03 PDT 2015"	"Thu Apr 09 10:22:45 PDT 2015"	"Thu Apr 09 11:54:40 PDT 2015"	""	""	""	""	"[2,4,11,3,12,10,1,5,7,9,8,6]"	"[""big"",""large"",""strong"",""beautiful"",""furry"",""cute"",""small"",""sweet"",""funny"",""quickest"",""interesting"",""agile""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""whale"",""elephant"",""lion"",""bird"",""rabbit"",""turtle"",""ant"",""panda"",""penguin"",""cheetah"",""giraffe"",""monkey""]"	"""F"""	"""65"""	"""4"""	"""English"""	"""Thank you"""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3IXQG4FA2TZK7TOJHQHD0J0SNN19BR"	14	"Approved"	"Fri Apr 10 03:02:54 PDT 2015"	"Thu Apr 09 10:19:43 PDT 2015"	"Thu Apr 09 10:22:54 PDT 2015"	"Thu Apr 09 11:54:40 PDT 2015"	""	""	""	""	"[10,9,6,11,8,7,4,3,1,5,12,2]"	"[""Hard"",""fast"",""agile"",""fearce"",""long"",""unbalanced"",""large"",""tiny"",""small"",""large"",""fast"",""huge""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""turtle"",""cheetah"",""monkey"",""lion"",""giraffe"",""penguin"",""elephant"",""bird"",""ant"",""panda"",""rabbit"",""whale""]"	"""M"""	"""25"""	"""4"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3TVRFO09GKGMLYSTBJCLUPIF6K5LX8"	15	"Approved"	"Fri Apr 10 03:02:58 PDT 2015"	"Thu Apr 09 10:19:36 PDT 2015"	"Thu Apr 09 10:22:58 PDT 2015"	"Thu Apr 09 11:54:40 PDT 2015"	""	""	""	""	"[6,5,4,1,7,2,12,3,8,11,9,10]"	"[""mischievous"",""adorable"",""loud"",""industrious"",""goofy"",""gigantic"",""fast"",""free"",""lanky"",""fearsome"",""speedy"",""slow""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""monkey"",""panda"",""elephant"",""ant"",""penguin"",""whale"",""rabbit"",""bird"",""giraffe"",""lion"",""cheetah"",""turtle""]"	"""M"""	"""25"""	"""4"""	"""English"""	"""n/a"""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"32M8BPYGATN99BPX16F4ENQSMQFGIX"	16	"Approved"	"Fri Apr 10 03:02:59 PDT 2015"	"Thu Apr 09 10:20:27 PDT 2015"	"Thu Apr 09 10:22:59 PDT 2015"	"Thu Apr 09 11:54:40 PDT 2015"	""	""	""	""	"[5,3,11,12,2,8,10,4,7,6,9,1]"	"[""cute"",""pretty"",""ferocious"",""horny"",""big"",""tall"",""slow"",""large"",""funny"",""inquisitive"",""fast"",""small""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""panda"",""bird"",""lion"",""rabbit"",""whale"",""giraffe"",""turtle"",""elephant"",""penguin"",""monkey"",""cheetah"",""ant""]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3A4TN5196KJWW4Y8T210OK4YOL9HCW"	17	"Approved"	"Fri Apr 10 03:04:54 PDT 2015"	"Thu Apr 09 10:20:21 PDT 2015"	"Thu Apr 09 10:24:54 PDT 2015"	"Thu Apr 09 11:54:40 PDT 2015"	""	""	""	""	"[2,9,1,7,11,4,12,10,6,3,8,5]"	"[""large"",""fast"",""small"",""cold"",""migthy"",""big"",""fast"",""slow"",""funny"",""fast"",""tall"",""big""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""whale"",""cheetah"",""ant"",""penguin"",""lion"",""elephant"",""rabbit"",""turtle"",""monkey"",""bird"",""giraffe"",""panda""]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"333U7HK6I9G2S2ZCHYZWK32VMDODJW"	18	"Approved"	"Fri Apr 10 03:05:49 PDT 2015"	"Thu Apr 09 10:18:59 PDT 2015"	"Thu Apr 09 10:25:49 PDT 2015"	"Thu Apr 09 11:54:40 PDT 2015"	""	""	""	""	"[12,11,5,9,2,1,6,7,8,4,10,3]"	"[""fluffy"",""proud"",""cute"",""sleek"",""big"",""tiny"",""silly"",""fat"",""tall"",""big"",""slow"",""sharp-sighted""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""rabbit"",""lion"",""panda"",""cheetah"",""whale"",""ant"",""monkey"",""penguin"",""giraffe"",""elephant"",""turtle"",""bird""]"	"""F"""	"""25"""	"""4"""	"""English"""	"""Fun hit!"""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3TMSXRD2X61U6RJZ84YG8RVUZCUW1K"	19	"Approved"	"Fri Apr 10 03:06:04 PDT 2015"	"Thu Apr 09 10:24:17 PDT 2015"	"Thu Apr 09 10:26:04 PDT 2015"	"Thu Apr 09 11:54:41 PDT 2015"	""	""	""	""	"[9,3,11,2,1,4,10,5,7,12,8,6]"	"[""fast"",""small"",""furry"",""large"",""tiny"",""grey"",""slow"",""sleepy"",""slow"",""fast"",""tall"",""furry""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""cheetah"",""bird"",""lion"",""whale"",""ant"",""elephant"",""turtle"",""panda"",""penguin"",""rabbit"",""giraffe"",""monkey""]"	"""F"""	"""25"""	"""8"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3IQ1VMJRYTLFOJJRBCHH58GM55G9AW"	20	"Approved"	"Fri Apr 10 03:06:26 PDT 2015"	"Thu Apr 09 10:19:37 PDT 2015"	"Thu Apr 09 10:26:26 PDT 2015"	"Thu Apr 09 11:54:41 PDT 2015"	""	""	""	""	"[7,11,8,5,3,9,2,1,4,12,10,6]"	"[""cold"",""fierce"",""tall"",""cuddle"",""flight"",""fast"",""big"",""tiny"",""humungous"",""cute"",""hard"",""wild""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""penguin"",""lion"",""giraffe"",""panda"",""bird"",""cheetah"",""whale"",""ant"",""elephant"",""rabbit"",""turtle"",""monkey""]"	"""M"""	"""25"""	"""4"""	"""ENGLISH"""	"""THANK YOU :)"""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3NQL1CS15R9EH8UXUJ0T0CNQZO1VY7"	21	"Approved"	"Fri Apr 10 03:07:21 PDT 2015"	"Thu Apr 09 10:19:18 PDT 2015"	"Thu Apr 09 10:27:21 PDT 2015"	"Thu Apr 09 11:54:49 PDT 2015"	""	""	""	""	"[2,11,8,3,10,12,9,1,4,6,5,7]"	"[""big"",""angry"",""tall"",""fast"",""slow"",""fast"",""fast"",""small"",""big"",""crazy"",""slow"",""slow""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""whale"",""lion"",""giraffe"",""bird"",""turtle"",""rabbit"",""cheetah"",""ant"",""elephant"",""monkey"",""panda"",""penguin""]"	"""M"""	"""45"""	"""4"""	"""english"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3BDCF01OGXVBL3I3GFYND3PO8QZLYE"	22	"Approved"	"Fri Apr 10 03:07:47 PDT 2015"	"Thu Apr 09 10:21:28 PDT 2015"	"Thu Apr 09 10:27:47 PDT 2015"	"Thu Apr 09 11:54:49 PDT 2015"	""	""	""	""	"[6,12,7,5,1,3,9,11,10,8,2,4]"	"[""brown"",""slow"",""waddle"",""white"",""small"",""little feet"",""fast"",""king"",""slow"",""tall"",""big"",""trunk""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""monkey"",""rabbit"",""penguin"",""panda"",""ant"",""bird"",""cheetah"",""lion"",""turtle"",""giraffe"",""whale"",""elephant""]"	"""M"""	"""35"""	"""4"""	"""english"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3TR2532VIPV37TKX7BRIEXS35R1J6A"	23	"Approved"	"Fri Apr 10 03:08:57 PDT 2015"	"Thu Apr 09 10:19:13 PDT 2015"	"Thu Apr 09 10:28:57 PDT 2015"	"Thu Apr 09 11:54:49 PDT 2015"	""	""	""	""	"[10,8,12,9,1,2,11,7,5,6,3,4]"	"[""slow"",""tall"",""fast"",""quick"",""small"",""large"",""dangerous"",""loud"",""lazy"",""active"",""noisy"",""heavy""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""turtle"",""giraffe"",""rabbit"",""cheetah"",""ant"",""whale"",""lion"",""penguin"",""panda"",""monkey"",""bird"",""elephant""]"	"""M"""	"""25"""	"""4"""	"""English"""	"""Wasn't sure if we were allowed to use the same adjective to describe two different animals, so I had to think up a few different ones."""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3FIUS151DV3VDKJ2BIF1TBDC7DNGG5"	24	"Approved"	"Fri Apr 10 03:16:33 PDT 2015"	"Thu Apr 09 10:19:20 PDT 2015"	"Thu Apr 09 10:36:33 PDT 2015"	"Thu Apr 09 11:54:49 PDT 2015"	""	""	""	""	"[11,5,4,7,10,9,1,3,2,12,6,8]"	"[""strong"",""lazy"",""huge"",""cute"",""slow"",""racy"",""fire"",""blue"",""killer"",""quick"",""happy"",""tall""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""lion"",""panda"",""elephant"",""penguin"",""turtle"",""cheetah"",""ant"",""bird"",""whale"",""rabbit"",""monkey"",""giraffe""]"	"""M"""	"""35"""	"""6"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3NXNZ5RS1AYX5HLT495XVHEW4XA975"	25	"Approved"	"Fri Apr 10 03:22:09 PDT 2015"	"Thu Apr 09 10:19:03 PDT 2015"	"Thu Apr 09 10:42:09 PDT 2015"	"Thu Apr 09 11:54:49 PDT 2015"	""	""	""	""	"[10,12,7,5,11,9,1,6,3,2,8,4]"	"[""slow"",""fast"",""Cute"",""Lazy"",""Fierce"",""Fast"",""Tiny"",""Playful"",""graceful"",""enormous"",""tall"",""Large""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""turtle"",""rabbit"",""penguin"",""panda"",""lion"",""cheetah"",""ant"",""monkey"",""bird"",""whale"",""giraffe"",""elephant""]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"3SKRO2GZ71S3BRPIJQFDKG1ZC5MK1D"	26	"Approved"	"Fri Apr 10 03:27:52 PDT 2015"	"Thu Apr 09 10:19:09 PDT 2015"	"Thu Apr 09 10:47:52 PDT 2015"	"Thu Apr 09 11:54:49 PDT 2015"	""	""	""	""	"[9,10,7,3,8,11,6,2,12,4,1,5]"	"[""fast"",""slow"",""cute"",""agile"",""tall"",""fierce"",""silly"",""enormous"",""nimble"",""huge"",""tiny"",""fuzzy""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""cheetah"",""turtle"",""penguin"",""bird"",""giraffe"",""lion"",""monkey"",""whale"",""rabbit"",""elephant"",""ant"",""panda""]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"38F5OAUN5NDQKN3C2LTP8YCKNAIH73"	27	"Approved"	"Fri Apr 10 03:31:46 PDT 2015"	"Thu Apr 09 10:23:17 PDT 2015"	"Thu Apr 09 10:51:46 PDT 2015"	"Thu Apr 09 11:54:50 PDT 2015"	""	""	""	""	"[10,5,8,9,3,11,4,1,12,6,7,2]"	"[""slow"",""giant"",""tall"",""fast"",""blue"",""furry"",""grey"",""tiny"",""fast"",""spider"",""baby"",""blue""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""turtle"",""panda"",""giraffe"",""cheetah"",""bird"",""lion"",""elephant"",""ant"",""rabbit"",""monkey"",""penguin"",""whale""]"	"""M"""	"""25"""	"""6"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"35GMH2SV3EILLJ49T62LYH12LJ0EOA"	28	"Approved"	"Fri Apr 10 03:35:19 PDT 2015"	"Thu Apr 09 10:19:21 PDT 2015"	"Thu Apr 09 10:55:19 PDT 2015"	"Thu Apr 09 11:54:50 PDT 2015"	""	""	""	""	"[2,12,4,10,9,3,11,6,8,1,5,7]"	"[""gigantic"",""small"",""fat"",""slow"",""fast"",""feathery"",""fierce"",""tricky"",""tall"",""puny"",""hungry"",""funny""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""whale"",""rabbit"",""elephant"",""turtle"",""cheetah"",""bird"",""lion"",""monkey"",""giraffe"",""ant"",""panda"",""penguin""]"	"""M"""	"""25"""	"""6"""	"""English"""	""""""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"34V1S5K3GS2E1H7OLZ05P3E09MS968"	29	"Approved"	"Fri Apr 10 04:04:10 PDT 2015"	"Thu Apr 09 11:01:58 PDT 2015"	"Thu Apr 09 11:24:10 PDT 2015"	"Thu Apr 09 11:54:50 PDT 2015"	""	""	""	""	"[2,6,7,10,1,11,5,9,12,8,4,3]"	"[""big"",""funny"",""cold"",""slow"",""strong"",""fierce"",""cuddly"",""fast"",""fuzzy"",""tall"",""big"",""little""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""whale"",""monkey"",""penguin"",""turtle"",""ant"",""lion"",""panda"",""cheetah"",""rabbit"",""giraffe"",""elephant"",""bird""]"	"""F"""	"""35"""	"""6"""	"""english"""	"""none"""
"3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"356P7NIWHJNPKOOSSJ8K7NDD0TMVFC"	"Fun HIT about animals!"	"In this experiment, we are interested in how people describe different animals. This should take around 3 minutes."	"animals,behavior,survey,psychology,describe,experiment,language"	"$0.30"	"Thu Apr 09 10:18:35 PDT 2015"	"50"	"0"	"0"	"50"	"Reviewable"	"NotReviewed"	"1 1"	"3600"	"60000"	"Thu Apr 09 16:42:28 PDT 2015"	"http://requester.mturk.com/mturk/manageHIT?HITId=3JVP4ZJHDPT9BNGJW2L04B8PK5ZI0P"	"34T446B1C0FLL4SCVUUFIS5H24AC0S"	30	"Approved"	"Fri Apr 10 04:10:55 PDT 2015"	"Thu Apr 09 11:21:31 PDT 2015"	"Thu Apr 09 11:30:55 PDT 2015"	"Thu Apr 09 11:54:50 PDT 2015"	""	""	""	""	"[12,1,10,11,9,4,8,3,6,2,7,5]"	"[""fast"",""strong"",""slow"",""ferocious "",""speedy"",""large"",""tall"",""small"",""smart"",""huge"",""quiet"",""sad""]"	"[1,2,3,4,5,6,7,8,9,10,11,12]"	"[""rabbit"",""ant"",""turtle"",""lion"",""cheetah"",""elephant"",""giraffe"",""bird"",""monkey"",""whale"",""penguin"",""panda""]"	"""M"""	"""35"""	"""4"""	"""English"""	""""""
