workerid,gender,language,income,age,order,categoryID,animal,adjective,synonym
9,M,English,4,35,12,11,lion,predator,predator
10,M,English,4,35,1,11,lion,fierce,fierce
10,M,English,4,35,2,4,elephant,large,big
10,M,English,4,35,3,12,rabbit,fast,fast
10,M,English,4,35,4,9,cheetah,speedy,quick
10,M,English,4,35,5,7,penguin,formal,formal
10,M,English,4,35,6,10,turtle,slow,slow
10,M,English,4,35,7,2,whale,majestic,majestic
10,M,English,4,35,8,1,ant,tiny,tiny
10,M,English,4,35,9,8,giraffe,tall,tall
10,M,English,4,35,10,5,panda,cute,cute
10,M,English,4,35,11,3,bird,flighty,flighty
10,M,English,4,35,12,6,monkey,intelligent,intelligent
11,M,English,4,45,1,12,rabbit,cute,cute
11,M,English,4,45,2,4,elephant,big,big
11,M,English,4,45,3,9,cheetah,fast,fast
11,M,English,4,45,4,1,ant,tiny,tiny
11,M,English,4,45,5,8,giraffe,colorful,colorful
11,M,English,4,45,6,7,penguin,small,small
11,M,English,4,45,7,2,whale,huge,huge
11,M,English,4,45,8,11,lion,dangerous,dangerous
11,M,English,4,45,9,6,monkey,quick,fast
11,M,English,4,45,10,10,turtle,slow,slow
11,M,English,4,45,11,3,bird,tiny,tiny
11,M,English,4,45,12,5,panda,spotty,spotty
12,F,english,4,55,1,6,monkey,silly,silly
12,F,english,4,55,2,8,giraffe,long,long
12,F,english,4,55,3,2,whale,huge,huge
12,F,english,4,55,4,12,rabbit,fast,fast
12,F,english,4,55,5,4,elephant,huge,huge
12,F,english,4,55,6,9,cheetah,fastest,flying
12,F,english,4,55,7,3,bird,fast,fast
12,F,english,4,55,8,5,panda,large,big
12,F,english,4,55,9,11,lion,king,king
12,F,english,4,55,10,7,penguin,funny,funny
12,F,english,4,55,11,10,turtle,slow,slow
12,F,english,4,55,12,1,ant,busy,busy
13,F,English,4,65,1,2,whale,big,big
13,F,English,4,65,2,4,elephant,large,big
13,F,English,4,65,3,11,lion,strong,strong
13,F,English,4,65,4,3,bird,beautiful,beautiful
13,F,English,4,65,5,12,rabbit,furry,furry
13,F,English,4,65,6,10,turtle,cute,cute
13,F,English,4,65,7,1,ant,small,small
13,F,English,4,65,8,5,panda,sweet,sweet
13,F,English,4,65,9,7,penguin,funny,funny
13,F,English,4,65,10,9,cheetah,quickest,flying
13,F,English,4,65,11,8,giraffe,interesting,interesting
13,F,English,4,65,12,6,monkey,agile,quick
14,M,English,4,25,1,10,turtle,hard,strong
14,M,English,4,25,2,9,cheetah,fast,fast
14,M,English,4,25,3,6,monkey,agile,quick
14,M,English,4,25,4,11,lion,fearce,fearce
14,M,English,4,25,5,8,giraffe,long,long
14,M,English,4,25,6,7,penguin,unbalanced,crazy
14,M,English,4,25,7,4,elephant,large,big
14,M,English,4,25,8,3,bird,tiny,tiny
14,M,English,4,25,9,1,ant,small,small
14,M,English,4,25,10,5,panda,large,big
14,M,English,4,25,11,12,rabbit,fast,fast
14,M,English,4,25,12,2,whale,huge,huge
15,M,English,4,25,1,6,monkey,mischievous,mischievous
15,M,English,4,25,2,5,panda,adorable,adorable
15,M,English,4,25,3,4,elephant,loud,loud
15,M,English,4,25,4,1,ant,industrious,industrious
15,M,English,4,25,5,7,penguin,goofy,silly
15,M,English,4,25,6,2,whale,gigantic,gigantic
15,M,English,4,25,7,12,rabbit,fast,fast
15,M,English,4,25,8,3,bird,free,free
15,M,English,4,25,9,8,giraffe,lanky,lanky
15,M,English,4,25,10,11,lion,fearsome,fearsome
15,M,English,4,25,11,9,cheetah,speedy,quick
15,M,English,4,25,12,10,turtle,slow,slow
16,M,English,4,35,1,5,panda,cute,cute
16,M,English,4,35,2,3,bird,pretty,pretty
16,M,English,4,35,3,11,lion,ferocious,fierce
16,M,English,4,35,4,12,rabbit,horny,horny
16,M,English,4,35,5,2,whale,big,big
16,M,English,4,35,6,8,giraffe,tall,tall
16,M,English,4,35,7,10,turtle,slow,slow
16,M,English,4,35,8,4,elephant,large,big
16,M,English,4,35,9,7,penguin,funny,funny
16,M,English,4,35,10,6,monkey,inquisitive,inquisitive
16,M,English,4,35,11,9,cheetah,fast,fast
16,M,English,4,35,12,1,ant,small,small
17,M,English,4,35,1,2,whale,large,big
17,M,English,4,35,2,9,cheetah,fast,fast
17,M,English,4,35,3,1,ant,small,small
17,M,English,4,35,4,7,penguin,cold,cold
17,M,English,4,35,5,11,lion,migthy,migthy
17,M,English,4,35,6,4,elephant,big,big
17,M,English,4,35,7,12,rabbit,fast,fast
17,M,English,4,35,8,10,turtle,slow,slow
17,M,English,4,35,9,6,monkey,funny,funny
17,M,English,4,35,10,3,bird,fast,fast
17,M,English,4,35,11,8,giraffe,tall,tall
17,M,English,4,35,12,5,panda,big,big
18,F,English,4,25,1,12,rabbit,fluffy,fluffy
18,F,English,4,25,2,11,lion,proud,majestic
18,F,English,4,25,3,5,panda,cute,cute
18,F,English,4,25,4,9,cheetah,sleek,sleek
18,F,English,4,25,5,2,whale,big,big
18,F,English,4,25,6,1,ant,tiny,tiny
18,F,English,4,25,7,6,monkey,silly,silly
18,F,English,4,25,8,7,penguin,fat,fat
18,F,English,4,25,9,8,giraffe,tall,tall
18,F,English,4,25,10,4,elephant,big,big
18,F,English,4,25,11,10,turtle,slow,slow
18,F,English,4,25,12,3,bird,sharp-sighted,sharp-sighted
19,F,English,8,25,1,9,cheetah,fast,fast
19,F,English,8,25,2,3,bird,small,small
19,F,English,8,25,3,11,lion,furry,furry
19,F,English,8,25,4,2,whale,large,big
19,F,English,8,25,5,1,ant,tiny,tiny
19,F,English,8,25,6,4,elephant,grey,grey
19,F,English,8,25,7,10,turtle,slow,slow
19,F,English,8,25,8,5,panda,sleepy,sleepy
19,F,English,8,25,9,7,penguin,slow,slow
19,F,English,8,25,10,12,rabbit,fast,fast
19,F,English,8,25,11,8,giraffe,tall,tall
19,F,English,8,25,12,6,monkey,furry,furry
20,M,ENGLISH,4,25,1,7,penguin,cold,cold
20,M,ENGLISH,4,25,2,11,lion,fierce,fierce
20,M,ENGLISH,4,25,3,8,giraffe,tall,tall
20,M,ENGLISH,4,25,4,5,panda,cuddle,cuddle
20,M,ENGLISH,4,25,5,3,bird,flight,flying
20,M,ENGLISH,4,25,6,9,cheetah,fast,fast
20,M,ENGLISH,4,25,7,2,whale,big,big
20,M,ENGLISH,4,25,8,1,ant,tiny,tiny
20,M,ENGLISH,4,25,9,4,elephant,humungous,humungous
20,M,ENGLISH,4,25,10,12,rabbit,cute,cute
20,M,ENGLISH,4,25,11,10,turtle,hard,strong
20,M,ENGLISH,4,25,12,6,monkey,wild,crazy
21,M,english,4,45,1,2,whale,big,big
21,M,english,4,45,2,11,lion,angry,angry
21,M,english,4,45,3,8,giraffe,tall,tall
21,M,english,4,45,4,3,bird,fast,fast
21,M,english,4,45,5,10,turtle,slow,slow
21,M,english,4,45,6,12,rabbit,fast,fast
21,M,english,4,45,7,9,cheetah,fast,fast
21,M,english,4,45,8,1,ant,small,small
21,M,english,4,45,9,4,elephant,big,big
21,M,english,4,45,10,6,monkey,crazy,crazy
21,M,english,4,45,11,5,panda,slow,slow
21,M,english,4,45,12,7,penguin,slow,slow
22,M,english,4,35,1,6,monkey,brown,brown
22,M,english,4,35,2,12,rabbit,slow,slow
22,M,english,4,35,3,7,penguin,waddle,waddle
22,M,english,4,35,4,5,panda,white,white
22,M,english,4,35,5,1,ant,small,small
22,M,english,4,35,6,3,bird,littlefeet,littlefeet
22,M,english,4,35,7,9,cheetah,fast,fast
22,M,english,4,35,8,11,lion,king,king
22,M,english,4,35,9,10,turtle,slow,slow
22,M,english,4,35,10,8,giraffe,tall,tall
22,M,english,4,35,11,2,whale,big,big
22,M,english,4,35,12,4,elephant,trunk,trunk
23,M,English,4,25,1,10,turtle,slow,slow
23,M,English,4,25,2,8,giraffe,tall,tall
23,M,English,4,25,3,12,rabbit,fast,fast
23,M,English,4,25,4,9,cheetah,quick,fast
23,M,English,4,25,5,1,ant,small,small
23,M,English,4,25,6,2,whale,large,big
23,M,English,4,25,7,11,lion,dangerous,dangerous
23,M,English,4,25,8,7,penguin,loud,loud
23,M,English,4,25,9,5,panda,lazy,lazy
23,M,English,4,25,10,6,monkey,active,active
23,M,English,4,25,11,3,bird,noisy,noisy
23,M,English,4,25,12,4,elephant,heavy,hard
24,M,English,6,35,1,11,lion,strong,strong
24,M,English,6,35,2,5,panda,lazy,lazy
24,M,English,6,35,3,4,elephant,huge,huge
24,M,English,6,35,4,7,penguin,cute,cute
24,M,English,6,35,5,10,turtle,slow,slow
24,M,English,6,35,6,9,cheetah,racy,blue
24,M,English,6,35,7,1,ant,fire,fire
24,M,English,6,35,8,3,bird,blue,blue
24,M,English,6,35,9,2,whale,killer,killer
24,M,English,6,35,10,12,rabbit,quick,fast
24,M,English,6,35,11,6,monkey,happy,happy
24,M,English,6,35,12,8,giraffe,tall,tall
25,M,English,4,35,1,10,turtle,slow,slow
25,M,English,4,35,2,12,rabbit,fast,fast
25,M,English,4,35,3,7,penguin,cute,cute
25,M,English,4,35,4,5,panda,lazy,lazy
25,M,English,4,35,5,11,lion,fierce,fierce
25,M,English,4,35,6,9,cheetah,fast,fast
25,M,English,4,35,7,1,ant,tiny,tiny
25,M,English,4,35,8,6,monkey,playful,playful
25,M,English,4,35,9,3,bird,graceful,graceful
25,M,English,4,35,10,2,whale,enormous,enormous
25,M,English,4,35,11,8,giraffe,tall,tall
25,M,English,4,35,12,4,elephant,large,big
26,M,English,4,35,1,9,cheetah,fast,fast
26,M,English,4,35,2,10,turtle,slow,slow
26,M,English,4,35,3,7,penguin,cute,cute
26,M,English,4,35,4,3,bird,agile,quick
26,M,English,4,35,5,8,giraffe,tall,tall
26,M,English,4,35,6,11,lion,fierce,fierce
26,M,English,4,35,7,6,monkey,silly,silly
26,M,English,4,35,8,2,whale,enormous,enormous
26,M,English,4,35,9,12,rabbit,nimble,quick
26,M,English,4,35,10,4,elephant,huge,huge
26,M,English,4,35,11,1,ant,tiny,tiny
26,M,English,4,35,12,5,panda,fuzzy,fuzzy
27,M,English,6,25,1,10,turtle,slow,slow
27,M,English,6,25,2,5,panda,giant,giant
27,M,English,6,25,3,8,giraffe,tall,tall
27,M,English,6,25,4,9,cheetah,fast,fast
27,M,English,6,25,5,3,bird,blue,blue
27,M,English,6,25,6,11,lion,furry,furry
27,M,English,6,25,7,4,elephant,grey,grey
27,M,English,6,25,8,1,ant,tiny,tiny
27,M,English,6,25,9,12,rabbit,fast,fast
27,M,English,6,25,10,6,monkey,spider,spider
27,M,English,6,25,11,7,penguin,baby,baby
27,M,English,6,25,12,2,whale,blue,blue
28,M,English,6,25,1,2,whale,gigantic,gigantic
28,M,English,6,25,2,12,rabbit,small,small
28,M,English,6,25,3,4,elephant,fat,fat
28,M,English,6,25,4,10,turtle,slow,slow
28,M,English,6,25,5,9,cheetah,fast,fast
28,M,English,6,25,6,3,bird,feathery,feathery
28,M,English,6,25,7,11,lion,fierce,fierce
28,M,English,6,25,8,6,monkey,tricky,tricky
28,M,English,6,25,9,8,giraffe,tall,tall
28,M,English,6,25,10,1,ant,puny,puny
28,M,English,6,25,11,5,panda,hungry,hungry
28,M,English,6,25,12,7,penguin,funny,funny
29,F,english,6,35,1,2,whale,big,big
29,F,english,6,35,2,6,monkey,funny,funny
29,F,english,6,35,3,7,penguin,cold,cold
29,F,english,6,35,4,10,turtle,slow,slow
29,F,english,6,35,5,1,ant,strong,strong
29,F,english,6,35,6,11,lion,fierce,fierce
29,F,english,6,35,7,5,panda,cuddly,cuddly
29,F,english,6,35,8,9,cheetah,fast,fast
29,F,english,6,35,9,12,rabbit,fuzzy,fuzzy
29,F,english,6,35,10,8,giraffe,tall,tall
29,F,english,6,35,11,4,elephant,big,big
29,F,english,6,35,12,3,bird,little,small
30,M,English,4,35,1,12,rabbit,fast,fast
30,M,English,4,35,2,1,ant,strong,strong
30,M,English,4,35,3,10,turtle,slow,slow
30,M,English,4,35,4,11,lion,ferocious,fierce
30,M,English,4,35,5,9,cheetah,speedy,quick
30,M,English,4,35,6,4,elephant,large,big
30,M,English,4,35,7,8,giraffe,tall,tall
30,M,English,4,35,8,3,bird,small,small
30,M,English,4,35,9,6,monkey,smart,smart
30,M,English,4,35,10,2,whale,huge,huge
30,M,English,4,35,11,7,penguin,quiet,quiet
30,M,English,4,35,12,5,panda,sad,sad
31,M,English,4,55,1,4,elephant,large,big
31,M,English,4,55,2,1,ant,wee,wee
31,M,English,4,55,3,10,turtle,hard,strong
31,M,English,4,55,4,8,giraffe,tall,tall
31,M,English,4,55,5,6,monkey,funny,funny
31,M,English,4,55,6,11,lion,fierce,fierce
31,M,English,4,55,7,9,cheetah,agile,quick
31,M,English,4,55,8,7,penguin,unique,unique
31,M,English,4,55,9,3,bird,common,common
31,M,English,4,55,10,5,panda,darling,darling
31,M,English,4,55,11,12,rabbit,cute,cute
31,M,English,4,55,12,2,whale,gigantic,gigantic
32,F,english,0,65,1,2,whale,blue,blue
32,F,english,0,65,2,4,elephant,large,big
32,F,english,0,65,3,10,turtle,slow,slow
32,F,english,0,65,4,12,rabbit,fuzzy,fuzzy
32,F,english,0,65,5,1,ant,annoying,annoying
32,F,english,0,65,6,3,bird,beautiful,beautiful
32,F,english,0,65,7,6,monkey,curious,funny
32,F,english,0,65,8,11,lion,hungry,hungry
32,F,english,0,65,9,8,giraffe,magestic,magestic
32,F,english,0,65,10,9,cheetah,loyal,fast
32,F,english,0,65,11,5,panda,round,round
32,F,english,0,65,12,7,penguin,sleek,sleek
33,F,English,8,35,1,5,panda,cuddly,cuddly
33,F,English,8,35,2,4,elephant,big,big
33,F,English,8,35,3,1,ant,tiny,tiny
33,F,English,8,35,4,12,rabbit,cute,cute
33,F,English,8,35,5,2,whale,giant,giant
33,F,English,8,35,6,9,cheetah,fast,fast
33,F,English,8,35,7,10,turtle,slow,slow
33,F,English,8,35,8,11,lion,powerful,powerful
33,F,English,8,35,9,7,penguin,loveable,loveable
33,F,English,8,35,10,3,bird,free,free
33,F,English,8,35,11,6,monkey,funny,funny
33,F,English,8,35,12,8,giraffe,tall,tall
34,M,English,4,65,1,3,bird,feathery,feathery
34,M,English,4,65,2,12,rabbit,fuzzy,fuzzy
34,M,English,4,65,3,9,cheetah,blazing,blazing
34,M,English,4,65,4,8,giraffe,awkward,awkward
34,M,English,4,65,5,10,turtle,boxy,boxy
34,M,English,4,65,6,4,elephant,enormous,enormous
34,M,English,4,65,7,1,ant,focused,focused
34,M,English,4,65,8,7,penguin,funny,funny
34,M,English,4,65,9,11,lion,majestic,majestic
34,M,English,4,65,10,2,whale,enormous,enormous
34,M,English,4,65,11,5,panda,cute,cute
34,M,English,4,65,12,6,monkey,curious,funny
35,F,English,8,65,1,9,cheetah,fast,fast
35,F,English,8,65,2,3,bird,small,small
35,F,English,8,65,3,7,penguin,funny,funny
35,F,English,8,65,4,12,rabbit,soft,soft
35,F,English,8,65,5,6,monkey,busy,busy
35,F,English,8,65,6,8,giraffe,tall,tall
35,F,English,8,65,7,1,ant,industrious,industrious
35,F,English,8,65,8,10,turtle,patient,patient
35,F,English,8,65,9,5,panda,cute,cute
35,F,English,8,65,10,11,lion,regal,majestic
35,F,English,8,65,11,4,elephant,triumphant,triumphant
35,F,English,8,65,12,2,whale,enormous,enormous
36,F,English,4,35,1,6,monkey,funny,funny
36,F,English,4,35,2,9,cheetah,fast,fast
36,F,English,4,35,3,11,lion,loud,loud
36,F,English,4,35,4,1,ant,small,small
36,F,English,4,35,5,12,rabbit,cute,cute
36,F,English,4,35,6,3,bird,pretty,pretty
36,F,English,4,35,7,8,giraffe,tall,tall
36,F,English,4,35,8,5,panda,cute,cute
36,F,English,4,35,9,4,elephant,huge,huge
36,F,English,4,35,10,7,penguin,funny,funny
36,F,English,4,35,11,10,turtle,slow,slow
36,F,English,4,35,12,2,whale,large,big
37,F,Chinese,11,45,1,3,bird,cute,cute
37,F,Chinese,11,45,2,5,panda,rare,rare
37,F,Chinese,11,45,3,10,turtle,hard,strong
37,F,Chinese,11,45,4,8,giraffe,long,long
37,F,Chinese,11,45,5,9,cheetah,cruel,cruel
37,F,Chinese,11,45,6,12,rabbit,fast,fast
37,F,Chinese,11,45,7,4,elephant,big,big
37,F,Chinese,11,45,8,6,monkey,cute,cute
37,F,Chinese,11,45,9,7,penguin,cute,cute
37,F,Chinese,11,45,10,2,whale,big,big
37,F,Chinese,11,45,11,1,ant,small,small
37,F,Chinese,11,45,12,11,lion,strong,strong
38,F,english,4,25,1,6,monkey,banana,banana
38,F,english,4,25,2,1,ant,bite,bite
38,F,english,4,25,3,2,whale,large,big
38,F,english,4,25,4,8,giraffe,tall,tall
38,F,english,4,25,5,3,bird,flying,fast
38,F,english,4,25,6,7,penguin,waddle,waddle
38,F,english,4,25,7,10,turtle,shell,shell
38,F,english,4,25,8,12,rabbit,hop,hop
38,F,english,4,25,9,4,elephant,gray,grey
38,F,english,4,25,10,11,lion,roar,roar
38,F,english,4,25,11,9,cheetah,spots,spots
38,F,english,4,25,12,5,panda,bamboo,bamboo
39,F,English,4,25,1,11,lion,strong,strong
39,F,English,4,25,2,6,monkey,funny,funny
39,F,English,4,25,3,9,cheetah,fast,fast
39,F,English,4,25,4,7,penguin,adorable,adorable
39,F,English,4,25,5,8,giraffe,tall,tall
39,F,English,4,25,6,5,panda,cute,cute
39,F,English,4,25,7,2,whale,big,big
39,F,English,4,25,8,12,rabbit,cute,cute
39,F,English,4,25,9,1,ant,annoying,annoying
39,F,English,4,25,10,3,bird,common,common
39,F,English,4,25,11,4,elephant,huge,huge
39,F,English,4,25,12,10,turtle,slow,slow
40,M,English,4,65,1,2,whale,big,big
40,M,English,4,65,2,12,rabbit,fast,fast
40,M,English,4,65,3,6,monkey,agile,quick
40,M,English,4,65,4,11,lion,fierce,fierce
40,M,English,4,65,5,10,turtle,slow,slow
40,M,English,4,65,6,5,panda,cute,cute
40,M,English,4,65,7,8,giraffe,tall,tall
40,M,English,4,65,8,3,bird,swift,swift
40,M,English,4,65,9,1,ant,tiny,tiny
40,M,English,4,65,10,9,cheetah,fast,fast
40,M,English,4,65,11,7,penguin,clumsy,clumsy
40,M,English,4,65,12,4,elephant,big,big
41,F,English,6,35,1,12,rabbit,furry,furry
41,F,English,6,35,2,4,elephant,large,big
41,F,English,6,35,3,11,lion,powerful,powerful
41,F,English,6,35,4,9,cheetah,fast,fast
41,F,English,6,35,5,2,whale,immense,huge
41,F,English,6,35,6,8,giraffe,engineered,engineered
41,F,English,6,35,7,6,monkey,smart,smart
41,F,English,6,35,8,1,ant,powerhouse,powerhouse
41,F,English,6,35,9,7,penguin,slippery,slippery
41,F,English,6,35,10,3,bird,lightweight,lightweight
41,F,English,6,35,11,5,panda,cuddly,cuddly
41,F,English,6,35,12,10,turtle,reserved,reserved
42,F,English,11,65,1,11,lion,fierce,fierce
42,F,English,11,65,2,8,giraffe,tall,tall
42,F,English,11,65,3,2,whale,gigantic,gigantic
42,F,English,11,65,4,3,bird,flying,fast
42,F,English,11,65,5,9,cheetah,swift,swift
42,F,English,11,65,6,10,turtle,slow,slow
42,F,English,11,65,7,12,rabbit,fast,fast
42,F,English,11,65,8,1,ant,mighty,powerful
42,F,English,11,65,9,7,penguin,unflighted,unflighted
42,F,English,11,65,10,5,panda,benign,benign
42,F,English,11,65,11,6,monkey,inquisitive,inquisitive
42,F,English,11,65,12,4,elephant,grand,grand
43,M,ENglish,4,35,1,9,cheetah,fast,fast
43,M,ENglish,4,35,2,1,ant,small,small
43,M,ENglish,4,35,3,4,elephant,huge,huge
43,M,ENglish,4,35,4,10,turtle,protected,protected
43,M,ENglish,4,35,5,12,rabbit,quick,fast
43,M,ENglish,4,35,6,3,bird,swift,swift
43,M,ENglish,4,35,7,8,giraffe,long,long
43,M,ENglish,4,35,8,6,monkey,agile,quick
43,M,ENglish,4,35,9,11,lion,royalty,royalty
43,M,ENglish,4,35,10,5,panda,forgien,forgien
43,M,ENglish,4,35,11,7,penguin,cold,cold
43,M,ENglish,4,35,12,2,whale,huge,huge
44,F,english,4,25,1,7,penguin,fun,fun
44,F,english,4,25,2,9,cheetah,fast,fast
44,F,english,4,25,3,5,panda,cute,cute
44,F,english,4,25,4,10,turtle,slow,slow
44,F,english,4,25,5,11,lion,mean,mean
44,F,english,4,25,6,4,elephant,big,big
44,F,english,4,25,7,12,rabbit,cute,cute
44,F,english,4,25,8,6,monkey,funny,funny
44,F,english,4,25,9,8,giraffe,tall,tall
44,F,english,4,25,10,3,bird,cute,cute
44,F,english,4,25,11,1,ant,small,small
44,F,english,4,25,12,2,whale,big,big
45,F,filipino,4,55,1,12,rabbit,feline,feline
45,F,filipino,4,55,2,5,panda,sleepy,sleepy
45,F,filipino,4,55,3,11,lion,brave,brave
45,F,filipino,4,55,4,3,bird,beautiful,beautiful
45,F,filipino,4,55,5,1,ant,small,small
45,F,filipino,4,55,6,7,penguin,cute,cute
45,F,filipino,4,55,7,8,giraffe,tall,tall
45,F,filipino,4,55,8,4,elephant,big,big
45,F,filipino,4,55,9,10,turtle,slow,slow
45,F,filipino,4,55,10,2,whale,mammal,mammal
45,F,filipino,4,55,11,9,cheetah,runner,runner
45,F,filipino,4,55,12,6,monkey,crazy,crazy
46,F,ENGLISH,4,35,1,2,whale,big,big
46,F,ENGLISH,4,35,2,8,giraffe,tall,tall
46,F,ENGLISH,4,35,3,5,panda,cute,cute
46,F,ENGLISH,4,35,4,6,monkey,likeable,likeable
46,F,ENGLISH,4,35,5,12,rabbit,furry,furry
46,F,ENGLISH,4,35,6,3,bird,smelly,smelly
46,F,ENGLISH,4,35,7,11,lion,loud,loud
46,F,ENGLISH,4,35,8,10,turtle,slow,slow
46,F,ENGLISH,4,35,9,7,penguin,black,black
46,F,ENGLISH,4,35,10,9,cheetah,fast,fast
46,F,ENGLISH,4,35,11,4,elephant,huge,huge
46,F,ENGLISH,4,35,12,1,ant,small,small
47,F,English,4,25,1,8,giraffe,tall,tall
47,F,English,4,25,2,3,bird,avian,avian
47,F,English,4,25,3,9,cheetah,speedy,quick
47,F,English,4,25,4,6,monkey,primal,primal
47,F,English,4,25,5,4,elephant,heavy,hard
47,F,English,4,25,6,5,panda,black,black
47,F,English,4,25,7,11,lion,ferocious,fierce
47,F,English,4,25,8,7,penguin,feathered,feathery
47,F,English,4,25,9,12,rabbit,hoppy,hoppy
47,F,English,4,25,10,1,ant,small,small
47,F,English,4,25,11,2,whale,huge,huge
47,F,English,4,25,12,10,turtle,slow,slow
48,F,English,0,25,1,7,penguin,black,black
