"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.condition"	"Answer.orders"	"Answer.items"	"Answer.desTypes"	"Answer.qualities"	"Answer.dimensions"	"Answer.speakerGenders"	"Answer.describedGenders"	"Answer.responses"	"Answer.gender"	"Answer.age"	"Answer.income"	"Answer.nativeLanguage"	"Answer.comments"
"3OID399FXG8J0GFN763AGLFG3IADFH"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Mon Feb 08 14:20:23 PST 2016"	9	0	0	9	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Wed Mar 09 14:20:23 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OID399FXG8J0GFN763AGLFG3IADFH"	"37KGEN7NJ3R73A50HKVBHT5WONKPP8"	10	"Approved"	"Tue Feb 09 07:03:13 PST 2016"	"Mon Feb 08 14:20:45 PST 2016"	"Mon Feb 08 14:23:13 PST 2016"	"Tue Feb 09 07:06:52 PST 2016"	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[cheetah,giraffe,elephant,bird,penguin,turtle]"	"[fig,fig,lit,fig,lit,lit]"	"[fast,tall,heavy,light,short,slow]"	"[speed,height,weight,weight,height,speed]"	"[woman,woman,woman,woman,man,woman]"	"[woman,man,man,woman,man,woman]"	"[20,80,290,110,66,4]"	"M"	35	4	"English"	NA
"3OID399FXG8J0GFN763AGLFG3IADFH"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Mon Feb 08 14:20:23 PST 2016"	9	0	0	9	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Wed Mar 09 14:20:23 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OID399FXG8J0GFN763AGLFG3IADFH"	"3TGOYF991XNXNKLSFSTZ15FU4L4UU5"	11	"Approved"	"Tue Feb 09 07:03:22 PST 2016"	"Mon Feb 08 14:20:38 PST 2016"	"Mon Feb 08 14:23:22 PST 2016"	"Tue Feb 09 07:06:52 PST 2016"	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[elephant,bird,cheetah,penguin,giraffe,turtle]"	"[fig,fig,lit,fig,lit,lit]"	"[heavy,light,fast,short,tall,slow]"	"[weight,weight,speed,height,height,speed]"	"[man,man,man,woman,woman,woman]"	"[woman,man,man,man,woman,woman]"	"[1000,15,10,48,72,5]"	"M"	25	4	"English"	NA
"3OID399FXG8J0GFN763AGLFG3IADFH"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Mon Feb 08 14:20:23 PST 2016"	9	0	0	9	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Wed Mar 09 14:20:23 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OID399FXG8J0GFN763AGLFG3IADFH"	"3WJEQKOXA83XZEGW7Z2OQ2Y3MLEA19"	12	"Approved"	"Tue Feb 09 07:04:13 PST 2016"	"Mon Feb 08 14:20:52 PST 2016"	"Mon Feb 08 14:24:13 PST 2016"	"Tue Feb 09 07:06:53 PST 2016"	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[cheetah,bird,penguin,giraffe,turtle,elephant]"	"[lit,fig,lit,fig,lit,fig]"	"[fast,light,short,tall,slow,heavy]"	"[speed,weight,height,height,speed,weight]"	"[man,woman,woman,man,man,man]"	"[man,woman,woman,man,woman,man]"	"[4,70,61,77,2,340]"	"M"	35	4	"English"	NA
"3OID399FXG8J0GFN763AGLFG3IADFH"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Mon Feb 08 14:20:23 PST 2016"	9	0	0	9	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Wed Mar 09 14:20:23 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OID399FXG8J0GFN763AGLFG3IADFH"	"33NF62TLXJ3A685M9FLJOGXLLE8KJ2"	13	"Approved"	"Tue Feb 09 07:05:40 PST 2016"	"Mon Feb 08 14:20:37 PST 2016"	"Mon Feb 08 14:25:40 PST 2016"	"Tue Feb 09 07:06:53 PST 2016"	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[turtle,giraffe,penguin,cheetah,elephant,bird]"	"[fig,lit,fig,fig,lit,lit]"	"[slow,tall,short,fast,heavy,light]"	"[speed,height,height,speed,weight,weight]"	"[man,woman,man,woman,man,man]"	"[man,woman,man,woman,woman,man]"	"[5,72,63,9,195,130]"	"M"	25	4	"Chinese"	NA
"3OID399FXG8J0GFN763AGLFG3IADFH"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Mon Feb 08 14:20:23 PST 2016"	9	0	0	9	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Wed Mar 09 14:20:23 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OID399FXG8J0GFN763AGLFG3IADFH"	"32RIADZISS5IR9Z9BH7H90ZCKBVS40"	14	"Approved"	"Tue Feb 09 07:08:24 PST 2016"	"Mon Feb 08 14:20:42 PST 2016"	"Mon Feb 08 14:28:24 PST 2016"	"Tue Feb 09 07:11:53 PST 2016"	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[penguin,cheetah,elephant,turtle,bird,giraffe]"	"[fig,lit,fig,lit,lit,fig]"	"[short,fast,heavy,slow,light,tall]"	"[height,speed,weight,speed,weight,height]"	"[man,man,man,woman,man,woman]"	"[woman,woman,man,man,man,woman]"	"[53,5,300,3,160,73]"	"M"	25	4	"english"	NA
"3OID399FXG8J0GFN763AGLFG3IADFH"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Mon Feb 08 14:20:23 PST 2016"	9	0	0	9	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Wed Mar 09 14:20:23 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OID399FXG8J0GFN763AGLFG3IADFH"	"39PAAFCODM1I0MV3KDDUSVVBZE5TV1"	15	"Approved"	"Tue Feb 09 07:11:57 PST 2016"	"Mon Feb 08 14:20:40 PST 2016"	"Mon Feb 08 14:31:57 PST 2016"	"Tue Feb 09 07:16:52 PST 2016"	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[elephant,cheetah,giraffe,bird,penguin,turtle]"	"[lit,fig,lit,lit,fig,fig]"	"[heavy,fast,tall,light,short,slow]"	"[weight,speed,height,weight,height,speed]"	"[man,woman,woman,man,man,woman]"	"[man,man,woman,woman,woman,man]"	"[220,15,74,110,59,5]"	"M"	55	4	"english"	NA
"3OID399FXG8J0GFN763AGLFG3IADFH"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Mon Feb 08 14:20:23 PST 2016"	9	0	0	9	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Wed Mar 09 14:20:23 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OID399FXG8J0GFN763AGLFG3IADFH"	"3P1L2B7AD1QZRPE1ASPPBCRM98NOLS"	16	"Approved"	"Tue Feb 09 07:27:07 PST 2016"	"Mon Feb 08 14:43:59 PST 2016"	"Mon Feb 08 14:47:07 PST 2016"	"Tue Feb 09 07:31:53 PST 2016"	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[giraffe,elephant,penguin,bird,turtle,cheetah]"	"[lit,lit,fig,lit,fig,fig]"	"[tall,heavy,short,light,slow,fast]"	"[height,weight,height,weight,speed,speed]"	"[woman,man,man,woman,man,woman]"	"[woman,man,woman,woman,man,man]"	"[71,210,59,110,3,6]"	"M"	35	8	"english"	NA
"3OID399FXG8J0GFN763AGLFG3IADFH"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Mon Feb 08 14:20:23 PST 2016"	9	0	0	9	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Wed Mar 09 14:20:23 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3OID399FXG8J0GFN763AGLFG3IADFH"	"3EJPLAJKEMHT78P1PXU42RGT3H0Z6W"	17	"Approved"	"Tue Feb 09 07:39:42 PST 2016"	"Mon Feb 08 14:50:56 PST 2016"	"Mon Feb 08 14:59:42 PST 2016"	"Tue Feb 09 07:41:53 PST 2016"	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[bird,cheetah,giraffe,penguin,elephant,turtle]"	"[fig,fig,lit,lit,lit,fig]"	"[light,fast,tall,short,heavy,slow]"	"[weight,speed,height,height,weight,speed]"	"[woman,man,man,man,woman,woman]"	"[man,woman,woman,man,man,woman]"	"[100,5,70,64,250,1]"	"F"	35	4	"english"	NA
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3TR2532VIPV37TKX7BRIEXS3KL06JZ"	18	"Submitted"	"Wed Feb 10 03:08:35 PST 2016"	"Tue Feb 09 10:27:12 PST 2016"	"Tue Feb 09 10:28:35 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[bird,turtle,penguin,giraffe,cheetah,elephant]"	"[fig,lit,lit,fig,fig,lit]"	"[light,slow,short,tall,fast,heavy]"	"[weight,speed,height,height,speed,weight]"	"[man,man,woman,man,woman,woman]"	"[woman,man,man,woman,man,woman]"	"[2,7,63,138,70,259]"	"M"	35	6	"English"	""
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3UNH76FOCS6VRL0OGRZ2DG4DNPNYMU"	19	"Submitted"	"Wed Feb 10 03:08:40 PST 2016"	"Tue Feb 09 10:27:41 PST 2016"	"Tue Feb 09 10:28:40 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[elephant,turtle,bird,giraffe,cheetah,penguin]"	"[lit,fig,fig,lit,lit,fig]"	"[heavy,slow,light,tall,fast,short]"	"[weight,speed,weight,height,speed,height]"	"[man,woman,man,man,woman,man]"	"[man,man,woman,woman,woman,man]"	"[250,1,60,72,20,38]"	"M"	25	4	"English"	"None"
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3QJOXOW4XJSXLGJXGQN86DCX5DJME4"	20	"Submitted"	"Wed Feb 10 03:10:31 PST 2016"	"Tue Feb 09 10:27:10 PST 2016"	"Tue Feb 09 10:30:31 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[giraffe,turtle,bird,cheetah,penguin,elephant]"	"[fig,fig,fig,lit,lit,lit]"	"[tall,slow,light,fast,short,heavy]"	"[height,speed,weight,speed,height,weight]"	"[man,man,woman,woman,woman,woman]"	"[woman,man,woman,woman,man,man]"	"[74,5,120,10,62,250]"	"M"	35	11	"English"	"Great survey!"
"3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"3S2GEPESO9CMYYP11999N0F8TSJUQL"	"Psychology study: Animals (metset)"	"We are interested in how people communicate with each other. This experiment should take around 3-5 minutes."	"language research stanford fun cognitive science university psychology"	"$0.50"	"Tue Feb 09 10:26:17 PST 2016"	9	0	0	0	"Reviewable"	"NotReviewed"	"1 cond"	1800	60000	"Thu Mar 10 10:26:17 PST 2016"	"https://requester.mturk.com/mturk/manageHIT?HITId=3CVBMEMMXBHNX35JBJOOJEHXXMXH73"	"30ZX6P7VF8WFPS1WK9FFOKBR4GXJ2U"	21	"Submitted"	"Wed Feb 10 03:11:23 PST 2016"	"Tue Feb 09 10:27:12 PST 2016"	"Tue Feb 09 10:31:23 PST 2016"	NA	NA	NA	NA	NA	1	"[1,2,3,4,5,6]"	"[turtle,elephant,cheetah,giraffe,bird,penguin]"	"[fig,lit,fig,lit,lit,fig]"	"[slow,heavy,fast,tall,light,short]"	"[speed,weight,speed,height,weight,height]"	"[man,woman,man,man,man,man]"	"[man,woman,woman,man,man,woman]"	"[2,200,6,78,140,64]"	"M"	25	6	"English"	""
