workerID,gender,age,income,language,order,item,dimension,bin0,bin1,bin2,bin3,bin4,bin5,bin6,bin7,bin8,bin9,prior0,prior1,prior2,prior3,prior4,prior5,prior6,prior7,prior8,prior9
1,F,25,4,English,11,man,weight,0,10,100,120,140,160,180,200,220,10000,0.174520069808,0.162303664921,0.137870855148,0.129144851658,0.115183246073,0.108202443281,0.0855148342059,0.0610820244328,0.0261780104712,0.0
1,F,25,4,English,12,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,M,25,4,English,1,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.0,0.0320855614973,0.0427807486631,0.0588235294118,0.0641711229947,0.0695187165775,0.229946524064,0.502673796791
2,M,25,4,English,2,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.00709219858156,0.0307328605201,0.236406619385,0.236406619385,0.236406619385,0.236406619385,0.016548463357,0.0
2,M,25,4,English,3,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.909090909091,0.0636363636364,0.0181818181818,0.0,0.0,0.0,0.00909090909091,0.0,0.0,0.0
2,M,25,4,English,4,bird,weight,0,10,100,120,140,160,180,200,220,10000,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,M,25,4,English,5,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.0,0.0,0.00289855072464,0.0144927536232,0.234782608696,0.255072463768,0.246376811594,0.246376811594
2,M,25,4,English,6,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.011811023622,0.0590551181102,0.165354330709,0.295275590551,0.228346456693,0.153543307087,0.0708661417323,0.0157480314961,0.0
2,M,25,4,English,7,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.148367952522,0.148367952522,0.148367952522,0.148367952522,0.148367952522,0.13649851632,0.105341246291,0.0163204747774,0.0
2,M,25,4,English,8,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
2,M,25,4,English,9,man,speed,0,1,5,10,12,14,16,18,20,60,0.182481751825,0.182481751825,0.182481751825,0.166058394161,0.129562043796,0.102189781022,0.0383211678832,0.0164233576642,0.0,0.0
2,M,25,4,English,10,woman,speed,0,1,5,10,12,14,16,18,20,60,0.243309002433,0.243309002433,0.228710462287,0.165450121655,0.0827250608273,0.036496350365,0.0,0.0,0.0,0.0
2,M,25,4,English,11,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.00613496932515,0.0306748466258,0.0460122699387,0.0644171779141,0.138036809816,0.239263803681,0.208588957055,0.168711656442,0.0981595092025,0.0
2,M,25,4,English,12,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.372670807453,0.621118012422,0.0,0.0,0.0,0.0,0.0,0.0,0.00621118012422,0.0
3,M,25,4,English,1,turtle,speed,0,1,5,10,12,14,16,18,20,60,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,M,25,4,English,2,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.11190053286,0.117229129663,0.138543516874,0.138543516874,0.152753108348,0.154529307282,0.1243339254,0.0621669626998,0.0
3,M,25,4,English,3,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.884955752212,0.115044247788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,M,25,4,English,4,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.0117647058824,0.0490196078431,0.154901960784,0.172549019608,0.172549019608,0.164705882353,0.139215686275,0.0843137254902,0.0509803921569,0.0
3,M,25,4,English,5,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0390804597701,0.0551724137931,0.0528735632184,0.131034482759,0.163218390805,0.163218390805,0.195402298851,0.197701149425,0.00229885057471
3,M,25,4,English,6,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.103626943005,0.103626943005,0.102590673575,0.103626943005,0.103626943005,0.103626943005,0.103626943005,0.103626943005,0.103626943005,0.0683937823834
3,M,25,4,English,7,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.035447761194,0.139925373134,0.166044776119,0.169776119403,0.167910447761,0.151119402985,0.132462686567,0.0373134328358,0.0
3,M,25,4,English,8,man,speed,0,1,5,10,12,14,16,18,20,60,0.373134328358,0.373134328358,0.253731343284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,M,25,4,English,9,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.613496932515,0.386503067485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,M,25,4,English,10,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.0450819672131,0.0881147540984,0.0860655737705,0.0901639344262,0.120901639344,0.159836065574,0.204918032787,0.204918032787
3,M,25,4,English,11,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0182555780933,0.052738336714,0.0973630831643,0.119675456389,0.150101419878,0.170385395538,0.170385395538,0.170385395538,0.0486815415822,0.00202839756592
3,M,25,4,English,12,woman,speed,0,1,5,10,12,14,16,18,20,60,0.416666666667,0.416666666667,0.166666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,M,35,6,English,1,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.897959183673,0.0816326530612,0.0102040816327,0.0,0.0102040816327,0.0,0.0,0.0,0.0,0.0
4,M,35,6,English,2,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0352303523035,0.070460704607,0.0785907859079,0.0921409214092,0.0948509485095,0.113821138211,0.111111111111,0.143631436314,0.254742547425,0.00542005420054
4,M,35,6,English,3,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.0338983050847,0.122881355932,0.233050847458,0.360169491525,0.152542372881,0.0677966101695,0.0296610169492,0.0
4,M,35,6,English,4,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.776,0.2,0.016,0.0,0.0,0.008,0.0,0.0,0.0,0.0
4,M,35,6,English,5,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.00316455696203,0.0632911392405,0.0727848101266,0.0822784810127,0.107594936709,0.158227848101,0.224683544304,0.287974683544
4,M,35,6,English,6,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.0986920332937,0.0998810939358,0.0975029726516,0.0998810939358,0.0986920332937,0.101070154578,0.101070154578,0.101070154578,0.101070154578,0.101070154578
4,M,35,6,English,7,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.0,0.108695652174,0.242753623188,0.25,0.235507246377,0.115942028986,0.0471014492754,0.0
4,M,35,6,English,8,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,M,35,6,English,9,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.0,0.137566137566,0.433862433862,0.312169312169,0.10582010582,0.010582010582,0.0,0.0
4,M,35,6,English,10,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.030612244898,0.173469387755,0.387755102041,0.224489795918,0.0867346938776,0.0510204081633,0.0255102040816,0.0204081632653,0.0
4,M,35,6,English,11,woman,speed,0,1,5,10,12,14,16,18,20,60,0.307692307692,0.301003344482,0.294314381271,0.0735785953177,0.0066889632107,0.0066889632107,0.0066889632107,0.0,0.0,0.00334448160535
4,M,35,6,English,12,man,speed,0,1,5,10,12,14,16,18,20,60,0.248648648649,0.251351351351,0.251351351351,0.191891891892,0.0513513513514,0.0027027027027,0.0,0.0027027027027,0.0,0.0
5,F,25,4,English,1,man,speed,0,1,5,10,12,14,16,18,20,60,0.366037735849,0.271698113208,0.203773584906,0.0452830188679,0.00754716981132,0.0377358490566,0.0301886792453,0.022641509434,0.011320754717,0.00377358490566
5,F,25,4,English,2,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.584337349398,0.21686746988,0.102409638554,0.0602409638554,0.0,0.00602409638554,0.00602409638554,0.0120481927711,0.00602409638554,0.00602409638554
5,F,25,4,English,3,woman,speed,0,1,5,10,12,14,16,18,20,60,0.473170731707,0.317073170732,0.151219512195,0.0439024390244,0.00975609756098,0.00487804878049,0.0,0.0,0.0,0.0
5,F,25,4,English,4,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.157360406091,0.150592216582,0.162436548223,0.159052453469,0.126903553299,0.113367174281,0.123519458545,0.00169204737733,0.00507614213198
5,F,25,4,English,5,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.0668286755772,0.0716889428919,0.10085054678,0.10085054678,0.116646415553,0.11907654921,0.115431348724,0.111786148238,0.104495747266,0.0923450789793
5,F,25,4,English,6,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.00558659217877,0.134078212291,0.148044692737,0.170391061453,0.234636871508,0.145251396648,0.0977653631285,0.0446927374302,0.0167597765363,0.00279329608939
5,F,25,4,English,7,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0026525198939,0.0503978779841,0.0742705570292,0.116710875332,0.135278514589,0.16976127321,0.20424403183,0.201591511936,0.0397877984085,0.0053050397878
5,F,25,4,English,8,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.00699300699301,0.0524475524476,0.0699300699301,0.0384615384615,0.034965034965,0.020979020979,0.020979020979,0.251748251748,0.153846153846,0.34965034965
5,F,25,4,English,9,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0177514792899,0.0236686390533,0.0118343195266,0.0118343195266,0.0236686390533,0.0118343195266,0.12426035503,0.165680473373,0.514792899408,0.094674556213
5,F,25,4,English,10,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.395,0.455,0.135,0.01,0.005,0.0,0.0,0.0,0.0,0.0
5,F,25,4,English,11,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.00589970501475,0.0737463126844,0.0766961651917,0.0648967551622,0.150442477876,0.194690265487,0.241887905605,0.182890855457,0.00589970501475,0.00294985250737
5,F,25,4,English,12,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.881818181818,0.118181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,F,35,6,English,1,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.404255319149,0.417021276596,0.106382978723,0.0127659574468,0.0127659574468,0.00851063829787,0.0170212765957,0.0127659574468,0.00425531914894,0.00425531914894
6,F,35,6,English,2,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.00485436893204,0.0987055016181,0.13430420712,0.139158576052,0.135922330097,0.139158576052,0.140776699029,0.139158576052,0.0663430420712,0.00161812297735
6,F,35,6,English,3,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.00287356321839,0.00574712643678,0.109195402299,0.10632183908,0.169540229885,0.221264367816,0.227011494253,0.0747126436782,0.0775862068966,0.00574712643678
6,F,35,6,English,4,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.00664451827243,0.0132890365449,0.0398671096346,0.0431893687708,0.046511627907,0.102990033223,0.176079734219,0.285714285714,0.285714285714
6,F,35,6,English,5,man,speed,0,1,5,10,12,14,16,18,20,60,0.305295950156,0.305295950156,0.233644859813,0.0872274143302,0.0280373831776,0.01246105919,0.00934579439252,0.00934579439252,0.00623052959502,0.00311526479751
6,F,35,6,English,6,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.603658536585,0.292682926829,0.0182926829268,0.0121951219512,0.0121951219512,0.0182926829268,0.0182926829268,0.0121951219512,0.0,0.0121951219512
6,F,35,6,English,7,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.117283950617,0.118518518519,0.11975308642,0.120987654321,0.11975308642,0.0962962962963,0.0925925925926,0.0950617283951,0.0950617283951,0.0246913580247
6,F,35,6,English,8,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.00459770114943,0.0183908045977,0.048275862069,0.0505747126437,0.0528735632184,0.0827586206897,0.131034482759,0.170114942529,0.220689655172,0.220689655172
6,F,35,6,English,9,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0028901734104,0.0578034682081,0.0895953757225,0.179190751445,0.257225433526,0.251445086705,0.0722543352601,0.0433526011561,0.0433526011561,0.0028901734104
6,F,35,6,English,10,woman,speed,0,1,5,10,12,14,16,18,20,60,0.347368421053,0.263157894737,0.259649122807,0.0947368421053,0.00350877192982,0.00350877192982,0.00701754385965,0.0105263157895,0.00350877192982,0.00701754385965
6,F,35,6,English,11,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.582352941176,0.311764705882,0.0176470588235,0.00588235294118,0.0117647058824,0.0176470588235,0.0176470588235,0.0117647058824,0.0117647058824,0.0117647058824
6,F,35,6,English,12,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0081799591002,0.00204498977505,0.0531697341513,0.102249488753,0.126789366053,0.153374233129,0.155419222904,0.151329243354,0.0429447852761,0.204498977505
7,M,25,4,english,1,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0969696969697,0.0969696969697,0.129292929293,0.0828282828283,0.107070707071,0.119191919192,0.0888888888889,0.0747474747475,0.109090909091,0.0949494949495
7,M,25,4,english,2,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.432203389831,0.449152542373,0.118644067797,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,M,25,4,english,3,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.262068965517,0.379310344828,0.268965517241,0.0896551724138,0.0,0.0,0.0,0.0,0.0,0.0
7,M,25,4,english,4,man,speed,0,1,5,10,12,14,16,18,20,60,0.248226950355,0.354609929078,0.31914893617,0.0780141843972,0.0,0.0,0.0,0.0,0.0,0.0
7,M,25,4,english,5,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.168421052632,0.147368421053,0.110526315789,0.136842105263,0.173684210526,0.142105263158,0.121052631579,0.0,0.0,0.0
7,M,25,4,english,6,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0125786163522,0.141509433962,0.12893081761,0.119496855346,0.12893081761,0.132075471698,0.0911949685535,0.0943396226415,0.150943396226,0.0
7,M,25,4,english,7,woman,speed,0,1,5,10,12,14,16,18,20,60,0.213414634146,0.286585365854,0.237804878049,0.164634146341,0.0,0.00609756097561,0.00609756097561,0.0182926829268,0.0182926829268,0.0487804878049
7,M,25,4,english,8,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0589887640449,0.0758426966292,0.123595505618,0.126404494382,0.112359550562,0.112359550562,0.134831460674,0.120786516854,0.126404494382,0.00842696629213
7,M,25,4,english,9,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0141843971631,0.127659574468,0.141843971631,0.145390070922,0.145390070922,0.141843971631,0.141843971631,0.141843971631,0.0
7,M,25,4,english,10,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.190721649485,0.221649484536,0.20618556701,0.144329896907,0.0979381443299,0.139175257732,0.0,0.0
7,M,25,4,english,11,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.497512437811,0.497512437811,0.0,0.0,0.0,0.00497512437811,0.0,0.0,0.0,0.0
7,M,25,4,english,12,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.297297297297,0.621621621622,0.0810810810811,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,M,35,0,Spanish_ English,1,man,speed,0,1,5,10,12,14,16,18,20,60,0.271002710027,0.271002710027,0.271002710027,0.116531165312,0.059620596206,0.0,0.00271002710027,0.00542005420054,0.00271002710027,0.0
8,M,35,0,Spanish_ English,2,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.782258064516,0.104838709677,0.0,0.00806451612903,0.0241935483871,0.0241935483871,0.0241935483871,0.00806451612903,0.00806451612903,0.0161290322581
8,M,35,0,Spanish_ English,3,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
8,M,35,0,Spanish_ English,4,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
8,M,35,0,Spanish_ English,5,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.259067357513,0.259067357513,0.259067357513,0.132124352332,0.0388601036269,0.0284974093264,0.00777202072539,0.00518134715026,0.00518134715026,0.00518134715026
8,M,35,0,Spanish_ English,6,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.164744645799,0.164744645799,0.164744645799,0.161449752883,0.164744645799,0.164744645799,0.0148270181219,0.0
8,M,35,0,Spanish_ English,7,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.145348837209,0.142441860465,0.142441860465,0.143895348837,0.140988372093,0.140988372093,0.143895348837,0.0,0.0
8,M,35,0,Spanish_ English,8,woman,speed,0,1,5,10,12,14,16,18,20,60,0.19801980198,0.19801980198,0.192079207921,0.19801980198,0.19801980198,0.00594059405941,0.0019801980198,0.0019801980198,0.0039603960396,0.0019801980198
8,M,35,0,Spanish_ English,9,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.00952380952381,0.0031746031746,0.0,0.00952380952381,0.0031746031746,0.00634920634921,0.174603174603,0.212698412698,0.263492063492,0.31746031746
8,M,35,0,Spanish_ English,10,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.192207792208,0.21038961039,0.241558441558,0.25974025974,0.0779220779221,0.0181818181818,0.0,0.0
8,M,35,0,Spanish_ English,11,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.00254452926209,0.00508905852417,0.0330788804071,0.178117048346,0.254452926209,0.251908396947,0.249363867684,0.0254452926209,0.0
8,M,35,0,Spanish_ English,12,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.840336134454,0.0588235294118,0.0168067226891,0.0168067226891,0.00840336134454,0.0168067226891,0.00840336134454,0.0168067226891,0.00840336134454,0.00840336134454
9,F,25,4,English,1,woman,speed,0,1,5,10,12,14,16,18,20,60,0.23950617284,0.22962962963,0.172839506173,0.106172839506,0.0814814814815,0.0666666666667,0.0567901234568,0.0395061728395,0.00246913580247,0.00493827160494
9,F,25,4,English,2,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00990099009901
9,F,25,4,English,3,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0197628458498,0.0652173913043,0.0750988142292,0.0790513833992,0.0948616600791,0.096837944664,0.100790513834,0.110671936759,0.169960474308,0.187747035573
9,F,25,4,English,4,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.008,0.012,0.02,0.032,0.032,0.044,0.056,0.056,0.368,0.372
9,F,25,4,English,5,man,weight,0,10,100,120,140,160,180,200,220,10000,0.00516351118761,0.0292598967298,0.149741824441,0.15834767642,0.15834767642,0.146299483649,0.141135972461,0.13769363167,0.0740103270224,0.0
9,F,25,4,English,6,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0434782608696,0.148550724638,0.157608695652,0.157608695652,0.143115942029,0.135869565217,0.134057971014,0.0797101449275,0.0
9,F,25,4,English,7,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0350404312668,0.0350404312668,0.142857142857,0.234501347709,0.22102425876,0.207547169811,0.118598382749,0.00269541778976,0.00269541778976
9,F,25,4,English,8,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.063829787234,0.106382978723,0.106382978723,0.106382978723,0.105319148936,0.106382978723,0.106382978723,0.106382978723,0.0989361702128,0.0936170212766
9,F,25,4,English,9,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.011961722488,0.0526315789474,0.0526315789474,0.0909090909091,0.162679425837,0.224880382775,0.212918660287,0.16028708134,0.0263157894737,0.00478468899522
9,F,25,4,English,10,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.803738317757,0.0747663551402,0.0373831775701,0.0373831775701,0.00934579439252,0.00934579439252,0.00934579439252,0.00934579439252,0.0,0.00934579439252
9,F,25,4,English,11,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.688524590164,0.27868852459,0.0,0.00819672131148,0.0,0.00819672131148,0.0,0.00819672131148,0.0,0.00819672131148
9,F,25,4,English,12,man,speed,0,1,5,10,12,14,16,18,20,60,0.194029850746,0.185501066098,0.164179104478,0.147121535181,0.127931769723,0.0831556503198,0.0575692963753,0.0341151385928,0.00639658848614,0.0
10,F,45,4,English,1,woman,speed,0,1,5,10,12,14,16,18,20,60,0.271002710027,0.271002710027,0.271002710027,0.0975609756098,0.0487804878049,0.0271002710027,0.0135501355014,0.0,0.0,0.0
10,F,45,4,English,2,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0577777777778,0.104444444444,0.137777777778,0.177777777778,0.215555555556,0.18,0.102222222222,0.0244444444444,0.0
10,F,45,4,English,3,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0506993006993,0.0944055944056,0.132867132867,0.157342657343,0.174825174825,0.157342657343,0.136363636364,0.0961538461538,0.0
10,F,45,4,English,4,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.606060606061,0.133333333333,0.0727272727273,0.0666666666667,0.0606060606061,0.0606060606061,0.0,0.0,0.0,0.0
10,F,45,4,English,5,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.0267379679144,0.0534759358289,0.131016042781,0.173796791444,0.235294117647,0.208556149733,0.171122994652,0.0
10,F,45,4,English,6,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.0,0.0,0.0,0.0805084745763,0.10593220339,0.118644067797,0.271186440678,0.423728813559
10,F,45,4,English,7,man,speed,0,1,5,10,12,14,16,18,20,60,0.207039337474,0.207039337474,0.207039337474,0.165631469979,0.113871635611,0.0662525879917,0.0227743271222,0.0103519668737,0.0,0.0
10,F,45,4,English,8,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.89,0.09
10,F,45,4,English,9,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0654205607477,0.109034267913,0.165109034268,0.274143302181,0.274143302181,0.0778816199377,0.0218068535826,0.01246105919,0.0
10,F,45,4,English,10,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.11013215859,0.11013215859,0.11013215859,0.11013215859,0.11013215859,0.11013215859,0.11013215859,0.11013215859,0.11013215859,0.00881057268722
10,F,45,4,English,11,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.326797385621,0.326797385621,0.326797385621,0.0196078431373,0.0,0.0,0.0,0.0,0.0,0.0
10,F,45,4,English,12,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,M,45,4,English,1,cheetah,speed,0,1,5,10,12,14,16,18,20,60,0.105485232068,0.105485232068,0.105485232068,0.105485232068,0.105485232068,0.105485232068,0.105485232068,0.104430379747,0.105485232068,0.0516877637131
11,M,45,4,English,2,woman,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.00309119010819,0.15455950541,0.15455950541,0.15455950541,0.15455950541,0.15455950541,0.151468315301,0.0726429675425,0.0
11,M,45,4,English,3,man,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.0377019748654,0.179533213645,0.179533213645,0.179533213645,0.179533213645,0.179533213645,0.064631956912,0.0
11,M,45,4,English,4,hamster,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.943396226415,0.0188679245283,0.0,0.0,0.0188679245283,0.0,0.0,0.0188679245283,0.0,0.0
11,M,45,4,English,5,bird,weight,0,10,100,120,140,160,180,200,220,10000,0.990099009901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00990099009901
11,M,45,4,English,6,elephant,weight,0,10,100,120,140,160,180,200,220,10000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.476439790576,0.523560209424
11,M,45,4,English,7,turtle,speed,0,1,5,10,12,14,16,18,20,60,0.952380952381,0.047619047619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,M,45,4,English,8,man,speed,0,1,5,10,12,14,16,18,20,60,0.289855072464,0.289855072464,0.289855072464,0.130434782609,0.0,0.0,0.0,0.0,0.0,0.0
11,M,45,4,English,9,woman,speed,0,1,5,10,12,14,16,18,20,60,0.487684729064,0.487684729064,0.0246305418719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,M,45,4,English,10,giraffe,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5
11,M,45,4,English,11,man,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.0379403794038,0.143631436314,0.149051490515,0.271002710027,0.205962059621,0.186991869919,0.00542005420054,0.0
11,M,45,4,English,12,woman,height,0,0.5,4,4.5,5,5.5,6,6.5,7,15,0.0,0.0,0.0537634408602,0.268817204301,0.318996415771,0.358422939068,0.0,0.0,0.0,0.0
