"hitid"	"hittypeid"	"title"	"description"	"keywords"	"reward"	"creationtime"	"assignments"	"numavailable"	"numpending"	"numcomplete"	"hitstatus"	"reviewstatus"	"annotation"	"assignmentduration"	"autoapprovaldelay"	"hitlifetime"	"viewhit"	"assignmentid"	"workerid"	"assignmentstatus"	"autoapprovaltime"	"assignmentaccepttime"	"assignmentsubmittime"	"assignmentapprovaltime"	"assignmentrejecttime"	"deadline"	"feedback"	"reject"	"Answer.adjectives"	"Answer.comments"	"Answer.gender"	"Answer.categoryIDs"	"Answer.nativeLanguage"	"Answer.orders"	"Answer.income"	"Answer.animals"	"Answer.age"
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"245D8XMB3Q39TD1BQYF6Z4E0PLEGRH"	"ANJ9V1S2RYOE8"	"Approved"	"Tue Dec 17 01:43:07 PST 2013"	"Mon Dec 16 08:53:56 PST 2013"	"Mon Dec 16 09:03:07 PST 2013"	"Tue Dec 17 01:44:49 PST 2013"	""	""	""	""	"[""large"",""swimmer"",""nocturnal"",""marsupial"",""red"",""buzzer"",""woods"",""glutton"",""worker"",""stripe"",""billy"",""radar"",""legs"",""paw"",""canine"",""fowl"",""food"",""wooly"",""smart"",""feline"",""bait"",""opus"",""horse"",""flyer"",""equnine"",""bug"",""girls"",""barker"",""bunny"",""mammal"",""king"",""siully""]"	"""I'm not sure I did this correctly."""	"""M"""	"[12,32,22,19,14,4,3,25,23,28,17,2,15,21,30,11,8,27,10,7,13,24,31,5,18,1,6,9,26,29,20,16]"	"""english"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""ELEPHANT"",""SHARK"",""OWL"",""KANGAROO"",""FOX"",""BEE"",""BEAR"",""PIG"",""OX"",""TIGER"",""GOAT"",""BAT"",""FROG"",""MONKEY"",""WOLF"",""DUCK"",""COW"",""SHEEP"",""DOLPHIN"",""CAT"",""FISH"",""PENGUIN"",""ZEBRA"",""BIRD"",""HORSE"",""ANT"",""BUFFALO"",""DOG"",""RABBIT"",""WHALE"",""LION"",""GOOSE""]"	"""65"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2S0IUB2YU98JB5JQ78C0LBJEFGWL97"	"A16TESTJICU76L"	"Approved"	"Tue Dec 17 01:43:15 PST 2013"	"Mon Dec 16 09:00:30 PST 2013"	"Mon Dec 16 09:03:15 PST 2013"	"Tue Dec 17 01:44:49 PST 2013"	""	""	""	""	"[""Small"",""Big"",""Weird"",""Scaly"",""Tough"",""Rabid"",""Angery"",""Quiet"",""Slow"",""Silly"",""Scared"",""Polite"",""Snobbish"",""Rare"",""Tame"",""Angry"",""Soft"",""Huge"",""Blind"",""Mad"",""Obedient"",""Funny"",""Wrong"",""Sneaky"",""Apathetic"",""Boring"",""Exciting"",""Spiritual"",""Common"",""Militant"",""Friendly"",""Odd""]"	""""""	"""M"""	"[5,3,14,13,20,21,28,22,8,11,26,24,18,29,16,4,27,12,2,23,9,17,15,32,7,6,19,30,25,1,10,31]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""0"""	"[""BIRD"",""BEAR"",""FOX"",""FISH"",""LION"",""MONKEY"",""TIGER"",""OWL"",""COW"",""DUCK"",""RABBIT"",""PENGUIN"",""HORSE"",""WHALE"",""GOOSE"",""BEE"",""SHEEP"",""ELEPHANT"",""BAT"",""OX"",""DOG"",""GOAT"",""FROG"",""SHARK"",""CAT"",""BUFFALO"",""KANGAROO"",""WOLF"",""PIG"",""ANT"",""DOLPHIN"",""ZEBRA""]"	"""25"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"240LZ6R70G5R3L3DF8MEDWSXQFJO82"	"ALMGT9PRRSHW2"	"Approved"	"Tue Dec 17 01:44:58 PST 2013"	"Mon Dec 16 09:00:51 PST 2013"	"Mon Dec 16 09:04:58 PST 2013"	"Tue Dec 17 01:49:49 PST 2013"	""	""	""	""	"[""brown"",""brown"",""lazy"",""blue"",""stripped"",""black"",""lazy"",""brown"",""orange"",""white"",""dirty"",""slippery"",""stripped"",""fast"",""cool"",""fast"",""brown"",""grey"",""green"",""white"",""blue"",""yellow"",""wise"",""sleepy"",""big"",""white"",""yellow"",""grey"",""white"",""grey"",""black"",""red""]"	""""""	"""M"""	"[19,21,7,5,31,30,9,3,14,27,25,13,28,18,24,26,8,16,15,17,29,11,22,20,6,23,4,10,32,12,2,1]"	"""english"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""6"""	"[""KANGAROO"",""MONKEY"",""CAT"",""BIRD"",""ZEBRA"",""WOLF"",""DOG"",""BEAR"",""FOX"",""SHEEP"",""PIG"",""FISH"",""TIGER"",""HORSE"",""PENGUIN"",""RABBIT"",""COW"",""GOOSE"",""FROG"",""GOAT"",""WHALE"",""DUCK"",""OWL"",""LION"",""BUFFALO"",""OX"",""BEE"",""DOLPHIN"",""SHARK"",""ELEPHANT"",""BAT"",""ANT""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"28SLWSBRI8IU5FOZ5DAHYTLG0DBE2B"	"AO63KMU3PGNJA"	"Approved"	"Tue Dec 17 01:45:10 PST 2013"	"Mon Dec 16 08:36:49 PST 2013"	"Mon Dec 16 09:05:10 PST 2013"	"Tue Dec 17 01:49:49 PST 2013"	""	""	""	""	"[""jump"",""woolly"",""upward"",""sleepy"",""giant"",""yellow"",""helpful"",""downy"",""ravenous"",""intelligent"",""wise"",""streamlined"",""playful"",""surreptitious"",""striped"",""inquisitive"",""soft"",""fierce"",""cooperative"",""soothing"",""nocturnal"",""hardworking"",""twitchy"",""gentle"",""obedient"",""friendly"",""graceful"",""sly"",""hulking"",""docile"",""toothy"",""content""]"	""""""	"""F"""	"[15,27,19,3,12,11,4,16,30,29,22,13,10,32,31,21,7,28,1,18,2,23,26,17,9,24,5,14,6,8,20,25]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""FROG"",""SHEEP"",""KANGAROO"",""BEAR"",""ELEPHANT"",""DUCK"",""BEE"",""GOOSE"",""WOLF"",""WHALE"",""OWL"",""FISH"",""DOLPHIN"",""SHARK"",""ZEBRA"",""MONKEY"",""CAT"",""TIGER"",""ANT"",""HORSE"",""BAT"",""OX"",""RABBIT"",""GOAT"",""DOG"",""PENGUIN"",""BIRD"",""FOX"",""BUFFALO"",""COW"",""LION"",""PIG""]"	"""45"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2DVFDEY5COW0FTH4ZD3RLLCBSFG3U3"	"A24DZU2LIWZQCG"	"Approved"	"Tue Dec 17 01:46:51 PST 2013"	"Mon Dec 16 09:00:36 PST 2013"	"Mon Dec 16 09:06:51 PST 2013"	"Tue Dec 17 01:49:49 PST 2013"	""	""	""	""	"[""Scary"",""Big"",""Cute"",""Pretty"",""Funny"",""Furry"",""mischevious"",""loyal"",""Small"",""Mystical"",""Foreign"",""Vampiric"",""Wise"",""Small"",""Awesome"",""Different"",""Royalty"",""Weird"",""Annoying"",""Mean"",""Slimy"",""Gingantic"",""Huge"",""Usefull"",""Intimidating"",""Alpha"",""Scared"",""Adorable"",""Majestic"",""Dirty"",""Ferocious"",""Tame""]"	""""""	"""F"""	"[30,32,11,10,17,26,21,9,4,6,19,2,22,1,31,13,7,23,5,16,15,29,12,8,3,20,14,24,18,25,28,27]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""WOLF"",""SHARK"",""DUCK"",""DOLPHIN"",""GOAT"",""RABBIT"",""MONKEY"",""DOG"",""BEE"",""BUFFALO"",""KANGAROO"",""BAT"",""OWL"",""ANT"",""ZEBRA"",""FISH"",""CAT"",""OX"",""BIRD"",""GOOSE"",""FROG"",""WHALE"",""ELEPHANT"",""COW"",""BEAR"",""LION"",""FOX"",""PENGUIN"",""HORSE"",""PIG"",""TIGER"",""SHEEP""]"	"""25"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2NXNQYN5F3Q0DTVYUREC2YB96709DL"	"A2FI7CJ3BQ4Y0F"	"Approved"	"Tue Dec 17 01:56:25 PST 2013"	"Mon Dec 16 09:10:57 PST 2013"	"Mon Dec 16 09:16:25 PST 2013"	"Tue Dec 17 01:59:49 PST 2013"	""	""	""	""	"[""stripped"",""strong"",""soft"",""mysterious"",""nocturnal"",""brown"",""viscious"",""fuzzy"",""stripped"",""Australian "",""grey"",""green"",""friendly"",""yellow"",""large"",""grey"",""worker"",""stubborn"",""strong"",""yummy"",""cold"",""scary"",""huge"",""black"",""black"",""funny"",""brown"",""small"",""friendly"",""strong"",""scary"",""nocturnal""]"	""""""	"""F"""	"[31,18,7,14,22,3,32,26,28,19,16,15,10,11,29,12,4,17,1,25,24,30,6,5,27,21,8,13,9,23,20,2]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""6"""	"[""ZEBRA"",""HORSE"",""CAT"",""FOX"",""OWL"",""BEAR"",""SHARK"",""RABBIT"",""TIGER"",""KANGAROO"",""GOOSE"",""FROG"",""DOLPHIN"",""DUCK"",""WHALE"",""ELEPHANT"",""BEE"",""GOAT"",""ANT"",""PIG"",""PENGUIN"",""WOLF"",""BUFFALO"",""BIRD"",""SHEEP"",""MONKEY"",""COW"",""FISH"",""DOG"",""OX"",""LION"",""BAT""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"28I4J3NAB6BFGS5TU39T7TJKA8JFSR"	"A27LGC4MU1R7PQ"	"Approved"	"Tue Dec 17 01:57:19 PST 2013"	"Mon Dec 16 08:23:46 PST 2013"	"Mon Dec 16 09:17:19 PST 2013"	"Tue Dec 17 01:59:49 PST 2013"	""	""	""	""	"[""slimy"",""sly"",""lanky"",""fierce"",""dumb"",""wild"",""giant"",""fearful"",""powerful"",""satanic"",""silly"",""loyal"",""awkward"",""fierce"",""vicious"",""strong"",""sweet"",""playful"",""free"",""dirty"",""fearful"",""spirited"",""persistent"",""slimy"",""intelligent"",""nocturnal"",""treacherous"",""wise"",""clever"",""slow"",""reflective"",""industrious""]"	"""I had some trouble getting the buttons in the survey to work."""	"""M"""	"[13,14,16,20,27,19,29,26,6,17,24,9,11,3,32,23,7,21,5,25,31,18,1,15,10,2,30,22,28,8,12,4]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""0"""	"[""FISH"",""FOX"",""GOOSE"",""LION"",""SHEEP"",""KANGAROO"",""WHALE"",""RABBIT"",""BUFFALO"",""GOAT"",""PENGUIN"",""DOG"",""DUCK"",""BEAR"",""SHARK"",""OX"",""CAT"",""MONKEY"",""BIRD"",""PIG"",""ZEBRA"",""HORSE"",""ANT"",""FROG"",""DOLPHIN"",""BAT"",""WOLF"",""OWL"",""TIGER"",""COW"",""ELEPHANT"",""BEE""]"	"""25"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2PD6VCPWZ9RN798TR6J7YN3IQ8LPAU"	"A3IXDTIS3GTW8K"	"Approved"	"Tue Dec 17 01:58:15 PST 2013"	"Mon Dec 16 09:13:19 PST 2013"	"Mon Dec 16 09:18:15 PST 2013"	"Tue Dec 17 01:59:49 PST 2013"	""	""	""	""	"[""small"",""slimy"",""angry"",""green"",""large"",""loyal"",""smart"",""scary"",""fluffy"",""fearsome"",""cute"",""stupid"",""pointy"",""dangerous"",""quiet"",""exotic"",""jumpy"",""loud"",""smart"",""cold"",""small"",""fast"",""loud"",""dark"",""huge"",""graceful"",""spooky"",""trashy"",""sloppy"",""slow"",""powerful"",""scary""]"	""""""	"""M"""	"[26,13,20,15,6,9,10,2,27,28,7,8,4,32,14,31,19,16,21,24,1,18,11,30,12,5,22,17,25,23,29,3]"	"""english"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""RABBIT"",""FISH"",""LION"",""FROG"",""BUFFALO"",""DOG"",""DOLPHIN"",""BAT"",""SHEEP"",""TIGER"",""CAT"",""COW"",""BEE"",""SHARK"",""FOX"",""ZEBRA"",""KANGAROO"",""GOOSE"",""MONKEY"",""PENGUIN"",""ANT"",""HORSE"",""DUCK"",""WOLF"",""ELEPHANT"",""BIRD"",""OWL"",""GOAT"",""PIG"",""OX"",""WHALE"",""BEAR""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2ZO1INMHGYQ4DGDF7B2FSFFTVQ5K7T"	"A1U4Y3ODOM39QM"	"Approved"	"Tue Dec 17 02:02:57 PST 2013"	"Mon Dec 16 09:02:48 PST 2013"	"Mon Dec 16 09:22:57 PST 2013"	"Tue Dec 17 02:04:49 PST 2013"	""	""	""	""	"[""loud"",""big"",""funny"",""striped"",""fast"",""high"",""smart"",""cold"",""loose"",""green"",""hungry"",""fat"",""loyal"",""fast"",""strong"",""independent"",""scary"",""furry"",""wet"",""fast"",""small"",""big"",""loud"",""slippery"",""striped"",""fat"",""feathered"",""wooly"",""wise"",""quick"",""pouched"",""painful""]"	""""""	"""M"""	"[12,29,21,28,30,5,14,24,16,15,17,25,9,18,23,7,2,3,10,32,1,6,20,13,31,8,11,27,22,26,19,4]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""8"""	"[""ELEPHANT"",""WHALE"",""MONKEY"",""TIGER"",""WOLF"",""BIRD"",""FOX"",""PENGUIN"",""GOOSE"",""FROG"",""GOAT"",""PIG"",""DOG"",""HORSE"",""OX"",""CAT"",""BAT"",""BEAR"",""DOLPHIN"",""SHARK"",""ANT"",""BUFFALO"",""LION"",""FISH"",""ZEBRA"",""COW"",""DUCK"",""SHEEP"",""OWL"",""RABBIT"",""KANGAROO"",""BEE""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2E66AUBXHWSH1SBE502Z2DRQUXGZ39"	"A15EZJS1DROADE"	"Approved"	"Tue Dec 17 02:04:33 PST 2013"	"Mon Dec 16 08:28:25 PST 2013"	"Mon Dec 16 09:24:33 PST 2013"	"Tue Dec 17 02:09:55 PST 2013"	""	""	""	""	"[""hairy"",""hurtful"",""big"",""small"",""dirty"",""scary"",""tiny"",""silly"",""big"",""huge"",""small"",""rough"",""scary"",""tiny"",""annoying"",""hurtful"",""silly"",""hairy"",""hairy"",""loud"",""quiet"",""loud"",""quiet"",""funny"",""big"",""scary"",""smelly"",""huge"",""tiny"",""sneaky"",""big"",""cute""]"	"""thank you"""	"""M"""	"[18,4,8,11,25,2,1,16,3,29,24,23,20,15,17,32,27,9,26,22,10,21,14,19,6,30,13,12,7,31,28,5]"	"""english"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""HORSE"",""BEE"",""COW"",""DUCK"",""PIG"",""BAT"",""ANT"",""GOOSE"",""BEAR"",""WHALE"",""PENGUIN"",""OX"",""LION"",""FROG"",""GOAT"",""SHARK"",""SHEEP"",""DOG"",""RABBIT"",""OWL"",""DOLPHIN"",""MONKEY"",""FOX"",""KANGAROO"",""BUFFALO"",""WOLF"",""FISH"",""ELEPHANT"",""CAT"",""ZEBRA"",""TIGER"",""BIRD""]"	"""25"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"20W5UUKQOYGNC9RSODFG610CPNVFX9"	"A30Q0NPBM0EB2I"	"Approved"	"Tue Dec 17 02:09:10 PST 2013"	"Mon Dec 16 08:47:42 PST 2013"	"Mon Dec 16 09:29:10 PST 2013"	"Tue Dec 17 02:09:56 PST 2013"	""	""	""	""	"[""wet"",""fat"",""dark"",""stupid"",""fierce"",""cute"",""pretty"",""free"",""strong"",""loud"",""dependent"",""funny"",""mean"",""slippery"",""faithful"",""creepy"",""feisty"",""large"",""dirty"",""fast"",""agile"",""large"",""clever"",""smart"",""huge"",""scary"",""enormous "",""amazing"",""nocturnal "",""sneaky"",""hardworking "",""busy""]"	""""""	"""F"""	"[10,8,30,27,3,24,31,5,23,11,16,21,2,13,9,17,19,6,25,26,15,18,14,12,20,32,29,7,22,28,1,4]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""DOLPHIN"",""COW"",""WOLF"",""SHEEP"",""BEAR"",""PENGUIN"",""ZEBRA"",""BIRD"",""OX"",""DUCK"",""GOOSE"",""MONKEY"",""BAT"",""FISH"",""DOG"",""GOAT"",""KANGAROO"",""BUFFALO"",""PIG"",""RABBIT"",""FROG"",""HORSE"",""FOX"",""ELEPHANT"",""LION"",""SHARK"",""WHALE"",""CAT"",""OWL"",""TIGER"",""ANT"",""BEE""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2R0MZ9O9Z6KWYCCFVM8RXLFVXGS2BT"	"ADVIE0ZHLWDDH"	"Approved"	"Tue Dec 17 02:09:59 PST 2013"	"Mon Dec 16 08:23:57 PST 2013"	"Mon Dec 16 09:29:59 PST 2013"	"Tue Dec 17 02:14:55 PST 2013"	""	""	""	""	"[""small"",""mean"",""loud"",""dirty"",""striped"",""black"",""pretty"",""noisy"",""green"",""tiny"",""soft"",""fierce"",""silly"",""huge"",""wobbly"",""sly"",""friendly"",""large"",""soft"",""cuddly"",""big"",""mean"",""small"",""curious"",""huge"",""small"",""cool"",""nice"",""beast"",""jump"",""massive"",""friendly""]"	""""""	"""F"""	"[5,30,16,25,31,2,18,17,15,1,26,20,21,23,24,14,10,28,27,7,6,32,11,4,12,13,22,8,3,19,29,9]"	"""English"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""4"""	"[""BIRD"",""WOLF"",""GOOSE"",""PIG"",""ZEBRA"",""BAT"",""HORSE"",""GOAT"",""FROG"",""ANT"",""RABBIT"",""LION"",""MONKEY"",""OX"",""PENGUIN"",""FOX"",""DOLPHIN"",""TIGER"",""SHEEP"",""CAT"",""BUFFALO"",""SHARK"",""DUCK"",""BEE"",""ELEPHANT"",""FISH"",""OWL"",""COW"",""BEAR"",""KANGAROO"",""WHALE"",""DOG""]"	"""35"""
"28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IXIXKO2L92H8PMF22UYUCCF0RLEDN"	"Fun animal game"	"Write the first word tht comes to mind when you think about different animals. This should take 5 minutes."	"animals,words,language,survey,psychology,experiment"	"$0.50"	"Mon Dec 16 08:19:03 PST 2013"	"40"	"0"	"0"	"40"	"Reviewable"	"NotReviewed"	"1 1"	"7200"	"60000"	"Mon Dec 16 13:46:41 PST 2013"	"http://requester.mturk.com/mturk/manageHIT?HITId=28P0G5R98D8JX84CSXJTTYCIZONTD6"	"2IPMB3Q39Z0B07JT2YVE1ST0OCIUJM"	"A2BNOEYZ3VRW2R"	"Approved"	"Tue Dec 17 02:10:38 PST 2013"	"Mon Dec 16 08:20:39 PST 2013"	"Mon Dec 16 09:30:38 PST 2013"	"Tue Dec 17 02:14:55 PST 2013"	""	""	""	""	"[""winged"",""pouched"",""sleek"",""wise"",""loyal"",""smart"",""scaled"",""limber"",""fierce"",""winged"",""striped"",""sly"",""feathered"",""omnivore"",""bovine"",""large"",""maned"",""jumpy"",""bovine"",""dancing"",""lone"",""cute"",""furry"",""massive"",""spry"",""huge"",""porcine"",""beautiful"",""intelligent"",""waddling"",""strong"",""striped""]"	"""i made a mistake with my adjective for \""sheep\"" - I wrote \""bovine\"" but it should have been \""ovine\"""""	"""F"""	"[2,19,32,22,9,1,13,21,3,5,28,14,16,17,27,29,20,15,8,4,30,24,26,6,7,12,25,18,10,11,23,31]"	"""english"""	"[1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32]"	"""8"""	"[""BAT"",""KANGAROO"",""SHARK"",""OWL"",""DOG"",""ANT"",""FISH"",""MONKEY"",""BEAR"",""BIRD"",""TIGER"",""FOX"",""GOOSE"",""GOAT"",""SHEEP"",""WHALE"",""LION"",""FROG"",""COW"",""BEE"",""WOLF"",""PENGUIN"",""RABBIT"",""BUFFALO"",""CAT"",""ELEPHANT"",""PIG"",""HORSE"",""DOLPHIN"",""DUCK"",""OX"",""ZEBRA""]"	"""65"""
