workerID,gender,age,income,language,order,item,dimension,literal,quality,speaker,person,bin,bin_num,prob
2,M,35,4,english,5,cheetah,speed,lit,fast,man,woman,7-8,4,0.111111111111
2,M,35,4,english,5,cheetah,speed,lit,fast,man,woman,8-9,5,0.109452736318
2,M,35,4,english,5,cheetah,speed,lit,fast,man,woman,9-10,6,0.0928689883914
2,M,35,4,english,5,cheetah,speed,lit,fast,man,woman,10-20,7,0.0845771144279
2,M,35,4,english,5,cheetah,speed,lit,fast,man,woman,20-60,8,0.0878938640133
2,M,35,4,english,5,cheetah,speed,lit,fast,man,woman,>60,9,0.106135986733
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,0-10,0,0.123577235772
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,10-100,1,0.0845528455285
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,100-120,2,0.0926829268293
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,120-140,3,0.112195121951
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,140-160,4,0.10081300813
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,160-180,5,0.0910569105691
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,180-200,6,0.0894308943089
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,200-220,7,0.108943089431
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,220-10000,8,0.105691056911
2,M,35,4,english,6,elephant,weight,fig,heavy,man,man,>10000,9,0.0910569105691
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,0-10,0,0.00864553314121
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,10-100,1,0.0634005763689
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,100-120,2,0.0893371757925
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,120-140,3,0.132564841499
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,140-160,4,0.233429394813
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,160-180,5,0.247838616715
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,180-200,6,0.14121037464
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,200-220,7,0.0835734870317
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,220-10000,8,0.0
3,F,25,4,english,1,elephant,weight,fig,heavy,man,man,>10000,9,0.0
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,0-10,0,0.0
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,10-100,1,0.433035714286
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,100-120,2,0.392857142857
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,120-140,3,0.120535714286
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,140-160,4,0.0357142857143
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,160-180,5,0.0
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,180-200,6,0.0
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,200-220,7,0.00892857142857
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,220-10000,8,0.00446428571429
3,F,25,4,english,2,bird,weight,lit,light,woman,woman,>10000,9,0.00446428571429
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,0-1,0,0.0324324324324
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,1-5,1,0.102702702703
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,5-6,2,0.178378378378
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,6-7,3,0.189189189189
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,7-8,4,0.189189189189
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,8-9,5,0.178378378378
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,9-10,6,0.0918918918919
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,10-20,7,0.0108108108108
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,20-60,8,0.0162162162162
3,F,25,4,english,3,cheetah,speed,lit,fast,man,woman,>60,9,0.0108108108108
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,0-1,0,0.00492610837438
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,1-4,1,0.00492610837438
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,4-4.5,2,0.110016420361
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,4.5-5,3,0.129720853859
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,5-5.5,4,0.146141215107
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,5.5-6,5,0.149425287356
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,6-6.5,6,0.147783251232
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,6.5-7,7,0.151067323481
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,7-15,8,0.155993431856
3,F,25,4,english,4,giraffe,height,fig,tall,woman,man,>15,9,0.0
3,F,25,4,english,5,penguin,height,fig,short,man,woman,0-1,0,0.0
3,F,25,4,english,5,penguin,height,fig,short,man,woman,1-4,1,0.28064516129
3,F,25,4,english,5,penguin,height,fig,short,man,woman,4-4.5,2,0.287096774194
3,F,25,4,english,5,penguin,height,fig,short,man,woman,4.5-5,3,0.3
3,F,25,4,english,5,penguin,height,fig,short,man,woman,5-5.5,4,0.1
3,F,25,4,english,5,penguin,height,fig,short,man,woman,5.5-6,5,0.0322580645161
3,F,25,4,english,5,penguin,height,fig,short,man,woman,6-6.5,6,0.0
3,F,25,4,english,5,penguin,height,fig,short,man,woman,6.5-7,7,0.0
3,F,25,4,english,5,penguin,height,fig,short,man,woman,7-15,8,0.0
3,F,25,4,english,5,penguin,height,fig,short,man,woman,>15,9,0.0
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,0-1,0,0.3671875
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,1-5,1,0.3671875
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,5-6,2,0.265625
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,6-7,3,0.0
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,7-8,4,0.0
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,8-9,5,0.0
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,9-10,6,0.0
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,10-20,7,0.0
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,20-60,8,0.0
3,F,25,4,english,6,turtle,speed,lit,slow,woman,man,>60,9,0.0
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,0-1,0,0.192148760331
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,1-5,1,0.192148760331
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,5-6,2,0.171487603306
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,6-7,3,0.157024793388
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,7-8,4,0.126033057851
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,8-9,5,0.099173553719
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,9-10,6,0.0351239669421
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,10-20,7,0.0103305785124
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,20-60,8,0.0123966942149
4,F,35,6,English,1,cheetah,speed,fig,fast,man,woman,>60,9,0.00413223140496
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,0-10,0,0.00442477876106
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,10-100,1,0.112831858407
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,100-120,2,0.128318584071
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,120-140,3,0.12389380531
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,140-160,4,0.130530973451
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,160-180,5,0.139380530973
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,180-200,6,0.172566371681
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,200-220,7,0.170353982301
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,220-10000,8,0.0176991150442
4,F,35,6,English,2,elephant,weight,lit,heavy,man,woman,>10000,9,0.0
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,0-1,0,0.0161943319838
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,1-4,1,0.0485829959514
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,4-4.5,2,0.0283400809717
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,4.5-5,3,0.0202429149798
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,5-5.5,4,0.0728744939271
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,5.5-6,5,0.14979757085
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,6-6.5,6,0.348178137652
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,6.5-7,7,0.287449392713
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,7-15,8,0.0202429149798
4,F,35,6,English,3,giraffe,height,lit,tall,man,man,>15,9,0.0080971659919
4,F,35,6,English,4,penguin,height,fig,short,woman,man,0-1,0,0.00666666666667
4,F,35,6,English,4,penguin,height,fig,short,woman,man,1-4,1,0.08
4,F,35,6,English,4,penguin,height,fig,short,woman,man,4-4.5,2,0.143333333333
4,F,35,6,English,4,penguin,height,fig,short,woman,man,4.5-5,3,0.163333333333
4,F,35,6,English,4,penguin,height,fig,short,woman,man,5-5.5,4,0.273333333333
4,F,35,6,English,4,penguin,height,fig,short,woman,man,5.5-6,5,0.276666666667
4,F,35,6,English,4,penguin,height,fig,short,woman,man,6-6.5,6,0.0366666666667
4,F,35,6,English,4,penguin,height,fig,short,woman,man,6.5-7,7,0.00333333333333
4,F,35,6,English,4,penguin,height,fig,short,woman,man,7-15,8,0.00666666666667
4,F,35,6,English,4,penguin,height,fig,short,woman,man,>15,9,0.01
4,F,35,6,English,5,bird,weight,fig,light,man,woman,0-10,0,0.0066889632107
4,F,35,6,English,5,bird,weight,fig,light,man,woman,10-100,1,0.257525083612
4,F,35,6,English,5,bird,weight,fig,light,man,woman,100-120,2,0.257525083612
4,F,35,6,English,5,bird,weight,fig,light,man,woman,120-140,3,0.234113712375
4,F,35,6,English,5,bird,weight,fig,light,man,woman,140-160,4,0.120401337793
4,F,35,6,English,5,bird,weight,fig,light,man,woman,160-180,5,0.066889632107
4,F,35,6,English,5,bird,weight,fig,light,man,woman,180-200,6,0.0468227424749
4,F,35,6,English,5,bird,weight,fig,light,man,woman,200-220,7,0.0100334448161
4,F,35,6,English,5,bird,weight,fig,light,man,woman,220-10000,8,0.0
4,F,35,6,English,5,bird,weight,fig,light,man,woman,>10000,9,0.0
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,0-1,0,0.0675675675676
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,1-5,1,0.283783783784
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,5-6,2,0.288288288288
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,6-7,3,0.207207207207
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,7-8,4,0.0810810810811
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,8-9,5,0.0630630630631
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,9-10,6,0.00900900900901
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,10-20,7,0.0
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,20-60,8,0.0
4,F,35,6,English,6,turtle,speed,lit,slow,woman,man,>60,9,0.0
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,0-10,0,0.00311526479751
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,10-100,1,0.00311526479751
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,100-120,2,0.0
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,120-140,3,0.0
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,140-160,4,0.0342679127726
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,160-180,5,0.0654205607477
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,180-200,6,0.1246105919
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,200-220,7,0.165109034268
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,220-10000,8,0.302180685358
5,F,55,11,english,1,elephant,weight,lit,heavy,man,man,>10000,9,0.302180685358
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,0-1,0,0.225
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,1-5,1,0.222727272727
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,5-6,2,0.165909090909
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,6-7,3,0.145454545455
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,7-8,4,0.106818181818
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,8-9,5,0.0795454545455
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,9-10,6,0.0477272727273
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,10-20,7,0.00681818181818
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,20-60,8,0.0
5,F,55,11,english,2,cheetah,speed,lit,fast,woman,woman,>60,9,0.0
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,0-1,0,0.004329004329
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,1-4,1,0.0
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,4-4.5,2,0.0
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,4.5-5,3,0.0
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,5-5.5,4,0.0
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,5.5-6,5,0.125541125541
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,6-6.5,6,0.337662337662
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,6.5-7,7,0.38961038961
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,7-15,8,0.125541125541
5,F,55,11,english,3,giraffe,height,fig,tall,woman,man,>15,9,0.017316017316
5,F,55,11,english,4,penguin,height,fig,short,man,woman,0-1,0,0.0144230769231
5,F,55,11,english,4,penguin,height,fig,short,man,woman,1-4,1,0.0432692307692
5,F,55,11,english,4,penguin,height,fig,short,man,woman,4-4.5,2,0.221153846154
5,F,55,11,english,4,penguin,height,fig,short,man,woman,4.5-5,3,0.461538461538
5,F,55,11,english,4,penguin,height,fig,short,man,woman,5-5.5,4,0.177884615385
5,F,55,11,english,4,penguin,height,fig,short,man,woman,5.5-6,5,0.0384615384615
5,F,55,11,english,4,penguin,height,fig,short,man,woman,6-6.5,6,0.0288461538462
5,F,55,11,english,4,penguin,height,fig,short,man,woman,6.5-7,7,0.0144230769231
5,F,55,11,english,4,penguin,height,fig,short,man,woman,7-15,8,0.0
5,F,55,11,english,4,penguin,height,fig,short,man,woman,>15,9,0.0
5,F,55,11,english,5,bird,weight,lit,light,woman,man,0-10,0,0.00293255131965
5,F,55,11,english,5,bird,weight,lit,light,woman,man,10-100,1,0.0381231671554
5,F,55,11,english,5,bird,weight,lit,light,woman,man,100-120,2,0.0967741935484
5,F,55,11,english,5,bird,weight,lit,light,woman,man,120-140,3,0.266862170088
5,F,55,11,english,5,bird,weight,lit,light,woman,man,140-160,4,0.272727272727
5,F,55,11,english,5,bird,weight,lit,light,woman,man,160-180,5,0.155425219941
5,F,55,11,english,5,bird,weight,lit,light,woman,man,180-200,6,0.0909090909091
5,F,55,11,english,5,bird,weight,lit,light,woman,man,200-220,7,0.0527859237537
5,F,55,11,english,5,bird,weight,lit,light,woman,man,220-10000,8,0.0175953079179
5,F,55,11,english,5,bird,weight,lit,light,woman,man,>10000,9,0.0058651026393
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,0-1,0,0.363970588235
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,1-5,1,0.352941176471
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,5-6,2,0.191176470588
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,6-7,3,0.0441176470588
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,7-8,4,0.0183823529412
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,8-9,5,0.00367647058824
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,9-10,6,0.0
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,10-20,7,0.00735294117647
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,20-60,8,0.00735294117647
5,F,55,11,english,6,turtle,speed,fig,slow,man,woman,>60,9,0.0110294117647
6,F,35,6,English,1,penguin,height,lit,short,man,man,0-1,0,0.0
6,F,35,6,English,1,penguin,height,lit,short,man,man,1-4,1,0.0337078651685
6,F,35,6,English,1,penguin,height,lit,short,man,man,4-4.5,2,0.0449438202247
6,F,35,6,English,1,penguin,height,lit,short,man,man,4.5-5,3,0.0449438202247
6,F,35,6,English,1,penguin,height,lit,short,man,man,5-5.5,4,0.275280898876
6,F,35,6,English,1,penguin,height,lit,short,man,man,5.5-6,5,0.488764044944
6,F,35,6,English,1,penguin,height,lit,short,man,man,6-6.5,6,0.0561797752809
6,F,35,6,English,1,penguin,height,lit,short,man,man,6.5-7,7,0.0337078651685
6,F,35,6,English,1,penguin,height,lit,short,man,man,7-15,8,0.0224719101124
6,F,35,6,English,1,penguin,height,lit,short,man,man,>15,9,0.0
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,0-10,0,0.0
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,10-100,1,0.0
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,100-120,2,0.0382775119617
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,120-140,3,0.0430622009569
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,140-160,4,0.066985645933
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,160-180,5,0.066985645933
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,180-200,6,0.11004784689
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,200-220,7,0.397129186603
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,220-10000,8,0.277511961722
6,F,35,6,English,2,elephant,weight,fig,heavy,woman,man,>10000,9,0.0
6,F,35,6,English,3,giraffe,height,fig,tall,man,woman,0-1,0,0.0
6,F,35,6,English,3,giraffe,height,fig,tall,man,woman,1-4,1,0.0
6,F,35,6,English,3,giraffe,height,fig,tall,man,woman,4-4.5,2,0.0
6,F,35,6,English,3,giraffe,height,fig,tall,man,woman,4.5-5,3,0.0
