workerid,utteranceType,animalType,alterantive,animal,categoryID,QUD,setNum,featureSet,response
0,fig,orig,monkey,monkey,6,f1,1,funny; smart,0.15
0,lit,orig,giraffe,giraffe,8,gen,1,tall; long,0.69
0,lit,orig,giraffe,giraffe,8,gen,4,petite; short,0
0,lit,orig,elephant,elephant,4,f1,2,big; soft,0.32
0,lit,orig,elephant,elephant,4,f1,3,small; hard,0.08
0,lit,orig,elephant,elephant,4,f1,4,small; soft,0.02
0,lit,orig,elephant,elephant,4,f1,1,big; hard,0.76
1,fig,orig,penguin,penguin,7,gen,3,serious; cute,0.07
1,fig,orig,penguin,penguin,7,gen,4,serious; ugly,0.08
1,fig,orig,penguin,penguin,7,gen,1,funny; cute,0.81
1,fig,orig,penguin,penguin,7,gen,2,funny; ugly,0.81
1,lit,orig,panda,panda,5,f2,3,ugly; big,0.59
1,lit,orig,panda,panda,5,f2,2,cute; small,0.59
1,lit,orig,panda,panda,5,f2,4,ugly; small,0.21
1,lit,orig,panda,panda,5,f2,1,cute; big,0.49
1,lit,alt,jaguar,bird,3,gen,2,fast; big,0.72
1,lit,alt,jaguar,bird,3,gen,4,slow; big,0.34
1,lit,alt,jaguar,bird,3,gen,3,slow; small,0.44
1,lit,alt,jaguar,bird,3,gen,1,fast; small,0.82
1,fig,alt,monkey,penguin,7,gen,2,funny; ugly,0.81
1,fig,alt,monkey,penguin,7,gen,3,serious; cute,0.15
1,fig,alt,monkey,penguin,7,gen,4,serious; ugly,0.15
1,fig,alt,monkey,penguin,7,gen,1,funny; cute,0.82
1,fig,orig,ant,ant,1,f1,3,big; industrious,0.49
1,fig,orig,ant,ant,1,f1,1,small; industrious,0.53
1,fig,orig,ant,ant,1,f1,2,small; lazy,0.67
1,fig,orig,ant,ant,1,f1,4,big; lazy,0.46
1,lit,alt,turtle,elephant,4,f2,4,small; soft,0.66
1,lit,alt,turtle,elephant,4,f2,3,small; hard,0.59
1,lit,alt,turtle,elephant,4,f2,2,big; soft,0.56
1,lit,alt,turtle,elephant,4,f2,1,big; hard,0.57
1,fig,alt,hippo,whale,2,f2,2,big; shabby,0.48
1,fig,alt,hippo,whale,2,f2,4,small; shabby,0.43
1,fig,alt,hippo,whale,2,f2,3,small; majestic,0.22
1,fig,alt,hippo,whale,2,f2,1,big; majestic,0.48
1,lit,alt,monkey,monkey,6,gen,4,serious; stupid,0.25
1,lit,alt,monkey,monkey,6,gen,1,funny; smart,0.74
1,lit,alt,monkey,monkey,6,gen,3,serious; smart,0.73
1,lit,alt,monkey,monkey,6,gen,2,funny; stupid,0.29
1,fig,orig,rabbit,rabbit,12,f1,3,slow; cute,0.25
1,fig,orig,rabbit,rabbit,12,f1,1,fast; cute,0.49
1,fig,orig,rabbit,rabbit,12,f1,4,slow; ugly,0.23
1,fig,orig,rabbit,rabbit,12,f1,2,fast; ugly,0.58
1,fig,alt,jaguar,cheetah,9,f1,2,fast; clumsy,0.34
1,fig,alt,jaguar,cheetah,9,f1,1,fast; agile,0.83
1,fig,alt,jaguar,cheetah,9,f1,4,slow; clumsy,0.39
1,fig,alt,jaguar,cheetah,9,f1,3,slow; agile,0.36
1,fig,orig,monkey,monkey,6,f2,1,funny; smart,0.79
1,fig,orig,monkey,monkey,6,f2,2,funny; stupid,0.27
1,fig,orig,monkey,monkey,6,f2,4,serious; stupid,0.27
1,fig,orig,monkey,monkey,6,f2,3,serious; smart,0.75
1,lit,orig,bird,bird,3,f2,1,fast; small,0.67
1,lit,orig,bird,bird,3,f2,4,slow; big,0.31
1,lit,orig,bird,bird,3,f2,2,fast; big,0.64
1,lit,orig,bird,bird,3,f2,3,slow; small,0.32
1,lit,alt,horse,giraffe,8,f1,4,petite; short,0.47
1,lit,alt,horse,giraffe,8,f1,2,tall; short,0.63
1,lit,alt,horse,giraffe,8,f1,3,petite; long,0.49
1,lit,alt,horse,giraffe,8,f1,1,tall; long,0.67
1,lit,orig,lion,lion,11,gen,2,fierce; weak,0.43
1,lit,orig,lion,lion,11,gen,3,gentle; strong,0.46
1,lit,orig,lion,lion,11,gen,1,fierce; strong,0.47
1,lit,orig,lion,lion,11,gen,4,gentle; weak,0.47
1,lit,orig,cheetah,cheetah,9,f1,2,fast; clumsy,0.71
1,lit,orig,cheetah,cheetah,9,f1,1,fast; agile,0.71
1,lit,orig,cheetah,cheetah,9,f1,3,slow; agile,0.4
1,lit,orig,cheetah,cheetah,9,f1,4,slow; clumsy,0.37
1,fig,alt,monkey,ant,1,f1,3,big; industrious,0.41
1,fig,alt,monkey,ant,1,f1,4,big; lazy,0.5
1,fig,alt,monkey,ant,1,f1,2,small; lazy,0.51
1,fig,alt,monkey,ant,1,f1,1,small; industrious,0.5
1,fig,alt,dog,panda,5,f2,4,ugly; small,0.47
1,fig,alt,dog,panda,5,f2,3,ugly; big,0.73
1,fig,alt,dog,panda,5,f2,1,cute; big,0.73
1,fig,alt,dog,panda,5,f2,2,cute; small,0.47
1,fig,alt,horse,lion,11,f2,4,gentle; weak,0.43
1,fig,alt,horse,lion,11,f2,1,fierce; strong,0.74
1,fig,alt,horse,lion,11,f2,3,gentle; strong,0.72
1,fig,alt,horse,lion,11,f2,2,fierce; weak,0.43
1,lit,orig,giraffe,giraffe,8,f1,4,petite; short,0.41
1,lit,orig,giraffe,giraffe,8,f1,2,tall; short,0.38
1,lit,orig,giraffe,giraffe,8,f1,1,tall; long,0.68
1,lit,orig,giraffe,giraffe,8,f1,3,petite; long,0.4
1,fig,orig,elephant,elephant,4,gen,1,big; hard,0.49
1,fig,orig,elephant,elephant,4,gen,3,small; hard,0.49
1,fig,orig,elephant,elephant,4,gen,4,small; soft,0.48
1,fig,orig,elephant,elephant,4,gen,2,big; soft,0.46
1,lit,orig,whale,whale,2,f1,4,small; shabby,0.4
1,lit,orig,whale,whale,2,f1,1,big; majestic,0.68
1,lit,orig,whale,whale,2,f1,2,big; shabby,0.41
1,lit,orig,whale,whale,2,f1,3,small; majestic,0.39
1,fig,alt,turtle,turtle,10,gen,4,fast; weak,0.25
1,fig,alt,turtle,turtle,10,gen,2,slow; weak,0.67
1,fig,alt,turtle,turtle,10,gen,3,fast; strong,0.26
1,fig,alt,turtle,turtle,10,gen,1,slow; strong,0.68
1,lit,alt,jaguar,rabbit,12,f2,4,slow; ugly,0.39
1,lit,alt,jaguar,rabbit,12,f2,3,slow; cute,0.67
1,lit,alt,jaguar,rabbit,12,f2,1,fast; cute,0.68
1,lit,alt,jaguar,rabbit,12,f2,2,fast; ugly,0.45
1,lit,orig,turtle,turtle,10,gen,3,fast; strong,0.67
1,lit,orig,turtle,turtle,10,gen,2,slow; weak,0.49
1,lit,orig,turtle,turtle,10,gen,4,fast; weak,0.7
1,lit,orig,turtle,turtle,10,gen,1,slow; strong,0.48
2,lit,orig,elephant,elephant,4,f2,2,big; soft,0.04
2,lit,orig,elephant,elephant,4,f2,3,small; hard,0.42
2,lit,orig,elephant,elephant,4,f2,4,small; soft,0.06
2,lit,orig,elephant,elephant,4,f2,1,big; hard,0.92
2,fig,orig,bird,bird,3,f1,1,fast; small,0.45
2,fig,orig,bird,bird,3,f1,2,fast; big,0.46
2,fig,orig,bird,bird,3,f1,3,slow; small,0.04
2,fig,orig,bird,bird,3,f1,4,slow; big,0.03
2,fig,alt,horse,lion,11,gen,2,fierce; weak,0.05
2,fig,alt,horse,lion,11,gen,3,gentle; strong,0.21
2,fig,alt,horse,lion,11,gen,1,fierce; strong,0.79
2,fig,alt,horse,lion,11,gen,4,gentle; weak,0.01
2,lit,orig,giraffe,giraffe,8,f2,2,tall; short,0.49
2,lit,orig,giraffe,giraffe,8,f2,4,petite; short,0.09
2,lit,orig,giraffe,giraffe,8,f2,3,petite; long,0.1
2,lit,orig,giraffe,giraffe,8,f2,1,tall; long,0.93
2,lit,orig,panda,panda,5,f2,1,cute; big,0.5
2,lit,orig,panda,panda,5,f2,2,cute; small,0.02
2,lit,orig,panda,panda,5,f2,3,ugly; big,0.5
2,lit,orig,panda,panda,5,f2,4,ugly; small,0.01
2,lit,orig,turtle,turtle,10,gen,2,slow; weak,0.83
2,lit,orig,turtle,turtle,10,gen,1,slow; strong,0.43
2,lit,orig,turtle,turtle,10,gen,3,fast; strong,0.03
2,lit,orig,turtle,turtle,10,gen,4,fast; weak,0.02
2,lit,alt,dog,panda,5,gen,4,ugly; small,0.01
2,lit,alt,dog,panda,5,gen,1,cute; big,0.58
2,lit,alt,dog,panda,5,gen,2,cute; small,0.57
2,lit,alt,dog,panda,5,gen,3,ugly; big,0.04
2,fig,alt,jaguar,bird,3,gen,3,slow; small,0.03
2,fig,alt,jaguar,bird,3,gen,2,fast; big,0.69
2,fig,alt,jaguar,bird,3,gen,4,slow; big,0.01
2,fig,alt,jaguar,bird,3,gen,1,fast; small,0.62
2,lit,orig,penguin,penguin,7,f2,1,funny; cute,0.47
2,lit,orig,penguin,penguin,7,f2,4,serious; ugly,0.03
2,lit,orig,penguin,penguin,7,f2,3,serious; cute,0.49
2,lit,orig,penguin,penguin,7,f2,2,funny; ugly,0.01
2,fig,orig,cheetah,cheetah,9,f1,1,fast; agile,0.94
2,fig,orig,cheetah,cheetah,9,f1,3,slow; agile,0.03
2,fig,orig,cheetah,cheetah,9,f1,2,fast; clumsy,0.49
2,fig,orig,cheetah,cheetah,9,f1,4,slow; clumsy,0.01
2,lit,orig,whale,whale,2,f1,2,big; shabby,0.53
2,lit,orig,whale,whale,2,f1,3,small; majestic,0.03
2,lit,orig,whale,whale,2,f1,4,small; shabby,0.04
2,lit,orig,whale,whale,2,f1,1,big; majestic,0.54
2,fig,alt,hippo,whale,2,f1,1,big; majestic,0.5
2,fig,alt,hippo,whale,2,f1,2,big; shabby,0.64
2,fig,alt,hippo,whale,2,f1,4,small; shabby,0.01
2,fig,alt,hippo,whale,2,f1,3,small; majestic,0.01
2,lit,orig,lion,lion,11,f2,2,fierce; weak,0.02
2,lit,orig,lion,lion,11,f2,4,gentle; weak,0.02
2,lit,orig,lion,lion,11,f2,1,fierce; strong,0.96
2,lit,orig,lion,lion,11,f2,3,gentle; strong,0.44
2,lit,alt,jaguar,cheetah,9,gen,1,fast; agile,0.98
2,lit,alt,jaguar,cheetah,9,gen,4,slow; clumsy,0.03
2,lit,alt,jaguar,cheetah,9,gen,2,fast; clumsy,0.45
2,lit,alt,jaguar,cheetah,9,gen,3,slow; agile,0.01
2,lit,alt,monkey,monkey,6,f1,4,serious; stupid,0.01
2,lit,alt,monkey,monkey,6,f1,3,serious; smart,0.02
2,lit,alt,monkey,monkey,6,f1,1,funny; smart,0.58
2,lit,alt,monkey,monkey,6,f1,2,funny; stupid,0.44
2,fig,alt,jaguar,rabbit,12,gen,2,fast; ugly,0.53
2,fig,alt,jaguar,rabbit,12,gen,1,fast; cute,0.52
2,fig,alt,jaguar,rabbit,12,gen,4,slow; ugly,0.01
2,fig,alt,jaguar,rabbit,12,gen,3,slow; cute,0.02
2,lit,alt,turtle,elephant,4,f2,4,small; soft,0.01
2,lit,alt,turtle,elephant,4,f2,3,small; hard,0.45
2,lit,alt,turtle,elephant,4,f2,1,big; hard,0.57
2,lit,alt,turtle,elephant,4,f2,2,big; soft,0.02
2,fig,alt,monkey,penguin,7,f1,2,funny; ugly,0.48
2,fig,alt,monkey,penguin,7,f1,4,serious; ugly,0.12
2,fig,alt,monkey,penguin,7,f1,3,serious; cute,0.03
2,fig,alt,monkey,penguin,7,f1,1,funny; cute,0.53
2,fig,alt,horse,giraffe,8,f1,3,petite; long,0.02
2,fig,alt,horse,giraffe,8,f1,2,tall; short,0.15
2,fig,alt,horse,giraffe,8,f1,1,tall; long,0.93
2,fig,alt,horse,giraffe,8,f1,4,petite; short,0.01
2,fig,orig,monkey,monkey,6,f2,1,funny; smart,0.19
2,fig,orig,monkey,monkey,6,f2,3,serious; smart,0.1
2,fig,orig,monkey,monkey,6,f2,4,serious; stupid,0.47
2,fig,orig,monkey,monkey,6,f2,2,funny; stupid,0.41
2,fig,orig,rabbit,rabbit,12,gen,4,slow; ugly,0.02
2,fig,orig,rabbit,rabbit,12,gen,2,fast; ugly,0.42
2,fig,orig,rabbit,rabbit,12,gen,3,slow; cute,0.02
2,fig,orig,rabbit,rabbit,12,gen,1,fast; cute,0.65
2,fig,alt,turtle,turtle,10,f1,3,fast; strong,0.01
2,fig,alt,turtle,turtle,10,f1,1,slow; strong,0.46
2,fig,alt,turtle,turtle,10,f1,2,slow; weak,0.45
2,fig,alt,turtle,turtle,10,f1,4,fast; weak,0.04
2,lit,alt,monkey,ant,1,gen,1,small; industrious,0.47
2,lit,alt,monkey,ant,1,gen,3,big; industrious,0.03
2,lit,alt,monkey,ant,1,gen,2,small; lazy,0.33
2,lit,alt,monkey,ant,1,gen,4,big; lazy,0.03
2,fig,orig,ant,ant,1,f2,3,big; industrious,0.06
2,fig,orig,ant,ant,1,f2,2,small; lazy,0.01
2,fig,orig,ant,ant,1,f2,1,small; industrious,0.92
2,fig,orig,ant,ant,1,f2,4,big; lazy,0.01
3,lit,alt,jaguar,cheetah,9,gen,2,fast; clumsy,0.21
3,lit,alt,jaguar,cheetah,9,gen,4,slow; clumsy,0.17
3,lit,alt,jaguar,cheetah,9,gen,3,slow; agile,0.08
3,lit,alt,jaguar,cheetah,9,gen,1,fast; agile,0.72
3,fig,alt,dog,panda,5,f2,4,ugly; small,0.07
3,fig,alt,dog,panda,5,f2,1,cute; big,0.57
3,fig,alt,dog,panda,5,f2,3,ugly; big,0.47
3,fig,alt,dog,panda,5,f2,2,cute; small,0.05
3,lit,alt,hippo,whale,2,f2,3,small; majestic,0.74
3,lit,alt,hippo,whale,2,f2,2,big; shabby,0.04
3,lit,alt,hippo,whale,2,f2,4,small; shabby,0.07
3,lit,alt,hippo,whale,2,f2,1,big; majestic,0.71
3,fig,orig,giraffe,giraffe,8,gen,2,tall; short,0
3,fig,orig,giraffe,giraffe,8,gen,1,tall; long,1
3,fig,orig,giraffe,giraffe,8,gen,4,petite; short,0
3,fig,orig,giraffe,giraffe,8,gen,3,petite; long,0.41
3,fig,orig,elephant,elephant,4,gen,3,small; hard,0
3,fig,orig,elephant,elephant,4,gen,4,small; soft,0
3,fig,orig,elephant,elephant,4,gen,1,big; hard,0.71
3,fig,orig,elephant,elephant,4,gen,2,big; soft,0.46
3,lit,orig,monkey,monkey,6,f1,3,serious; smart,0
3,lit,orig,monkey,monkey,6,f1,1,funny; smart,0.84
3,lit,orig,monkey,monkey,6,f1,2,funny; stupid,0.56
3,lit,orig,monkey,monkey,6,f1,4,serious; stupid,0
3,fig,orig,whale,whale,2,gen,4,small; shabby,0
3,fig,orig,whale,whale,2,gen,1,big; majestic,0.57
3,fig,orig,whale,whale,2,gen,2,big; shabby,0.47
3,fig,orig,whale,whale,2,gen,3,small; majestic,0
3,lit,alt,monkey,ant,1,gen,4,big; lazy,0
3,lit,alt,monkey,ant,1,gen,2,small; lazy,0.31
3,lit,alt,monkey,ant,1,gen,3,big; industrious,0
3,lit,alt,monkey,ant,1,gen,1,small; industrious,0.68
3,lit,orig,penguin,penguin,7,f2,3,serious; cute,0.75
3,lit,orig,penguin,penguin,7,f2,2,funny; ugly,0
3,lit,orig,penguin,penguin,7,f2,1,funny; cute,0.7
3,lit,orig,penguin,penguin,7,f2,4,serious; ugly,0
3,lit,alt,horse,giraffe,8,f2,2,tall; short,0
3,lit,alt,horse,giraffe,8,f2,4,petite; short,0
3,lit,alt,horse,giraffe,8,f2,1,tall; long,0.94
3,lit,alt,horse,giraffe,8,f2,3,petite; long,0.4
3,fig,orig,cheetah,cheetah,9,f1,4,slow; clumsy,0
3,fig,orig,cheetah,cheetah,9,f1,1,fast; agile,1
3,fig,orig,cheetah,cheetah,9,f1,3,slow; agile,0
3,fig,orig,cheetah,cheetah,9,f1,2,fast; clumsy,0.25
3,fig,alt,horse,lion,11,f1,2,fierce; weak,0
3,fig,alt,horse,lion,11,f1,3,gentle; strong,0.99
3,fig,alt,horse,lion,11,f1,1,fierce; strong,0.05
3,fig,alt,horse,lion,11,f1,4,gentle; weak,0.5
3,fig,orig,panda,panda,5,f2,2,cute; small,0
3,fig,orig,panda,panda,5,f2,3,ugly; big,0.12
3,fig,orig,panda,panda,5,f2,1,cute; big,1
3,fig,orig,panda,panda,5,f2,4,ugly; small,0
3,lit,orig,rabbit,rabbit,12,f1,4,slow; ugly,0
3,lit,orig,rabbit,rabbit,12,f1,2,fast; ugly,0.49
3,lit,orig,rabbit,rabbit,12,f1,3,slow; cute,0
3,lit,orig,rabbit,rabbit,12,f1,1,fast; cute,0.62
3,fig,alt,turtle,elephant,4,f2,3,small; hard,0.89
3,fig,alt,turtle,elephant,4,f2,2,big; soft,0
3,fig,alt,turtle,elephant,4,f2,4,small; soft,0
3,fig,alt,turtle,elephant,4,f2,1,big; hard,0.43
3,fig,orig,bird,bird,3,gen,4,slow; big,0
3,fig,orig,bird,bird,3,gen,3,slow; small,0
3,fig,orig,bird,bird,3,gen,1,fast; small,0.83
3,fig,orig,bird,bird,3,gen,2,fast; big,0
3,lit,orig,lion,lion,11,f1,1,fierce; strong,0.88
3,lit,orig,lion,lion,11,f1,2,fierce; weak,0.07
3,lit,orig,lion,lion,11,f1,4,gentle; weak,0
3,lit,orig,lion,lion,11,f1,3,gentle; strong,0
3,lit,alt,jaguar,bird,3,f1,2,fast; big,0.41
3,lit,alt,jaguar,bird,3,f1,3,slow; small,0
3,lit,alt,jaguar,bird,3,f1,1,fast; small,0.6
3,lit,alt,jaguar,bird,3,f1,4,slow; big,0
3,fig,alt,turtle,turtle,10,f1,1,slow; strong,0.37
3,fig,alt,turtle,turtle,10,f1,4,fast; weak,0
3,fig,alt,turtle,turtle,10,f1,3,fast; strong,0
3,fig,alt,turtle,turtle,10,f1,2,slow; weak,0.67
3,lit,orig,ant,ant,1,gen,4,big; lazy,0
3,lit,orig,ant,ant,1,gen,1,small; industrious,0.76
3,lit,orig,ant,ant,1,gen,3,big; industrious,0
3,lit,orig,ant,ant,1,gen,2,small; lazy,0.46
3,fig,alt,jaguar,rabbit,12,f2,1,fast; cute,0.95
3,fig,alt,jaguar,rabbit,12,f2,3,slow; cute,0
3,fig,alt,jaguar,rabbit,12,f2,4,slow; ugly,0
3,fig,alt,jaguar,rabbit,12,f2,2,fast; ugly,0
3,fig,orig,turtle,turtle,10,f2,3,fast; strong,0
3,fig,orig,turtle,turtle,10,f2,4,fast; weak,0
3,fig,orig,turtle,turtle,10,f2,1,slow; strong,0.79
3,fig,orig,turtle,turtle,10,f2,2,slow; weak,0.11
3,lit,alt,monkey,monkey,6,f1,4,serious; stupid,0
3,lit,alt,monkey,monkey,6,f1,3,serious; smart,0
3,lit,alt,monkey,monkey,6,f1,2,funny; stupid,0.45
3,lit,alt,monkey,monkey,6,f1,1,funny; smart,0.57
3,lit,alt,monkey,penguin,7,gen,3,serious; cute,0
3,lit,alt,monkey,penguin,7,gen,4,serious; ugly,0
3,lit,alt,monkey,penguin,7,gen,1,funny; cute,0.73
3,lit,alt,monkey,penguin,7,gen,2,funny; ugly,0.49
4,fig,alt,monkey,ant,1,gen,1,small; industrious,0.8
4,fig,alt,monkey,ant,1,gen,4,big; lazy,0.13
4,fig,alt,monkey,ant,1,gen,3,big; industrious,0.03
4,fig,alt,monkey,ant,1,gen,2,small; lazy,0.04
4,fig,orig,elephant,elephant,4,gen,3,small; hard,0.01
4,fig,orig,elephant,elephant,4,gen,2,big; soft,0.92
4,fig,orig,elephant,elephant,4,gen,4,small; soft,0.02
4,fig,orig,elephant,elephant,4,gen,1,big; hard,0.02
4,lit,alt,dog,panda,5,f2,3,ugly; big,0.02
4,lit,alt,dog,panda,5,f2,4,ugly; small,0.03
4,lit,alt,dog,panda,5,f2,2,cute; small,0
4,lit,alt,dog,panda,5,f2,1,cute; big,1
4,lit,alt,horse,lion,11,f1,1,fierce; strong,0.97
4,lit,alt,horse,lion,11,f1,2,fierce; weak,0
4,lit,alt,horse,lion,11,f1,3,gentle; strong,0.02
4,lit,alt,horse,lion,11,f1,4,gentle; weak,0.03
4,fig,orig,turtle,turtle,10,f2,3,fast; strong,0.01
4,fig,orig,turtle,turtle,10,f2,4,fast; weak,0.01
4,fig,orig,turtle,turtle,10,f2,1,slow; strong,0.16
4,fig,orig,turtle,turtle,10,f2,2,slow; weak,1
4,lit,alt,monkey,monkey,6,f1,4,serious; stupid,0.01
4,lit,alt,monkey,monkey,6,f1,3,serious; smart,0
4,lit,alt,monkey,monkey,6,f1,2,funny; stupid,0.03
4,lit,alt,monkey,monkey,6,f1,1,funny; smart,1
4,lit,alt,jaguar,rabbit,12,f2,1,fast; cute,1
4,lit,alt,jaguar,rabbit,12,f2,2,fast; ugly,0.01
4,lit,alt,jaguar,rabbit,12,f2,3,slow; cute,0.03
4,lit,alt,jaguar,rabbit,12,f2,4,slow; ugly,0
4,lit,alt,jaguar,cheetah,9,gen,4,slow; clumsy,0.03
4,lit,alt,jaguar,cheetah,9,gen,2,fast; clumsy,0.02
4,lit,alt,jaguar,cheetah,9,gen,3,slow; agile,0
4,lit,alt,jaguar,cheetah,9,gen,1,fast; agile,1
4,lit,orig,whale,whale,2,f2,2,big; shabby,0
4,lit,orig,whale,whale,2,f2,1,big; majestic,1
4,lit,orig,whale,whale,2,f2,3,small; majestic,0.01
4,lit,orig,whale,whale,2,f2,4,small; shabby,0
4,lit,orig,bird,bird,3,f1,4,slow; big,0.02
4,lit,orig,bird,bird,3,f1,2,fast; big,0.01
4,lit,orig,bird,bird,3,f1,3,slow; small,0.02
4,lit,orig,bird,bird,3,f1,1,fast; small,1
4,fig,orig,cheetah,cheetah,9,gen,4,slow; clumsy,0.01
4,fig,orig,cheetah,cheetah,9,gen,1,fast; agile,1
4,fig,orig,cheetah,cheetah,9,gen,2,fast; clumsy,0.03
4,fig,orig,cheetah,cheetah,9,gen,3,slow; agile,0.02
4,fig,orig,ant,ant,1,gen,4,big; lazy,0.04
