workerid,gender,age,income,categoryID,order,animal,f1,f2,f3,f1prob_animal,f2prob_animal,f3prob_animal,f1prob_person,f2prob_person,f3prob_person
A2STEFCSDKQ7OR,M,45,4,24,5,penguin,cold,cute,funny,0.8,0.825,0.825,0.675,0.7,0.875
A2STEFCSDKQ7OR,M,45,4,30,6,whale,large,graceful,majestic,0.8,0.825,0.85,0.825,0.65,0.55
A2STEFCSDKQ7OR,M,45,4,5,7,bird,small,graceful,free,0.775,0.825,0.825,0.825,0.925,0.65
A2STEFCSDKQ7OR,M,45,4,6,8,buffalo,big,strong,wild,0.8,0.875,0.85,0.625,0.775,0.45
A2STEFCSDKQ7OR,M,45,4,16,9,goat,funny,hungry,loud,0.75,0.75,0.725,0.75,0.6,0.9
A2STEFCSDKQ7OR,M,45,4,1,10,ant,small,strong,busy,0.75,0.85,0.875,0.825,0.85,0.95
A2STEFCSDKQ7OR,M,45,4,21,11,monkey,funny,smart,playful,0.825,0.85,0.875,0.9,0.85,0.675
A2STEFCSDKQ7OR,M,45,4,15,12,frog,slimy,noisy,jumpy,0.7,0.75,0.825,0.05,0.6,0.125
A2STEFCSDKQ7OR,M,45,4,26,13,rabbit,fast,furry,cute,0.7,0.825,0.875,0.725,0.05,0.925
A2STEFCSDKQ7OR,M,45,4,4,14,bee,busy,small,angry,0.775,0.75,0.575,0.8,0.8,0.625
A2STEFCSDKQ7OR,M,45,4,19,15,kangaroo,jumpy,bouncy,cute,0.675,0.7,0.675,0.275,0.15,0.6
A2STEFCSDKQ7OR,M,45,4,7,16,cat,independent,lazy,soft,0.7,0.8,0.775,0.825,0.575,0.175
A2STEFCSDKQ7OR,M,45,4,27,17,shark,scary,mean,dangerous,0.775,0.775,0.8,0.575,0.7,0.375
A2STEFCSDKQ7OR,M,45,4,17,18,goose,loud,mean,annoying,0.75,0.75,0.7,0.85,0.625,0.3
A2STEFCSDKQ7OR,M,45,4,25,19,pig,dirty,fat,smelly,0.75,0.675,0.7,0.175,0.15,0.075
A2STEFCSDKQ7OR,M,45,4,14,20,fox,sly,smart,pretty,0.725,0.725,0.575,0.15,0.75,0.575
A2STEFCSDKQ7OR,M,45,4,9,21,dog,loyal,friendly,happy,0.8,0.65,0.625,0.75,0.7,0.7
A2STEFCSDKQ7OR,M,45,4,13,22,fish,scaly,wet,smelly,0.775,0.675,0.775,0.05,0.5,0.3
A2STEFCSDKQ7OR,M,45,4,20,23,lion,scary,strong,ferocious,0.8,0.725,0.8,0.25,0.7,0.325
A2STEFCSDKQ7OR,M,45,4,23,24,ox,strong,big,slow,0.725,0.675,0.85,0.65,0.225,0.325
A2STEFCSDKQ7OR,M,45,4,2,25,bat,scary,blind,nocturnal,0.85,0.775,0.625,0.4,0.275,0.4
A2STEFCSDKQ7OR,M,45,4,29,26,tiger,striped,fierce,scary,0.675,0.675,0.825,0.15,0.325,0.1
A2STEFCSDKQ7OR,M,45,4,12,27,elephant,huge,smart,heavy,0.75,0.65,0.8,0.625,0.625,0.7
A2STEFCSDKQ7OR,M,45,4,22,28,owl,wise,quiet,nocturnal,0.7,0.775,0.65,0.675,0.8,0.3
A2STEFCSDKQ7OR,M,45,4,8,29,cow,fat,lazy,dumb,0.825,0.775,0.875,0.3,0.375,0.15
A2STEFCSDKQ7OR,M,45,4,32,30,zebra,striped,exotic,fast,0.7,0.675,0.75,0.15,0.1,0.625
A2STEFCSDKQ7OR,M,45,4,3,31,bear,scary,big,fierce,0.95,0.925,0.95,0.125,0.575,0.075
A2STEFCSDKQ7OR,M,45,4,18,32,horse,fast,strong,beautiful,0.825,0.8,0.825,0.575,0.7,0.5
AOKL1VMB701ID,M,25,4,9,1,dog,loyal,friendly,happy,0.7,0.725,0.7,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,6,2,buffalo,big,strong,wild,0.8,0.8,0.775,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,23,3,ox,strong,big,slow,0.725,0.725,0.525,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,20,4,lion,scary,strong,ferocious,0.575,0.575,0.65,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,15,5,frog,slimy,noisy,jumpy,0.675,0.325,0.675,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,1,6,ant,small,strong,busy,0.95,0.55,0.575,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,11,7,duck,loud,cute,quacking,0.475,0.45,0.525,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,14,8,fox,sly,smart,pretty,0.7,0.55,0.575,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,28,9,sheep,wooly,fluffy,dumb,0.825,0.6,0.725,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,12,10,elephant,huge,smart,heavy,1,0.425,1,0.525,0.5,0.5
AOKL1VMB701ID,M,25,4,13,11,fish,scaly,wet,smelly,0.575,1,0.8,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,5,12,bird,small,graceful,free,0.475,0.5,0.5,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,19,13,kangaroo,jumpy,bouncy,cute,0.725,0.55,0.5,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,24,14,penguin,cold,cute,funny,0.5,0.5,0.25,0.5,0.5,0.575
AOKL1VMB701ID,M,25,4,2,15,bat,scary,blind,nocturnal,0.75,0.85,0.875,0.5,0.3,0.5
AOKL1VMB701ID,M,25,4,26,16,rabbit,fast,furry,cute,0.725,0.725,0.575,0.5,0.4,0.5
AOKL1VMB701ID,M,25,4,3,17,bear,scary,big,fierce,0.75,0.875,0.6,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,4,18,bee,busy,small,angry,0.575,0.75,0.7,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,21,19,monkey,funny,smart,playful,0.35,0.45,0.475,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,22,20,owl,wise,quiet,nocturnal,0.5,0.7,0.75,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,30,21,whale,large,graceful,majestic,0.95,0.55,0.6,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,8,22,cow,fat,lazy,dumb,0.775,0.75,0.55,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,16,23,goat,funny,hungry,loud,0.35,0.55,0.5,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,32,24,zebra,striped,exotic,fast,0.875,0.575,0.625,0.2,0.325,0.5
AOKL1VMB701ID,M,25,4,31,25,wolf,scary,mean,angry,0.725,0.7,0.675,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,29,26,tiger,striped,fierce,scary,0.7,0.7,0.7,0.25,0.5,0.5
AOKL1VMB701ID,M,25,4,25,27,pig,dirty,fat,smelly,0.775,0.7,0.7,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,17,28,goose,loud,mean,annoying,0.6,0.8,0.65,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,18,29,horse,fast,strong,beautiful,0.675,0.625,0.425,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,10,30,dolphin,smart,friendly,playful,0.575,0.5,0.5,0.5,0.5,0.5
AOKL1VMB701ID,M,25,4,7,31,cat,independent,lazy,soft,0.775,1,0.725,0.5,0.5,0.45
AOKL1VMB701ID,M,25,4,27,32,shark,scary,mean,dangerous,0.625,0.65,0.925,0.5,0.5,0.5
A23WUGO7QEG2QC,F,35,11,4,1,bee,busy,small,angry,1,1,0.275,0.5,0.5,0.5
A23WUGO7QEG2QC,F,35,11,32,2,zebra,striped,exotic,fast,1,0.575,0.825,0,0.3,0.5
A23WUGO7QEG2QC,F,35,11,13,3,fish,scaly,wet,smelly,0.95,0.95,0.725,0.025,0.6,0.3
A23WUGO7QEG2QC,F,35,11,29,4,tiger,striped,fierce,scary,0.975,0.975,0.975,0.025,0.5,0.5
A23WUGO7QEG2QC,F,35,11,7,5,cat,independent,lazy,soft,0.975,0.3,0.975,0.5,0.5,0.3
A23WUGO7QEG2QC,F,35,11,1,6,ant,small,strong,busy,1,1,1,0.5,0.6,0.5
A23WUGO7QEG2QC,F,35,11,2,7,bat,scary,blind,nocturnal,0.3,0.9,0.975,0.25,0.25,0.25
A23WUGO7QEG2QC,F,35,11,21,8,monkey,funny,smart,playful,0.4,0.95,0.95,0.5,0.5,0.5
A23WUGO7QEG2QC,F,35,11,18,9,horse,fast,strong,beautiful,0.975,0.975,0.625,0.5,0.625,0.4
A23WUGO7QEG2QC,F,35,11,9,10,dog,loyal,friendly,happy,1,0.6,0.6,0.5,0.5,0.5
A23WUGO7QEG2QC,F,35,11,12,11,elephant,huge,smart,heavy,0.975,0.975,0.975,0.275,0.5,0.6
A23WUGO7QEG2QC,F,35,11,3,12,bear,scary,big,fierce,0.975,0.975,0.975,0.3,0.45,0.5
A23WUGO7QEG2QC,F,35,11,28,13,sheep,wooly,fluffy,dumb,0.975,0.975,0.575,0.025,0.025,0.425
A23WUGO7QEG2QC,F,35,11,20,14,lion,scary,strong,ferocious,0.95,0.95,0.925,0.275,0.575,0.375
A23WUGO7QEG2QC,F,35,11,25,15,pig,dirty,fat,smelly,0.725,0.725,0.7,0.3,0.6,0.275
A23WUGO7QEG2QC,F,35,11,6,16,buffalo,big,strong,wild,0.975,0.975,0.975,0.6,0.6,0.5
A23WUGO7QEG2QC,F,35,11,14,17,fox,sly,smart,pretty,0.975,1,0.275,0.5,0.5,0.275
A23WUGO7QEG2QC,F,35,11,15,18,frog,slimy,noisy,jumpy,0.825,0.825,0.825,0,0.5,0.5
A23WUGO7QEG2QC,F,35,11,22,19,owl,wise,quiet,nocturnal,1,0.925,1,0.5,0.5,0.3
A23WUGO7QEG2QC,F,35,11,23,20,ox,strong,big,slow,0.975,0.975,0.725,0.6,0.575,0.5
A23WUGO7QEG2QC,F,35,11,27,21,shark,scary,mean,dangerous,0.925,0.725,0.725,0.275,0.5,0.3
A23WUGO7QEG2QC,F,35,11,16,22,goat,funny,hungry,loud,0.3,0.725,0.275,0.5,0.725,0.5
A23WUGO7QEG2QC,F,35,11,31,23,wolf,scary,mean,angry,0.925,0.7,0.4,0.275,0.5,0.575
A23WUGO7QEG2QC,F,35,11,19,24,kangaroo,jumpy,bouncy,cute,1,1,0.7,0.5,0.5,0.4
A23WUGO7QEG2QC,F,35,11,8,25,cow,fat,lazy,dumb,0.4,0.4,0.4,0.55,0.5,0.425
A23WUGO7QEG2QC,F,35,11,30,26,whale,large,graceful,majestic,0.975,0.975,0.975,0.55,0.3,0.275
A23WUGO7QEG2QC,F,35,11,17,27,goose,loud,mean,annoying,0.975,0.3,0.3,0.5,0.5,0.475
A23WUGO7QEG2QC,F,35,11,10,28,dolphin,smart,friendly,playful,0.875,0.725,0.725,0.5,0.5,0.475
A23WUGO7QEG2QC,F,35,11,5,29,bird,small,graceful,free,0.55,0.7,0.55,0.425,0.4,0.375
A23WUGO7QEG2QC,F,35,11,24,30,penguin,cold,cute,funny,0.725,0.725,0.275,0.375,0.3,0.45
A23WUGO7QEG2QC,F,35,11,26,31,rabbit,fast,furry,cute,0.925,0.95,0.725,0.5,0.025,0.45
A23WUGO7QEG2QC,F,35,11,11,32,duck,loud,cute,quacking,0.725,0.6,0.7,0.5,0.45,0.15
AJPM6IYSA2U31,F,45,11,24,1,penguin,cold,cute,funny,0.725,0.725,0.725,0.05,0.275,0.5
AJPM6IYSA2U31,F,45,11,4,2,bee,busy,small,angry,0.725,0.95,0.725,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,15,3,frog,slimy,noisy,jumpy,0.725,0.725,0.95,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,25,4,pig,dirty,fat,smelly,0.725,0.725,0.7,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,3,5,bear,scary,big,fierce,0.725,0.725,0.725,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,19,6,kangaroo,jumpy,bouncy,cute,0.725,0.925,0.3,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,26,7,rabbit,fast,furry,cute,0.725,0.95,0.95,0.5,0.275,0.5
AJPM6IYSA2U31,F,45,11,22,8,owl,wise,quiet,nocturnal,0.925,0.7,0.95,0.5,0.5,0.275
AJPM6IYSA2U31,F,45,11,18,9,horse,fast,strong,beautiful,0.725,0.725,0.725,0.275,0.5,0.5
AJPM6IYSA2U31,F,45,11,29,10,tiger,striped,fierce,scary,0.925,0.725,0.725,0.05,0.275,0.275
AJPM6IYSA2U31,F,45,11,31,11,wolf,scary,mean,angry,0.725,0.725,0.725,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,30,12,whale,large,graceful,majestic,0.925,0.725,0.725,0.5,0.275,0.275
AJPM6IYSA2U31,F,45,11,23,13,ox,strong,big,slow,0.725,0.725,0.725,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,20,14,lion,scary,strong,ferocious,0.9,0.7,0.925,0.3,0.5,0.3
AJPM6IYSA2U31,F,45,11,12,15,elephant,huge,smart,heavy,0.725,0.725,0.925,0.275,0.5,0.3
AJPM6IYSA2U31,F,45,11,2,16,bat,scary,blind,nocturnal,0.5,0.5,0.925,0.5,0.5,0.275
AJPM6IYSA2U31,F,45,11,16,17,goat,funny,hungry,loud,0.5,0.725,0.5,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,10,18,dolphin,smart,friendly,playful,0.725,0.725,0.725,0.5,0.5,0.275
AJPM6IYSA2U31,F,45,11,17,19,goose,loud,mean,annoying,0.725,0.725,0.725,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,21,20,monkey,funny,smart,playful,0.725,0.725,0.725,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,5,21,bird,small,graceful,free,0.7,0.7,0.725,0.275,0.275,0.7
AJPM6IYSA2U31,F,45,11,14,22,fox,sly,smart,pretty,0.725,0.725,0.725,0.5,0.5,0.275
AJPM6IYSA2U31,F,45,11,6,23,buffalo,big,strong,wild,0.75,0.75,0.875,0.5,0.5,0.275
AJPM6IYSA2U31,F,45,11,11,24,duck,loud,cute,quacking,0.725,0.725,0.925,0.5,0.3,0.225
AJPM6IYSA2U31,F,45,11,27,25,shark,scary,mean,dangerous,0.925,0.725,0.925,0.3,0.3,0.5
AJPM6IYSA2U31,F,45,11,1,26,ant,small,strong,busy,0.925,0.75,0.75,0.275,0.5,0.3
AJPM6IYSA2U31,F,45,11,32,27,zebra,striped,exotic,fast,0.95,0.725,0.725,0.05,0.275,0.5
AJPM6IYSA2U31,F,45,11,7,28,cat,independent,lazy,soft,0.725,0.725,0.725,0.5,0.5,0.3
AJPM6IYSA2U31,F,45,11,28,29,sheep,wooly,fluffy,dumb,0.9,0.9,0.7,0.05,0.075,0.5
AJPM6IYSA2U31,F,45,11,13,30,fish,scaly,wet,smelly,0.925,0.9,0.75,0.075,0.275,0.5
AJPM6IYSA2U31,F,45,11,8,31,cow,fat,lazy,dumb,0.9,0.875,0.875,0.5,0.5,0.5
AJPM6IYSA2U31,F,45,11,9,32,dog,loyal,friendly,happy,0.725,0.5,0.5,0.5,0.5,0.5
AJSQ3GCSN4OH1,M,35,8,31,1,wolf,scary,mean,angry,0.725,0.725,0.725,0.55,0.55,0.55
AJSQ3GCSN4OH1,M,35,8,3,2,bear,scary,big,fierce,0.875,0.825,0.9,0.525,0.6,0.45
AJSQ3GCSN4OH1,M,35,8,8,3,cow,fat,lazy,dumb,0.6,0.5,0.8,0.575,0.525,0.45
AJSQ3GCSN4OH1,M,35,8,25,4,pig,dirty,fat,smelly,0.725,0.65,0.725,0.4,0.4,0.3
AJSQ3GCSN4OH1,M,35,8,29,5,tiger,striped,fierce,scary,0.9,0.8,0.725,0.05,0.6,0.475
AJSQ3GCSN4OH1,M,35,8,21,6,monkey,funny,smart,playful,0.6,0.675,0.8,0.625,0.6,0.55
AJSQ3GCSN4OH1,M,35,8,16,7,goat,funny,hungry,loud,0.375,0.675,0.625,0.575,0.45,0.6
AJSQ3GCSN4OH1,M,35,8,5,8,bird,small,graceful,free,0.5,0.65,0.75,0.6,0.525,0.5
AJSQ3GCSN4OH1,M,35,8,1,9,ant,small,strong,busy,0.975,0.65,0.725,0.5,0.5,0.575
AJSQ3GCSN4OH1,M,35,8,2,10,bat,scary,blind,nocturnal,0.8,0.775,0.9,0.425,0.275,0.4
AJSQ3GCSN4OH1,M,35,8,9,11,dog,loyal,friendly,happy,0.825,0.575,0.7,0.65,0.725,0.575
AJSQ3GCSN4OH1,M,35,8,26,12,rabbit,fast,furry,cute,0.775,0.8,0.5,0.4,0.15,0.4
AJSQ3GCSN4OH1,M,35,8,27,13,shark,scary,mean,dangerous,0.925,0.575,0.8,0.625,0.575,0.625
AJSQ3GCSN4OH1,M,35,8,24,14,penguin,cold,cute,funny,0.775,0.8,0.7,0.575,0.375,0.625
AJSQ3GCSN4OH1,M,35,8,30,15,whale,large,graceful,majestic,0.85,0.65,0.775,0.45,0.575,0.45
AJSQ3GCSN4OH1,M,35,8,28,16,sheep,wooly,fluffy,dumb,1,0.825,0.8,0.125,0.125,0.45
AJSQ3GCSN4OH1,M,35,8,14,17,fox,sly,smart,pretty,0.875,0.775,0.8,0.6,0.75,0.425
AJSQ3GCSN4OH1,M,35,8,6,18,buffalo,big,strong,wild,0.9,0.775,0.725,0.675,0.6,0.375
AJSQ3GCSN4OH1,M,35,8,18,19,horse,fast,strong,beautiful,0.85,0.925,0.725,0.575,0.6,0.425
AJSQ3GCSN4OH1,M,35,8,13,20,fish,scaly,wet,smelly,1,1,1,0.125,0.15,0.275
AJSQ3GCSN4OH1,M,35,8,23,21,ox,strong,big,slow,0.875,0.9,0.9,0.575,0.6,0.525
AJSQ3GCSN4OH1,M,35,8,15,22,frog,slimy,noisy,jumpy,0.875,0.675,0.9,0.725,0.325,0.4
AJSQ3GCSN4OH1,M,35,8,12,23,elephant,huge,smart,heavy,0.875,0.45,0.925,0.375,0.675,0.4
AJSQ3GCSN4OH1,M,35,8,22,24,owl,wise,quiet,nocturnal,0.625,0.375,0.825,0.75,0.575,0.4
AJSQ3GCSN4OH1,M,35,8,11,25,duck,loud,cute,quacking,0.65,0.4,0.95,0.625,0.375,0.375
AJSQ3GCSN4OH1,M,35,8,7,26,cat,independent,lazy,soft,0.8,0.825,0.7,0.5,0.4,0.3
AJSQ3GCSN4OH1,M,35,8,32,27,zebra,striped,exotic,fast,0.95,0.8,0.725,0.05,0.375,0.625
AJSQ3GCSN4OH1,M,35,8,17,28,goose,loud,mean,annoying,0.725,0.6,0.7,0.5,0.5,0.6
AJSQ3GCSN4OH1,M,35,8,20,29,lion,scary,strong,ferocious,0.825,0.8,0.825,0.35,0.65,0.425
AJSQ3GCSN4OH1,M,35,8,10,30,dolphin,smart,friendly,playful,0.725,0.725,0.725,0.4,0.7,0.575
AJSQ3GCSN4OH1,M,35,8,19,31,kangaroo,jumpy,bouncy,cute,0.825,0.85,0.275,0.35,0.4,0.35
AJSQ3GCSN4OH1,M,35,8,4,32,bee,busy,small,angry,0.675,0.95,0.575,0.6,0.525,0.475
A1VH0Q9M4BNNN6,F,45,0,5,1,bird,small,graceful,free,0.725,0.725,0.925,0.35,0.525,0.65
A1VH0Q9M4BNNN6,F,45,0,21,2,monkey,funny,smart,playful,0.675,0.7,0.925,0.6,0.6,0.45
A1VH0Q9M4BNNN6,F,45,0,16,3,goat,funny,hungry,loud,0.2,0.65,0.725,0.7,0.45,0.425
