workerid,trial_type,animalID,feature,alternative,utterance,response
1,multi_slider,10,hairy,average man,turtle,0.32
1,multi_slider,10,hairy,man,turtle,0.06
1,multi_slider,10,hard,sloth,turtle,0.22
1,multi_slider,10,hard,elephant,turtle,0.39
1,multi_slider,10,hard,horse,turtle,0.32
1,multi_slider,10,hard,gorilla,turtle,0.36
1,multi_slider,10,hard,bear,turtle,0.4
1,multi_slider,10,hard,turtle,turtle,0.88
1,multi_slider,10,hard,average man,turtle,0.25
1,multi_slider,10,hard,man,turtle,0.89
1,multi_slider,10,strong,sloth,turtle,0.23
1,multi_slider,10,strong,elephant,turtle,0.67
1,multi_slider,10,strong,horse,turtle,0.56
1,multi_slider,10,strong,gorilla,turtle,0.62
1,multi_slider,10,strong,bear,turtle,0.62
1,multi_slider,10,strong,turtle,turtle,0.17
1,multi_slider,10,strong,average man,turtle,0.4
1,multi_slider,10,strong,man,turtle,0.18
1,multi_slider,10,lazy,sloth,turtle,0.88
1,multi_slider,10,lazy,elephant,turtle,0.06
1,multi_slider,10,lazy,horse,turtle,0.11
1,multi_slider,10,lazy,gorilla,turtle,0.23
1,multi_slider,10,lazy,bear,turtle,0.16
1,multi_slider,10,lazy,turtle,turtle,0.37
1,multi_slider,10,lazy,average man,turtle,0.5
1,multi_slider,10,lazy,man,turtle,0.38
1,multi_slider,10,slow,sloth,turtle,0.85
1,multi_slider,10,slow,elephant,turtle,0.65
1,multi_slider,10,slow,horse,turtle,0.04
1,multi_slider,10,slow,gorilla,turtle,0.42
1,multi_slider,10,slow,bear,turtle,0.15
1,multi_slider,10,slow,turtle,turtle,0.96
1,multi_slider,10,slow,average man,turtle,0.5
1,multi_slider,10,slow,man,turtle,0.96
1,multi_slider,10,fast,sloth,turtle,0.04
1,multi_slider,10,fast,elephant,turtle,0.46
1,multi_slider,10,fast,horse,turtle,0.89
1,multi_slider,10,fast,gorilla,turtle,0.5
1,multi_slider,10,fast,bear,turtle,0.57
1,multi_slider,10,fast,turtle,turtle,0.04
1,multi_slider,10,fast,average man,turtle,0.36
1,multi_slider,10,fast,man,turtle,0.04
1,multi_slider,8,tall,man,giraffe,0.92
1,multi_slider,8,tall,snake,giraffe,0
1,multi_slider,8,tall,average man,giraffe,0.37
1,multi_slider,8,tall,horse,giraffe,0.39
1,multi_slider,8,tall,giraffe,giraffe,1
1,multi_slider,8,slithery,man,giraffe,0.02
1,multi_slider,8,slithery,snake,giraffe,0.69
1,multi_slider,8,slithery,average man,giraffe,0.3
1,multi_slider,8,slithery,horse,giraffe,0.03
1,multi_slider,8,slithery,giraffe,giraffe,0.04
1,multi_slider,8,long,man,giraffe,0.8
1,multi_slider,8,long,snake,giraffe,0.63
1,multi_slider,8,long,average man,giraffe,0.37
1,multi_slider,8,long,horse,giraffe,0.42
1,multi_slider,8,long,giraffe,giraffe,0.91
1,multi_slider,8,strong,man,giraffe,0.64
1,multi_slider,8,strong,snake,giraffe,0.08
1,multi_slider,8,strong,average man,giraffe,0.49
1,multi_slider,8,strong,horse,giraffe,0.63
1,multi_slider,8,strong,giraffe,giraffe,0.67
1,multi_slider,8,fast,man,giraffe,0.72
1,multi_slider,8,fast,snake,giraffe,0.3
1,multi_slider,8,fast,average man,giraffe,0.47
1,multi_slider,8,fast,horse,giraffe,0.66
1,multi_slider,8,fast,giraffe,giraffe,0.73
1,multi_slider,3,fast,mouse,bird,0.42
1,multi_slider,3,fast,jaguar,bird,0.92
1,multi_slider,3,fast,man,bird,0.44
1,multi_slider,3,fast,cheetah,bird,0.96
1,multi_slider,3,fast,average man,bird,0.26
1,multi_slider,3,fast,bird,bird,0.44
1,multi_slider,3,fast,ant,bird,0.07
1,multi_slider,3,quiet,mouse,bird,0.81
1,multi_slider,3,quiet,jaguar,bird,0.56
1,multi_slider,3,quiet,man,bird,0.36
1,multi_slider,3,quiet,cheetah,bird,0.71
1,multi_slider,3,quiet,average man,bird,0.22
1,multi_slider,3,quiet,bird,bird,0.39
1,multi_slider,3,quiet,ant,bird,0.94
1,multi_slider,3,industrious,mouse,bird,0.54
1,multi_slider,3,industrious,jaguar,bird,0.41
1,multi_slider,3,industrious,man,bird,0.49
1,multi_slider,3,industrious,cheetah,bird,0.49
1,multi_slider,3,industrious,average man,bird,0.32
1,multi_slider,3,industrious,bird,bird,0.5
1,multi_slider,3,industrious,ant,bird,0.76
1,multi_slider,3,sleek,mouse,bird,0.24
1,multi_slider,3,sleek,jaguar,bird,0.95
1,multi_slider,3,sleek,man,bird,0.49
1,multi_slider,3,sleek,cheetah,bird,0.96
1,multi_slider,3,sleek,average man,bird,0.34
1,multi_slider,3,sleek,bird,bird,0.5
1,multi_slider,3,sleek,ant,bird,0.14
1,multi_slider,3,small,mouse,bird,0.87
1,multi_slider,3,small,jaguar,bird,0.33
1,multi_slider,3,small,man,bird,0.56
1,multi_slider,3,small,cheetah,bird,0.33
1,multi_slider,3,small,average man,bird,0.47
1,multi_slider,3,small,bird,bird,0.57
1,multi_slider,3,small,ant,bird,0.97
1,multi_slider,3,agile,mouse,bird,0.59
1,multi_slider,3,agile,jaguar,bird,0.96
1,multi_slider,3,agile,man,bird,0.41
1,multi_slider,3,agile,cheetah,bird,0.97
1,multi_slider,3,agile,average man,bird,0.3
1,multi_slider,3,agile,bird,bird,0.42
1,multi_slider,3,agile,ant,bird,0.31
2,multi_slider,8,long,man,giraffe,0.86
2,multi_slider,8,long,snake,giraffe,0.33
2,multi_slider,8,long,average man,giraffe,0.55
2,multi_slider,8,long,giraffe,giraffe,0.89
2,multi_slider,8,long,horse,giraffe,0.61
2,multi_slider,8,tall,man,giraffe,0.74
2,multi_slider,8,tall,snake,giraffe,0.2
2,multi_slider,8,tall,average man,giraffe,0.47
2,multi_slider,8,tall,giraffe,giraffe,1
2,multi_slider,8,tall,horse,giraffe,0.35
2,multi_slider,8,slithery,man,giraffe,0
2,multi_slider,8,slithery,snake,giraffe,0.99
2,multi_slider,8,slithery,average man,giraffe,0
2,multi_slider,8,slithery,giraffe,giraffe,0
2,multi_slider,8,slithery,horse,giraffe,0
2,multi_slider,8,strong,man,giraffe,0.58
2,multi_slider,8,strong,snake,giraffe,0.37
2,multi_slider,8,strong,average man,giraffe,0.53
2,multi_slider,8,strong,giraffe,giraffe,0.43
2,multi_slider,8,strong,horse,giraffe,0.87
2,multi_slider,8,fast,man,giraffe,0.2
2,multi_slider,8,fast,snake,giraffe,0.2
2,multi_slider,8,fast,average man,giraffe,0.26
2,multi_slider,8,fast,giraffe,giraffe,0.18
2,multi_slider,8,fast,horse,giraffe,0.34
2,multi_slider,11,big,horse,lion,0.63
2,multi_slider,11,big,bear,lion,0.81
2,multi_slider,11,big,tiger,lion,0.59
2,multi_slider,11,big,lion,lion,0.55
2,multi_slider,11,big,man,lion,0.62
2,multi_slider,11,big,elephant,lion,0.84
2,multi_slider,11,big,average man,lion,0.49
2,multi_slider,11,big,gorilla,lion,0.7
2,multi_slider,11,strong,horse,lion,0.65
2,multi_slider,11,strong,bear,lion,0.56
2,multi_slider,11,strong,tiger,lion,0.68
2,multi_slider,11,strong,lion,lion,0.77
2,multi_slider,11,strong,man,lion,0.63
2,multi_slider,11,strong,elephant,lion,0.76
2,multi_slider,11,strong,average man,lion,0.58
2,multi_slider,11,strong,gorilla,lion,0.72
2,multi_slider,11,striped,horse,lion,0
2,multi_slider,11,striped,bear,lion,0
2,multi_slider,11,striped,tiger,lion,1
2,multi_slider,11,striped,lion,lion,0
2,multi_slider,11,striped,man,lion,0
2,multi_slider,11,striped,elephant,lion,0
2,multi_slider,11,striped,average man,lion,0
2,multi_slider,11,striped,gorilla,lion,0
2,multi_slider,11,hairy,horse,lion,0.18
2,multi_slider,11,hairy,bear,lion,0.67
2,multi_slider,11,hairy,tiger,lion,0.31
2,multi_slider,11,hairy,lion,lion,0.47
2,multi_slider,11,hairy,man,lion,0.48
2,multi_slider,11,hairy,elephant,lion,0.27
2,multi_slider,11,hairy,average man,lion,0.48
2,multi_slider,11,hairy,gorilla,lion,0.67
2,multi_slider,11,hard,horse,lion,0.48
2,multi_slider,11,hard,bear,lion,0.4
2,multi_slider,11,hard,tiger,lion,0.51
2,multi_slider,11,hard,lion,lion,0.57
2,multi_slider,11,hard,man,lion,0.62
2,multi_slider,11,hard,elephant,lion,0.43
2,multi_slider,11,hard,average man,lion,0.48
2,multi_slider,11,hard,gorilla,lion,0.43
2,multi_slider,11,fierce,horse,lion,0.27
2,multi_slider,11,fierce,bear,lion,0.73
2,multi_slider,11,fierce,tiger,lion,0.92
2,multi_slider,11,fierce,lion,lion,1
2,multi_slider,11,fierce,man,lion,0.75
2,multi_slider,11,fierce,elephant,lion,0.18
2,multi_slider,11,fierce,average man,lion,0.49
2,multi_slider,11,fierce,gorilla,lion,0.49
2,multi_slider,11,fast,horse,lion,0.23
2,multi_slider,11,fast,bear,lion,0.33
2,multi_slider,11,fast,tiger,lion,0.89
2,multi_slider,11,fast,lion,lion,0.78
2,multi_slider,11,fast,man,lion,0.76
2,multi_slider,11,fast,elephant,lion,0.15
2,multi_slider,11,fast,average man,lion,0.69
2,multi_slider,11,fast,gorilla,lion,0.48
2,multi_slider,2,fast,horse,whale,0.65
2,multi_slider,2,fast,lion,whale,0.66
2,multi_slider,2,fast,elephant,whale,0.13
2,multi_slider,2,fast,man,whale,0.23
2,multi_slider,2,fast,whale,whale,0.24
2,multi_slider,2,fast,eagle,whale,0.94
2,multi_slider,2,fast,average man,whale,0.49
2,multi_slider,2,majestic,horse,whale,0.22
2,multi_slider,2,majestic,lion,whale,0.46
2,multi_slider,2,majestic,elephant,whale,0.48
2,multi_slider,2,majestic,man,whale,0.68
2,multi_slider,2,majestic,whale,whale,0.85
2,multi_slider,2,majestic,eagle,whale,0.71
2,multi_slider,2,majestic,average man,whale,0.45
2,multi_slider,2,strong,horse,whale,0.87
2,multi_slider,2,strong,lion,whale,0.72
2,multi_slider,2,strong,elephant,whale,0.75
2,multi_slider,2,strong,man,whale,0.61
2,multi_slider,2,strong,whale,whale,0.64
2,multi_slider,2,strong,eagle,whale,0.49
2,multi_slider,2,strong,average man,whale,0.57
2,multi_slider,2,fierce,horse,whale,0.21
2,multi_slider,2,fierce,lion,whale,1
2,multi_slider,2,fierce,elephant,whale,0.21
2,multi_slider,2,fierce,man,whale,0.29
2,multi_slider,2,fierce,whale,whale,0.28
2,multi_slider,2,fierce,eagle,whale,0.48
2,multi_slider,2,fierce,average man,whale,0.41
2,multi_slider,2,proud,horse,whale,0.32
2,multi_slider,2,proud,lion,whale,0.78
2,multi_slider,2,proud,elephant,whale,0.48
2,multi_slider,2,proud,man,whale,0.39
2,multi_slider,2,proud,whale,whale,0.37
2,multi_slider,2,proud,eagle,whale,0.74
2,multi_slider,2,proud,average man,whale,0.47
2,multi_slider,2,big,horse,whale,0.61
2,multi_slider,2,big,lion,whale,0.48
2,multi_slider,2,big,elephant,whale,1
2,multi_slider,2,big,man,whale,1
2,multi_slider,2,big,whale,whale,1
2,multi_slider,2,big,eagle,whale,0.12
2,multi_slider,2,big,average man,whale,0.57
2,multi_slider,2,hard,horse,whale,0.55
2,multi_slider,2,hard,lion,whale,0.72
2,multi_slider,2,hard,elephant,whale,0.36
2,multi_slider,2,hard,man,whale,0.35
2,multi_slider,2,hard,whale,whale,0.31
2,multi_slider,2,hard,eagle,whale,0.22
2,multi_slider,2,hard,average man,whale,0.58
3,multi_slider,8,fast,man,giraffe,0.57
3,multi_slider,8,fast,giraffe,giraffe,0.48
3,multi_slider,8,fast,horse,giraffe,0.78
3,multi_slider,8,fast,snake,giraffe,0.25
3,multi_slider,8,fast,average man,giraffe,0.63
3,multi_slider,8,long,man,giraffe,0.51
3,multi_slider,8,long,giraffe,giraffe,0.65
3,multi_slider,8,long,horse,giraffe,0.53
3,multi_slider,8,long,snake,giraffe,0.53
3,multi_slider,8,long,average man,giraffe,0.53
3,multi_slider,8,tall,man,giraffe,0.67
3,multi_slider,8,tall,giraffe,giraffe,0.74
3,multi_slider,8,tall,horse,giraffe,0.59
3,multi_slider,8,tall,snake,giraffe,0.11
3,multi_slider,8,tall,average man,giraffe,0.49
3,multi_slider,8,strong,man,giraffe,0.49
3,multi_slider,8,strong,giraffe,giraffe,0.49
3,multi_slider,8,strong,horse,giraffe,0.44
3,multi_slider,8,strong,snake,giraffe,0.2
3,multi_slider,8,strong,average man,giraffe,0.5
3,multi_slider,8,slithery,man,giraffe,0.25
3,multi_slider,8,slithery,giraffe,giraffe,0.17
3,multi_slider,8,slithery,horse,giraffe,0.18
3,multi_slider,8,slithery,snake,giraffe,0.8
3,multi_slider,8,slithery,average man,giraffe,0.27
3,multi_slider,4,strong,man,elephant,0.52
3,multi_slider,4,strong,turtle,elephant,0.14
3,multi_slider,4,strong,whale,elephant,0.82
3,multi_slider,4,strong,armadillo,elephant,0.16
3,multi_slider,4,strong,elephant,elephant,0.83
3,multi_slider,4,strong,average man,elephant,0.47
3,multi_slider,4,slow,man,elephant,0.45
3,multi_slider,4,slow,turtle,elephant,0.16
3,multi_slider,4,slow,whale,elephant,0.65
3,multi_slider,4,slow,armadillo,elephant,0.34
3,multi_slider,4,slow,elephant,elephant,0.43
3,multi_slider,4,slow,average man,elephant,0.55
3,multi_slider,4,big,man,elephant,0.52
3,multi_slider,4,big,turtle,elephant,0.1
3,multi_slider,4,big,whale,elephant,0.78
3,multi_slider,4,big,armadillo,elephant,0.17
3,multi_slider,4,big,elephant,elephant,0.75
3,multi_slider,4,big,average man,elephant,0.44
3,multi_slider,4,majestic,man,elephant,0.32
3,multi_slider,4,majestic,turtle,elephant,0.17
3,multi_slider,4,majestic,whale,elephant,0.48
3,multi_slider,4,majestic,armadillo,elephant,0.17
3,multi_slider,4,majestic,elephant,elephant,0.18
3,multi_slider,4,majestic,average man,elephant,0.33
3,multi_slider,4,hard,man,elephant,0.47
3,multi_slider,4,hard,turtle,elephant,0.47
3,multi_slider,4,hard,whale,elephant,0.34
3,multi_slider,4,hard,armadillo,elephant,0.49
3,multi_slider,4,hard,elephant,elephant,0.35
3,multi_slider,4,hard,average man,elephant,0.5
3,multi_slider,5,friendly,cat,panda,0.43
3,multi_slider,5,friendly,elephant,panda,0.25
3,multi_slider,5,friendly,panda,panda,0.43
3,multi_slider,5,friendly,dog,panda,0.62
3,multi_slider,5,friendly,man,panda,0.44
3,multi_slider,5,friendly,kitten,panda,0.59
3,multi_slider,5,friendly,average man,panda,0.66
3,multi_slider,5,friendly,whale,panda,0.21
3,multi_slider,5,lazy,cat,panda,0.66
3,multi_slider,5,lazy,elephant,panda,0.76
3,multi_slider,5,lazy,panda,panda,0.66
3,multi_slider,5,lazy,dog,panda,0.28
3,multi_slider,5,lazy,man,panda,0.67
3,multi_slider,5,lazy,kitten,panda,0.46
3,multi_slider,5,lazy,average man,panda,0.45
3,multi_slider,5,lazy,whale,panda,0.35
3,multi_slider,5,hard,cat,panda,0.24
3,multi_slider,5,hard,elephant,panda,0.27
3,multi_slider,5,hard,panda,panda,0.24
3,multi_slider,5,hard,dog,panda,0.25
3,multi_slider,5,hard,man,panda,0.41
3,multi_slider,5,hard,kitten,panda,0.27
3,multi_slider,5,hard,average man,panda,0.41
3,multi_slider,5,hard,whale,panda,0.32
3,multi_slider,5,playful,cat,panda,0.47
3,multi_slider,5,playful,elephant,panda,0.19
3,multi_slider,5,playful,panda,panda,0.32
3,multi_slider,5,playful,dog,panda,0.7
3,multi_slider,5,playful,man,panda,0.32
3,multi_slider,5,playful,kitten,panda,0.61
3,multi_slider,5,playful,average man,panda,0.54
3,multi_slider,5,playful,whale,panda,NA
3,multi_slider,5,big,cat,panda,0.29
3,multi_slider,5,big,elephant,panda,0.72
3,multi_slider,5,big,panda,panda,0.62
3,multi_slider,5,big,dog,panda,0.39
3,multi_slider,5,big,man,panda,0.56
3,multi_slider,5,big,kitten,panda,0.25
3,multi_slider,5,big,average man,panda,0.46
3,multi_slider,5,big,whale,panda,0.81
3,multi_slider,5,cute,cat,panda,0.53
3,multi_slider,5,cute,elephant,panda,0.47
3,multi_slider,5,cute,panda,panda,0.73
3,multi_slider,5,cute,dog,panda,0.8
3,multi_slider,5,cute,man,panda,0.66
3,multi_slider,5,cute,kitten,panda,0.8
3,multi_slider,5,cute,average man,panda,0.51
3,multi_slider,5,cute,whale,panda,0.67
3,multi_slider,5,majestic,cat,panda,0.15
3,multi_slider,5,majestic,elephant,panda,0.67
3,multi_slider,5,majestic,panda,panda,0.43
3,multi_slider,5,majestic,dog,panda,0.44
3,multi_slider,5,majestic,man,panda,0.51
3,multi_slider,5,majestic,kitten,panda,0.22
3,multi_slider,5,majestic,average man,panda,0.47
3,multi_slider,5,majestic,whale,panda,0.71
3,multi_slider,5,loyal,cat,panda,0.28
3,multi_slider,5,loyal,elephant,panda,0.29
3,multi_slider,5,loyal,panda,panda,0.28
3,multi_slider,5,loyal,dog,panda,0.74
3,multi_slider,5,loyal,man,panda,0.52
3,multi_slider,5,loyal,kitten,panda,0.28
3,multi_slider,5,loyal,average man,panda,0.52
3,multi_slider,5,loyal,whale,panda,0.3
4,multi_slider,8,fast,giraffe,giraffe,0.63
4,multi_slider,8,fast,horse,giraffe,0.85
4,multi_slider,8,fast,snake,giraffe,0.99
4,multi_slider,8,fast,man,giraffe,0.62
4,multi_slider,8,fast,average man,giraffe,0.45
4,multi_slider,8,strong,giraffe,giraffe,0.36
4,multi_slider,8,strong,horse,giraffe,0.78
4,multi_slider,8,strong,snake,giraffe,0.14
4,multi_slider,8,strong,man,giraffe,0.54
4,multi_slider,8,strong,average man,giraffe,0.64
4,multi_slider,8,long,giraffe,giraffe,0.95
4,multi_slider,8,long,horse,giraffe,0.74
4,multi_slider,8,long,snake,giraffe,0.42
4,multi_slider,8,long,man,giraffe,0.54
4,multi_slider,8,long,average man,giraffe,0.45
4,multi_slider,8,slithery,giraffe,giraffe,0.09
4,multi_slider,8,slithery,horse,giraffe,0.23
4,multi_slider,8,slithery,snake,giraffe,0.95
4,multi_slider,8,slithery,man,giraffe,0.2
4,multi_slider,8,slithery,average man,giraffe,0.43
4,multi_slider,8,tall,giraffe,giraffe,0.98
4,multi_slider,8,tall,horse,giraffe,0.56
4,multi_slider,8,tall,snake,giraffe,0.2
4,multi_slider,8,tall,man,giraffe,0.36
4,multi_slider,8,tall,average man,giraffe,0.37
4,multi_slider,7,playful,dog,penguin,0.77
4,multi_slider,7,playful,monkey,penguin,0.96
4,multi_slider,7,playful,penguin,penguin,0.55
4,multi_slider,7,playful,hyena,penguin,0.27
4,multi_slider,7,playful,man,penguin,0.55
4,multi_slider,7,playful,cat,penguin,0.71
4,multi_slider,7,playful,average man,penguin,0.58
4,multi_slider,7,playful,kitten,penguin,0.87
4,multi_slider,7,cute,dog,penguin,0.78
4,multi_slider,7,cute,monkey,penguin,0.7
4,multi_slider,7,cute,penguin,penguin,0.51
4,multi_slider,7,cute,hyena,penguin,0.25
4,multi_slider,7,cute,man,penguin,0.59
4,multi_slider,7,cute,cat,penguin,0.79
4,multi_slider,7,cute,average man,penguin,0.51
4,multi_slider,7,cute,kitten,penguin,0.7
4,multi_slider,7,loud,dog,penguin,0.83
4,multi_slider,7,loud,monkey,penguin,0.9
4,multi_slider,7,loud,penguin,penguin,0.56
4,multi_slider,7,loud,hyena,penguin,0.84
4,multi_slider,7,loud,man,penguin,0.56
4,multi_slider,7,loud,cat,penguin,0.33
4,multi_slider,7,loud,average man,penguin,0.52
4,multi_slider,7,loud,kitten,penguin,0.29
4,multi_slider,7,smart,dog,penguin,0.61
4,multi_slider,7,smart,monkey,penguin,0.81
4,multi_slider,7,smart,penguin,penguin,0.62
4,multi_slider,7,smart,hyena,penguin,0.23
4,multi_slider,7,smart,man,penguin,0.61
4,multi_slider,7,smart,cat,penguin,0.51
4,multi_slider,7,smart,average man,penguin,0.49
4,multi_slider,7,smart,kitten,penguin,0.2
4,multi_slider,7,funny,dog,penguin,0.72
4,multi_slider,7,funny,monkey,penguin,0.88
4,multi_slider,7,funny,penguin,penguin,0.56
4,multi_slider,7,funny,hyena,penguin,0.71
4,multi_slider,7,funny,man,penguin,0.55
4,multi_slider,7,funny,cat,penguin,0.51
4,multi_slider,7,funny,average man,penguin,0.54
4,multi_slider,7,funny,kitten,penguin,NA
4,multi_slider,7,lazy,dog,penguin,0.53
4,multi_slider,7,lazy,monkey,penguin,0.42
4,multi_slider,7,lazy,penguin,penguin,0.87
4,multi_slider,7,lazy,hyena,penguin,0.11
4,multi_slider,7,lazy,man,penguin,0.82
4,multi_slider,7,lazy,cat,penguin,0.35
4,multi_slider,7,lazy,average man,penguin,0.76
4,multi_slider,7,lazy,kitten,penguin,0.49
4,multi_slider,7,friendly,dog,penguin,0.83
4,multi_slider,7,friendly,monkey,penguin,0.89
4,multi_slider,7,friendly,penguin,penguin,0.81
4,multi_slider,7,friendly,hyena,penguin,0.11
4,multi_slider,7,friendly,man,penguin,0.78
4,multi_slider,7,friendly,cat,penguin,0.31
4,multi_slider,7,friendly,average man,penguin,0.5
4,multi_slider,7,friendly,kitten,penguin,0.23
4,multi_slider,7,loyal,dog,penguin,0.9
4,multi_slider,7,loyal,monkey,penguin,0.52
4,multi_slider,7,loyal,penguin,penguin,0.5
4,multi_slider,7,loyal,hyena,penguin,0.41
4,multi_slider,7,loyal,man,penguin,0.16
4,multi_slider,7,loyal,cat,penguin,0.2
4,multi_slider,7,loyal,average man,penguin,0.23
