workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.time_in_minutes
10,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37C0GNLMHF4Q47K5XF57BZXQ3B96DZ,10,Approved,Fri Jun 05 03:34:03 PDT 2015,Thu Jun 04 10:39:32 PDT 2015,Thu Jun 04 10:54:03 PDT 2015,Thu Jun 04 15:05:09 PDT 2015,,,,,14.380866666666666
11,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,379J5II41OHDFY1CGEMT60X8TIZLEF,11,Approved,Fri Jun 05 03:35:10 PDT 2015,Thu Jun 04 10:36:44 PDT 2015,Thu Jun 04 10:55:10 PDT 2015,Thu Jun 04 15:05:09 PDT 2015,,,,,7.850133333333333
12,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,33PPO7FECVG6XRF6ZGEW82NVC24DI0,12,Approved,Fri Jun 05 03:36:57 PDT 2015,Thu Jun 04 10:36:43 PDT 2015,Thu Jun 04 10:56:57 PDT 2015,Thu Jun 04 15:05:09 PDT 2015,,,,,7.6067833333333335
13,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3BQU611VFPL1J09MJ63H9D522R299W,13,Approved,Fri Jun 05 03:37:03 PDT 2015,Thu Jun 04 10:46:29 PDT 2015,Thu Jun 04 10:57:03 PDT 2015,Thu Jun 04 15:05:09 PDT 2015,,,,,5.7881
14,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,338JKRMM26083P1A9O59IPEARMRHA8,14,Submitted,Fri Jun 05 03:42:34 PDT 2015,Thu Jun 04 10:36:37 PDT 2015,Thu Jun 04 11:02:34 PDT 2015,,,,,,5.99715
15,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3H8DHMCCW9CX3M5UZJZ8LI2846TDKB,15,Submitted,Fri Jun 05 03:43:14 PDT 2015,Thu Jun 04 10:36:47 PDT 2015,Thu Jun 04 11:03:14 PDT 2015,,,,,,7.22005
16,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3SNVL38CI4TNYUZGZN4X1CKQJ6GKCH,16,Submitted,Fri Jun 05 03:50:22 PDT 2015,Thu Jun 04 10:44:18 PDT 2015,Thu Jun 04 11:10:22 PDT 2015,,,,,,16.514433333333333
17,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3U5NZHP4LR3FQT7CY7N68K35Q8RPHW,17,Submitted,Fri Jun 05 03:50:57 PDT 2015,Thu Jun 04 10:53:51 PDT 2015,Thu Jun 04 11:10:57 PDT 2015,,,,,,14.2963
18,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3X4JMASXCMA2BZ06HUYK78ZZNNBB0W,18,Submitted,Fri Jun 05 04:03:24 PDT 2015,Thu Jun 04 11:00:32 PDT 2015,Thu Jun 04 11:23:24 PDT 2015,,,,,,10.34715
19,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3ZWFC4W1UU8GOAWLG93VAUR7BB5RFV,19,Submitted,Fri Jun 05 04:11:00 PDT 2015,Thu Jun 04 11:21:44 PDT 2015,Thu Jun 04 11:31:00 PDT 2015,,,,,,9.106983333333334
20,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3BV8HQ2ZZW2S60HTD5E5LYPKI8JA68,20,Approved,Fri Jun 05 06:30:26 PDT 2015,Thu Jun 04 13:42:58 PDT 2015,Thu Jun 04 13:50:26 PDT 2015,Thu Jun 04 15:04:53 PDT 2015,,,,,7.42665
21,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3C44YUNSI1QYED2ACB4GHZO7YG7DPK,21,Approved,Fri Jun 05 06:30:29 PDT 2015,Thu Jun 04 13:45:20 PDT 2015,Thu Jun 04 13:50:29 PDT 2015,Thu Jun 04 15:04:53 PDT 2015,,,,,5.1063
22,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3O6CYIULED2AFOAXAS80JT0RDD4UW5,22,Approved,Fri Jun 05 06:31:11 PDT 2015,Thu Jun 04 13:44:35 PDT 2015,Thu Jun 04 13:51:11 PDT 2015,Thu Jun 04 15:04:53 PDT 2015,,,,,6.42755
23,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3TS1AR6UQQF66RC67V5P5D07AZGF7P,23,Approved,Fri Jun 05 06:31:34 PDT 2015,Thu Jun 04 13:43:32 PDT 2015,Thu Jun 04 13:51:34 PDT 2015,Thu Jun 04 15:04:54 PDT 2015,,,,,7.964366666666667
24,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3EFE17QCRC6C3LN4QOR03P8GDS6HSC,24,Approved,Fri Jun 05 06:32:08 PDT 2015,Thu Jun 04 13:44:15 PDT 2015,Thu Jun 04 13:52:08 PDT 2015,Thu Jun 04 15:04:54 PDT 2015,,,,,7.763983333333333
25,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,33PPUNGG386MTRNLHLX2DM7PNG4RZO,25,Approved,Fri Jun 05 06:32:21 PDT 2015,Thu Jun 04 13:43:07 PDT 2015,Thu Jun 04 13:52:21 PDT 2015,Thu Jun 04 15:04:54 PDT 2015,,,,,9.1739
26,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,34PGFRQONOC118Z3YT4MCRRGWX6JWY,26,Approved,Fri Jun 05 06:32:22 PDT 2015,Thu Jun 04 13:43:20 PDT 2015,Thu Jun 04 13:52:22 PDT 2015,Thu Jun 04 15:04:54 PDT 2015,,,,,8.939166666666667
27,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3A4NIXBJ760BRMTPXCACJ82H2KXMLC,27,Approved,Fri Jun 05 06:32:46 PDT 2015,Thu Jun 04 13:44:25 PDT 2015,Thu Jun 04 13:52:46 PDT 2015,Thu Jun 04 15:04:54 PDT 2015,,,,,8.2244
28,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3U5NZHP4LR3FQT7CY7N68K35Q8ZHPW,28,Approved,Fri Jun 05 06:32:55 PDT 2015,Thu Jun 04 13:46:45 PDT 2015,Thu Jun 04 13:52:55 PDT 2015,Thu Jun 04 15:04:54 PDT 2015,,,,,6.111133333333333
29,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3OSWBBLG1EY3NM41Y2EXBCAA0FFXDR,29,Approved,Fri Jun 05 06:34:36 PDT 2015,Thu Jun 04 13:42:31 PDT 2015,Thu Jun 04 13:54:36 PDT 2015,Thu Jun 04 15:04:55 PDT 2015,,,,,11.9607
30,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3EWIJTFFVO80I2CQRL0A8G5KQKW0ET,30,Approved,Fri Jun 05 06:34:46 PDT 2015,Thu Jun 04 13:43:27 PDT 2015,Thu Jun 04 13:54:46 PDT 2015,Thu Jun 04 15:04:55 PDT 2015,,,,,11.234016666666667
31,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3L4PIM1GQTHMO1DGLZVJZFYNHM0RYX,31,Approved,Fri Jun 05 06:35:08 PDT 2015,Thu Jun 04 13:42:52 PDT 2015,Thu Jun 04 13:55:08 PDT 2015,Thu Jun 04 15:04:55 PDT 2015,,,,,5.183916666666667
32,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,3TAYZSBPLL98OVKM73OTGL2EO9P2SG,32,Approved,Fri Jun 05 06:37:11 PDT 2015,Thu Jun 04 13:44:29 PDT 2015,Thu Jun 04 13:57:11 PDT 2015,Thu Jun 04 15:04:55 PDT 2015,,,,,12.434233333333333
33,33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,37R8JAFGQ03JV9A2KOZBGZZYTTGJDL,Fun psychology experiment about language and people,Read descriptions about different people and answer questions about them. This experiment should take around 8-10 minutes.,language research stanford fun cognitive science university psychology,$0.85,Thu Jun 04 10:36:05 PDT 2015,40,0,0,34,Reviewable,NotReviewed,1 cond,1800,60000,Sat Jul 04 10:36:05 PDT 2015,http://requester.mturk.com/mturk/manageHIT?HITId=33IXYHIZB5J4RSHBF6ZN2K3CQ302EV,33JKGHPFYCV1FMWA9PQRW0667FXMNE,33,Approved,Fri Jun 05 06:37:32 PDT 2015,Thu Jun 04 13:44:38 PDT 2015,Thu Jun 04 13:57:32 PDT 2015,Thu Jun 04 15:04:55 PDT 2015,,,,,12.84965
